1	100001	2L	1e+05	100000	1	2L:1-100000
100001	200001	2L	1e+05	200000	100001	2L:100001-200000
200001	300001	2L	1e+05	300000	200001	2L:200001-300000
300001	400001	2L	1e+05	400000	300001	2L:300001-400000
400001	500001	2L	1e+05	500000	400001	2L:400001-500000
500001	600001	2L	1e+05	600000	500001	2L:500001-600000
600001	700001	2L	1e+05	700000	600001	2L:600001-700000
700001	800001	2L	1e+05	800000	700001	2L:700001-800000
800001	900001	2L	1e+05	900000	800001	2L:800001-900000
900001	1000001	2L	1e+05	1000000	900001	2L:900001-1000000
1000001	1100001	2L	1e+05	1100000	1000001	2L:1000001-1100000
1100001	1200001	2L	1e+05	1200000	1100001	2L:1100001-1200000
1200001	1300001	2L	1e+05	1300000	1200001	2L:1200001-1300000
1300001	1400001	2L	1e+05	1400000	1300001	2L:1300001-1400000
1400001	1500001	2L	1e+05	1500000	1400001	2L:1400001-1500000
1500001	1600001	2L	1e+05	1600000	1500001	2L:1500001-1600000
1600001	1700001	2L	1e+05	1700000	1600001	2L:1600001-1700000
1700001	1800001	2L	1e+05	1800000	1700001	2L:1700001-1800000
1800001	1900001	2L	1e+05	1900000	1800001	2L:1800001-1900000
1900001	2000001	2L	1e+05	2000000	1900001	2L:1900001-2000000
2000001	2100001	2L	1e+05	2100000	2000001	2L:2000001-2100000
2100001	2200001	2L	1e+05	2200000	2100001	2L:2100001-2200000
2200001	2300001	2L	1e+05	2300000	2200001	2L:2200001-2300000
2300001	2400001	2L	1e+05	2400000	2300001	2L:2300001-2400000
2400001	2500001	2L	1e+05	2500000	2400001	2L:2400001-2500000
2500001	2600001	2L	1e+05	2600000	2500001	2L:2500001-2600000
2600001	2700001	2L	1e+05	2700000	2600001	2L:2600001-2700000
2700001	2800001	2L	1e+05	2800000	2700001	2L:2700001-2800000
2800001	2900001	2L	1e+05	2900000	2800001	2L:2800001-2900000
2900001	3000001	2L	1e+05	3000000	2900001	2L:2900001-3000000
3000001	3100001	2L	1e+05	3100000	3000001	2L:3000001-3100000
3100001	3200001	2L	1e+05	3200000	3100001	2L:3100001-3200000
3200001	3300001	2L	1e+05	3300000	3200001	2L:3200001-3300000
3300001	3400001	2L	1e+05	3400000	3300001	2L:3300001-3400000
3400001	3500001	2L	1e+05	3500000	3400001	2L:3400001-3500000
3500001	3600001	2L	1e+05	3600000	3500001	2L:3500001-3600000
3600001	3700001	2L	1e+05	3700000	3600001	2L:3600001-3700000
3700001	3800001	2L	1e+05	3800000	3700001	2L:3700001-3800000
3800001	3900001	2L	1e+05	3900000	3800001	2L:3800001-3900000
3900001	4000001	2L	1e+05	4000000	3900001	2L:3900001-4000000
4000001	4100001	2L	1e+05	4100000	4000001	2L:4000001-4100000
4100001	4200001	2L	1e+05	4200000	4100001	2L:4100001-4200000
4200001	4300001	2L	1e+05	4300000	4200001	2L:4200001-4300000
4300001	4400001	2L	1e+05	4400000	4300001	2L:4300001-4400000
4400001	4500001	2L	1e+05	4500000	4400001	2L:4400001-4500000
4500001	4600001	2L	1e+05	4600000	4500001	2L:4500001-4600000
4600001	4700001	2L	1e+05	4700000	4600001	2L:4600001-4700000
4700001	4800001	2L	1e+05	4800000	4700001	2L:4700001-4800000
4800001	4900001	2L	1e+05	4900000	4800001	2L:4800001-4900000
4900001	5000001	2L	1e+05	5000000	4900001	2L:4900001-5000000
5000001	5100001	2L	1e+05	5100000	5000001	2L:5000001-5100000
5100001	5200001	2L	1e+05	5200000	5100001	2L:5100001-5200000
5200001	5300001	2L	1e+05	5300000	5200001	2L:5200001-5300000
5300001	5400001	2L	1e+05	5400000	5300001	2L:5300001-5400000
5400001	5500001	2L	1e+05	5500000	5400001	2L:5400001-5500000
5500001	5600001	2L	1e+05	5600000	5500001	2L:5500001-5600000
5600001	5700001	2L	1e+05	5700000	5600001	2L:5600001-5700000
5700001	5800001	2L	1e+05	5800000	5700001	2L:5700001-5800000
5800001	5900001	2L	1e+05	5900000	5800001	2L:5800001-5900000
5900001	6000001	2L	1e+05	6000000	5900001	2L:5900001-6000000
6000001	6100001	2L	1e+05	6100000	6000001	2L:6000001-6100000
6100001	6200001	2L	1e+05	6200000	6100001	2L:6100001-6200000
6200001	6300001	2L	1e+05	6300000	6200001	2L:6200001-6300000
6300001	6400001	2L	1e+05	6400000	6300001	2L:6300001-6400000
6400001	6500001	2L	1e+05	6500000	6400001	2L:6400001-6500000
6500001	6600001	2L	1e+05	6600000	6500001	2L:6500001-6600000
6600001	6700001	2L	1e+05	6700000	6600001	2L:6600001-6700000
6700001	6800001	2L	1e+05	6800000	6700001	2L:6700001-6800000
6800001	6900001	2L	1e+05	6900000	6800001	2L:6800001-6900000
6900001	7000001	2L	1e+05	7000000	6900001	2L:6900001-7000000
7000001	7100001	2L	1e+05	7100000	7000001	2L:7000001-7100000
7100001	7200001	2L	1e+05	7200000	7100001	2L:7100001-7200000
7200001	7300001	2L	1e+05	7300000	7200001	2L:7200001-7300000
7300001	7400001	2L	1e+05	7400000	7300001	2L:7300001-7400000
7400001	7500001	2L	1e+05	7500000	7400001	2L:7400001-7500000
7500001	7600001	2L	1e+05	7600000	7500001	2L:7500001-7600000
7600001	7700001	2L	1e+05	7700000	7600001	2L:7600001-7700000
7700001	7800001	2L	1e+05	7800000	7700001	2L:7700001-7800000
7800001	7900001	2L	1e+05	7900000	7800001	2L:7800001-7900000
7900001	8000001	2L	1e+05	8000000	7900001	2L:7900001-8000000
8000001	8100001	2L	1e+05	8100000	8000001	2L:8000001-8100000
8100001	8200001	2L	1e+05	8200000	8100001	2L:8100001-8200000
8200001	8300001	2L	1e+05	8300000	8200001	2L:8200001-8300000
8300001	8400001	2L	1e+05	8400000	8300001	2L:8300001-8400000
8400001	8500001	2L	1e+05	8500000	8400001	2L:8400001-8500000
8500001	8600001	2L	1e+05	8600000	8500001	2L:8500001-8600000
8600001	8700001	2L	1e+05	8700000	8600001	2L:8600001-8700000
8700001	8800001	2L	1e+05	8800000	8700001	2L:8700001-8800000
8800001	8900001	2L	1e+05	8900000	8800001	2L:8800001-8900000
8900001	9000001	2L	1e+05	9000000	8900001	2L:8900001-9000000
9000001	9100001	2L	1e+05	9100000	9000001	2L:9000001-9100000
9100001	9200001	2L	1e+05	9200000	9100001	2L:9100001-9200000
9200001	9300001	2L	1e+05	9300000	9200001	2L:9200001-9300000
9300001	9400001	2L	1e+05	9400000	9300001	2L:9300001-9400000
9400001	9500001	2L	1e+05	9500000	9400001	2L:9400001-9500000
9500001	9600001	2L	1e+05	9600000	9500001	2L:9500001-9600000
9600001	9700001	2L	1e+05	9700000	9600001	2L:9600001-9700000
9700001	9800001	2L	1e+05	9800000	9700001	2L:9700001-9800000
9800001	9900001	2L	1e+05	9900000	9800001	2L:9800001-9900000
9900001	10000001	2L	1e+05	10000000	9900001	2L:9900001-10000000
10000001	10100001	2L	1e+05	10100000	10000001	2L:10000001-10100000
10100001	10200001	2L	1e+05	10200000	10100001	2L:10100001-10200000
10200001	10300001	2L	1e+05	10300000	10200001	2L:10200001-10300000
10300001	10400001	2L	1e+05	10400000	10300001	2L:10300001-10400000
10400001	10500001	2L	1e+05	10500000	10400001	2L:10400001-10500000
10500001	10600001	2L	1e+05	10600000	10500001	2L:10500001-10600000
10600001	10700001	2L	1e+05	10700000	10600001	2L:10600001-10700000
10700001	10800001	2L	1e+05	10800000	10700001	2L:10700001-10800000
10800001	10900001	2L	1e+05	10900000	10800001	2L:10800001-10900000
10900001	11000001	2L	1e+05	11000000	10900001	2L:10900001-11000000
11000001	11100001	2L	1e+05	11100000	11000001	2L:11000001-11100000
11100001	11200001	2L	1e+05	11200000	11100001	2L:11100001-11200000
11200001	11300001	2L	1e+05	11300000	11200001	2L:11200001-11300000
11300001	11400001	2L	1e+05	11400000	11300001	2L:11300001-11400000
11400001	11500001	2L	1e+05	11500000	11400001	2L:11400001-11500000
11500001	11600001	2L	1e+05	11600000	11500001	2L:11500001-11600000
11600001	11700001	2L	1e+05	11700000	11600001	2L:11600001-11700000
11700001	11800001	2L	1e+05	11800000	11700001	2L:11700001-11800000
11800001	11900001	2L	1e+05	11900000	11800001	2L:11800001-11900000
11900001	12000001	2L	1e+05	12000000	11900001	2L:11900001-12000000
12000001	12100001	2L	1e+05	12100000	12000001	2L:12000001-12100000
12100001	12200001	2L	1e+05	12200000	12100001	2L:12100001-12200000
12200001	12300001	2L	1e+05	12300000	12200001	2L:12200001-12300000
12300001	12400001	2L	1e+05	12400000	12300001	2L:12300001-12400000
12400001	12500001	2L	1e+05	12500000	12400001	2L:12400001-12500000
12500001	12600001	2L	1e+05	12600000	12500001	2L:12500001-12600000
12600001	12700001	2L	1e+05	12700000	12600001	2L:12600001-12700000
12700001	12800001	2L	1e+05	12800000	12700001	2L:12700001-12800000
12800001	12900001	2L	1e+05	12900000	12800001	2L:12800001-12900000
12900001	13000001	2L	1e+05	13000000	12900001	2L:12900001-13000000
13000001	13100001	2L	1e+05	13100000	13000001	2L:13000001-13100000
13100001	13200001	2L	1e+05	13200000	13100001	2L:13100001-13200000
13200001	13300001	2L	1e+05	13300000	13200001	2L:13200001-13300000
13300001	13400001	2L	1e+05	13400000	13300001	2L:13300001-13400000
13400001	13500001	2L	1e+05	13500000	13400001	2L:13400001-13500000
13500001	13600001	2L	1e+05	13600000	13500001	2L:13500001-13600000
13600001	13700001	2L	1e+05	13700000	13600001	2L:13600001-13700000
13700001	13800001	2L	1e+05	13800000	13700001	2L:13700001-13800000
13800001	13900001	2L	1e+05	13900000	13800001	2L:13800001-13900000
13900001	14000001	2L	1e+05	14000000	13900001	2L:13900001-14000000
14000001	14100001	2L	1e+05	14100000	14000001	2L:14000001-14100000
14100001	14200001	2L	1e+05	14200000	14100001	2L:14100001-14200000
14200001	14300001	2L	1e+05	14300000	14200001	2L:14200001-14300000
14300001	14400001	2L	1e+05	14400000	14300001	2L:14300001-14400000
14400001	14500001	2L	1e+05	14500000	14400001	2L:14400001-14500000
14500001	14600001	2L	1e+05	14600000	14500001	2L:14500001-14600000
14600001	14700001	2L	1e+05	14700000	14600001	2L:14600001-14700000
14700001	14800001	2L	1e+05	14800000	14700001	2L:14700001-14800000
14800001	14900001	2L	1e+05	14900000	14800001	2L:14800001-14900000
14900001	15000001	2L	1e+05	15000000	14900001	2L:14900001-15000000
15000001	15100001	2L	1e+05	15100000	15000001	2L:15000001-15100000
15100001	15200001	2L	1e+05	15200000	15100001	2L:15100001-15200000
15200001	15300001	2L	1e+05	15300000	15200001	2L:15200001-15300000
15300001	15400001	2L	1e+05	15400000	15300001	2L:15300001-15400000
15400001	15500001	2L	1e+05	15500000	15400001	2L:15400001-15500000
15500001	15600001	2L	1e+05	15600000	15500001	2L:15500001-15600000
15600001	15700001	2L	1e+05	15700000	15600001	2L:15600001-15700000
15700001	15800001	2L	1e+05	15800000	15700001	2L:15700001-15800000
15800001	15900001	2L	1e+05	15900000	15800001	2L:15800001-15900000
15900001	16000001	2L	1e+05	16000000	15900001	2L:15900001-16000000
16000001	16100001	2L	1e+05	16100000	16000001	2L:16000001-16100000
16100001	16200001	2L	1e+05	16200000	16100001	2L:16100001-16200000
16200001	16300001	2L	1e+05	16300000	16200001	2L:16200001-16300000
16300001	16400001	2L	1e+05	16400000	16300001	2L:16300001-16400000
16400001	16500001	2L	1e+05	16500000	16400001	2L:16400001-16500000
16500001	16600001	2L	1e+05	16600000	16500001	2L:16500001-16600000
16600001	16700001	2L	1e+05	16700000	16600001	2L:16600001-16700000
16700001	16800001	2L	1e+05	16800000	16700001	2L:16700001-16800000
16800001	16900001	2L	1e+05	16900000	16800001	2L:16800001-16900000
16900001	17000001	2L	1e+05	17000000	16900001	2L:16900001-17000000
17000001	17100001	2L	1e+05	17100000	17000001	2L:17000001-17100000
17100001	17200001	2L	1e+05	17200000	17100001	2L:17100001-17200000
17200001	17300001	2L	1e+05	17300000	17200001	2L:17200001-17300000
17300001	17400001	2L	1e+05	17400000	17300001	2L:17300001-17400000
17400001	17500001	2L	1e+05	17500000	17400001	2L:17400001-17500000
17500001	17600001	2L	1e+05	17600000	17500001	2L:17500001-17600000
17600001	17700001	2L	1e+05	17700000	17600001	2L:17600001-17700000
17700001	17800001	2L	1e+05	17800000	17700001	2L:17700001-17800000
17800001	17900001	2L	1e+05	17900000	17800001	2L:17800001-17900000
17900001	18000001	2L	1e+05	18000000	17900001	2L:17900001-18000000
18000001	18100001	2L	1e+05	18100000	18000001	2L:18000001-18100000
18100001	18200001	2L	1e+05	18200000	18100001	2L:18100001-18200000
18200001	18300001	2L	1e+05	18300000	18200001	2L:18200001-18300000
18300001	18400001	2L	1e+05	18400000	18300001	2L:18300001-18400000
18400001	18500001	2L	1e+05	18500000	18400001	2L:18400001-18500000
18500001	18600001	2L	1e+05	18600000	18500001	2L:18500001-18600000
18600001	18700001	2L	1e+05	18700000	18600001	2L:18600001-18700000
18700001	18800001	2L	1e+05	18800000	18700001	2L:18700001-18800000
18800001	18900001	2L	1e+05	18900000	18800001	2L:18800001-18900000
18900001	19000001	2L	1e+05	19000000	18900001	2L:18900001-19000000
19000001	19100001	2L	1e+05	19100000	19000001	2L:19000001-19100000
19100001	19200001	2L	1e+05	19200000	19100001	2L:19100001-19200000
19200001	19300001	2L	1e+05	19300000	19200001	2L:19200001-19300000
19300001	19400001	2L	1e+05	19400000	19300001	2L:19300001-19400000
19400001	19500001	2L	1e+05	19500000	19400001	2L:19400001-19500000
19500001	19600001	2L	1e+05	19600000	19500001	2L:19500001-19600000
19600001	19700001	2L	1e+05	19700000	19600001	2L:19600001-19700000
19700001	19800001	2L	1e+05	19800000	19700001	2L:19700001-19800000
19800001	19900001	2L	1e+05	19900000	19800001	2L:19800001-19900000
19900001	20000001	2L	1e+05	20000000	19900001	2L:19900001-20000000
20000001	20100001	2L	1e+05	20100000	20000001	2L:20000001-20100000
20100001	20200001	2L	1e+05	20200000	20100001	2L:20100001-20200000
20200001	20300001	2L	1e+05	20300000	20200001	2L:20200001-20300000
20300001	20400001	2L	1e+05	20400000	20300001	2L:20300001-20400000
20400001	20500001	2L	1e+05	20500000	20400001	2L:20400001-20500000
