"name.library.x","replicate","forward_FASTQ_file","forward_file_loc","reverse_FASTQ_file","reverse_file_loc"
"12BME10-213",3,"N705-N506_S28_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L003_R1_001.fastq.gz","N705-N506_S28_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L003_R2_001.fastq.gz"
"12BME10-213",4,"N705-N506_S28_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L004_R1_001.fastq.gz","N705-N506_S28_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L004_R2_001.fastq.gz"
"12BME10-214",1,"N705-N505_S21_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L001_R1_001.fastq.gz","N705-N505_S21_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L001_R2_001.fastq.gz"
"12BME10-214",2,"N705-N505_S21_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L002_R1_001.fastq.gz","N705-N505_S21_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L002_R2_001.fastq.gz"
"12BME10-214",3,"N705-N505_S21_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L003_R1_001.fastq.gz","N705-N505_S21_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L003_R2_001.fastq.gz"
"12BME10-214",4,"N705-N505_S21_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L004_R1_001.fastq.gz","N705-N505_S21_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N705-N505_S21_L004_R2_001.fastq.gz"
"12BME10-216",1,"N706-N517_S35_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L001_R1_001.fastq.gz","N706-N517_S35_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L001_R2_001.fastq.gz"
"12BME10-216",2,"N706-N517_S35_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L002_R1_001.fastq.gz","N706-N517_S35_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L002_R2_001.fastq.gz"
"12BME10-216",3,"N706-N517_S35_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L003_R1_001.fastq.gz","N706-N517_S35_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L003_R2_001.fastq.gz"
"12BME10-216",4,"N706-N517_S35_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L004_R1_001.fastq.gz","N706-N517_S35_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N517_S35_L004_R2_001.fastq.gz"
"12BME10-216",5,"Plate_4_12BME10-216_N706_N505_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L002_R1_001.fastq.gz","Plate_4_12BME10-216_N706_N505_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L002_R2_001.fastq.gz"
"12BME10-216",6,"Plate_4_12BME10-216_N706_N505_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L004_R1_001.fastq.gz","Plate_4_12BME10-216_N706_N505_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L004_R2_001.fastq.gz"
"12BME10-218",1,"N703-N506_S53_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L001_R1_001.fastq.gz","N703-N506_S53_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L001_R2_001.fastq.gz"
"12BME10-218",2,"N703-N506_S53_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L002_R1_001.fastq.gz","N703-N506_S53_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L002_R2_001.fastq.gz"
"12BME10-218",3,"N703-N506_S53_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L003_R1_001.fastq.gz","N703-N506_S53_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L003_R2_001.fastq.gz"
"12BME10-218",4,"N703-N506_S53_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L004_R1_001.fastq.gz","N703-N506_S53_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N703-N506_S53_L004_R2_001.fastq.gz"
"12BME10-219",1,"N703-N505_S11_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L001_R1_001.fastq.gz","N703-N505_S11_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L001_R2_001.fastq.gz"
"12BME10-219",2,"N703-N505_S11_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L002_R1_001.fastq.gz","N703-N505_S11_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L002_R2_001.fastq.gz"
"12BME10-219",3,"N703-N505_S11_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L003_R1_001.fastq.gz","N703-N505_S11_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L003_R2_001.fastq.gz"
"12BME10-219",4,"N703-N505_S11_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L004_R1_001.fastq.gz","N703-N505_S11_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N703-N505_S11_L004_R2_001.fastq.gz"
"12BME10-223_(B)",1,"N710-N504_S38_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L001_R1_001.fastq.gz","N710-N504_S38_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L001_R2_001.fastq.gz"
"12BME10-223_(B)",2,"N710-N504_S38_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L002_R1_001.fastq.gz","N710-N504_S38_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L002_R2_001.fastq.gz"
"12BME10-223_(B)",3,"N710-N504_S38_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L003_R1_001.fastq.gz","N710-N504_S38_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L003_R2_001.fastq.gz"
"12BME10-223_(B)",4,"N710-N504_S38_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L004_R1_001.fastq.gz","N710-N504_S38_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N504_S38_L004_R2_001.fastq.gz"
"12BME10-225",1,"N703-N517_S17_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L001_R1_001.fastq.gz","N703-N517_S17_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L001_R2_001.fastq.gz"
"12BME10-225",2,"N703-N517_S17_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L002_R1_001.fastq.gz","N703-N517_S17_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L002_R2_001.fastq.gz"
"12BME10-225",3,"N703-N517_S17_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L003_R1_001.fastq.gz","N703-N517_S17_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L003_R2_001.fastq.gz"
"12BME10-225",4,"N703-N517_S17_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L004_R1_001.fastq.gz","N703-N517_S17_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N517_S17_L004_R2_001.fastq.gz"
"12BME10-225",5,"Plate_4_12BME10-225_N703_N505_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L002_R1_001.fastq.gz","Plate_4_12BME10-225_N703_N505_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L002_R2_001.fastq.gz"
"12BME10-225",6,"Plate_4_12BME10-225_N703_N505_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L004_R1_001.fastq.gz","Plate_4_12BME10-225_N703_N505_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L004_R2_001.fastq.gz"
"12BME10-226",1,"N709-N505_S48_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L001_R1_001.fastq.gz","N709-N505_S48_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L001_R2_001.fastq.gz"
"12BME10-226",2,"N709-N505_S48_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L002_R1_001.fastq.gz","N709-N505_S48_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L002_R2_001.fastq.gz"
"12BME10-226",3,"N709-N505_S48_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L003_R1_001.fastq.gz","N709-N505_S48_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L003_R2_001.fastq.gz"
"12BME10-226",4,"N709-N505_S48_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L004_R1_001.fastq.gz","N709-N505_S48_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N505_S48_L004_R2_001.fastq.gz"
"12BME10-227",1,"N707-N504_S38_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L001_R1_001.fastq.gz","N707-N504_S38_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L001_R2_001.fastq.gz"
"12BME10-227",2,"N707-N504_S38_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L002_R1_001.fastq.gz","N707-N504_S38_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L002_R2_001.fastq.gz"
"12BME10-227",3,"N707-N504_S38_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L003_R1_001.fastq.gz","N707-N504_S38_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L003_R2_001.fastq.gz"
"12BME10-227",4,"N707-N504_S38_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L004_R1_001.fastq.gz","N707-N504_S38_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N504_S38_L004_R2_001.fastq.gz"
"12BME10-227",5,"Plate_4_12BME10-227_N704_N506_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-227_N704_N506_L004_R1_001.fastq.gz","Plate_4_12BME10-227_N704_N506_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-227_N704_N506_L004_R2_001.fastq.gz"
"12BME10-229",1,"N707-N517_S4_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L001_R1_001.fastq.gz","N707-N517_S4_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L001_R2_001.fastq.gz"
"12BME10-229",2,"N707-N517_S4_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L002_R1_001.fastq.gz","N707-N517_S4_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L002_R2_001.fastq.gz"
"12BME10-229",3,"N707-N517_S4_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L003_R1_001.fastq.gz","N707-N517_S4_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L003_R2_001.fastq.gz"
"12BME10-229",4,"N707-N517_S4_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L004_R1_001.fastq.gz","N707-N517_S4_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N707-N517_S4_L004_R2_001.fastq.gz"
"12BME10-231",1,"N711-N517_S7_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L001_R1_001.fastq.gz","N711-N517_S7_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L001_R2_001.fastq.gz"
"12BME10-231",2,"N711-N517_S7_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L002_R1_001.fastq.gz","N711-N517_S7_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L002_R2_001.fastq.gz"
"12BME10-231",3,"N711-N517_S7_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L003_R1_001.fastq.gz","N711-N517_S7_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L003_R2_001.fastq.gz"
"12BME10-231",4,"N711-N517_S7_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L004_R1_001.fastq.gz","N711-N517_S7_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N711-N517_S7_L004_R2_001.fastq.gz"
"12BME10-231",5,"Plate_4_12BME10-231_N705_N517_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-231_N705_N517_L002_R1_001.fastq.gz","Plate_4_12BME10-231_N705_N517_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-231_N705_N517_L002_R2_001.fastq.gz"
"12BME10-232",1,"N703-N502_S12_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L001_R1_001.fastq.gz","N703-N502_S12_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L001_R2_001.fastq.gz"
"12BME10-232",2,"N703-N502_S12_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L002_R1_001.fastq.gz","N703-N502_S12_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L002_R2_001.fastq.gz"
"12BME10-232",3,"N703-N502_S12_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L003_R1_001.fastq.gz","N703-N502_S12_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L003_R2_001.fastq.gz"
"12BME10-232",4,"N703-N502_S12_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L004_R1_001.fastq.gz","N703-N502_S12_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N703-N502_S12_L004_R2_001.fastq.gz"
"12BME10-233",1,"N701-N505_S41_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L001_R1_001.fastq.gz","N701-N505_S41_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L001_R2_001.fastq.gz"
"12BME10-233",2,"N701-N505_S41_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L002_R1_001.fastq.gz","N701-N505_S41_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L002_R2_001.fastq.gz"
"12BME10-233",3,"N701-N505_S41_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L003_R1_001.fastq.gz","N701-N505_S41_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L003_R2_001.fastq.gz"
"12BME10-233",4,"N701-N505_S41_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L004_R1_001.fastq.gz","N701-N505_S41_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N701-N505_S41_L004_R2_001.fastq.gz"
"12BME10-234",1,"N710-N506_S60_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L001_R1_001.fastq.gz","N710-N506_S60_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L001_R2_001.fastq.gz"
"12BME10-234",2,"N710-N506_S60_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L002_R1_001.fastq.gz","N710-N506_S60_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L002_R2_001.fastq.gz"
"12BME10-234",3,"N710-N506_S60_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L003_R1_001.fastq.gz","N710-N506_S60_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L003_R2_001.fastq.gz"
"12BME10-234",4,"N710-N506_S60_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L004_R1_001.fastq.gz","N710-N506_S60_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N506_S60_L004_R2_001.fastq.gz"
"12BME10-234",5,"Plate_4_12BME10-234_N707_N502_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-234_N707_N502_L002_R1_001.fastq.gz","Plate_4_12BME10-234_N707_N502_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-234_N707_N502_L002_R2_001.fastq.gz"
"12BME10-236",1,"N702-N517_S8_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L001_R1_001.fastq.gz","N702-N517_S8_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L001_R2_001.fastq.gz"
"12BME10-236",2,"N702-N517_S8_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L002_R1_001.fastq.gz","N702-N517_S8_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L002_R2_001.fastq.gz"
"12BME10-236",3,"N702-N517_S8_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L003_R1_001.fastq.gz","N702-N517_S8_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L003_R2_001.fastq.gz"
"12BME10-236",4,"N702-N517_S8_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L004_R1_001.fastq.gz","N702-N517_S8_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N702-N517_S8_L004_R2_001.fastq.gz"
"12BME10-240",1,"N701-N504_S3_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N701-N504_S3_L001_R1_001.fastq.gz","N701-N504_S3_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N701-N504_S3_L001_R2_001.fastq.gz"
"12BME10-240",2,"N701-N504_S3_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N701-N504_S3_L002_R1_001.fastq.gz","N701-N504_S3_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N701-N504_S3_L002_R2_001.fastq.gz"
"12BME10-240",3,"N701-N504_S3_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N701-N504_S3_L003_R1_001.fastq.gz","N701-N504_S3_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N701-N504_S3_L003_R2_001.fastq.gz"
