"name.library.x","replicate","forward_FASTQ_file","forward_file_loc","reverse_FASTQ_file","reverse_file_loc"
"(Unknown)_?",1,"N708-N506_S45_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L001_R1_001.fastq.gz","N708-N506_S45_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L001_R2_001.fastq.gz"
"(Unknown)_?",2,"N708-N506_S45_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L002_R1_001.fastq.gz","N708-N506_S45_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L002_R2_001.fastq.gz"
"(Unknown)_?",3,"N708-N506_S45_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L003_R1_001.fastq.gz","N708-N506_S45_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L003_R2_001.fastq.gz"
"(Unknown)_?",4,"N708-N506_S45_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L004_R1_001.fastq.gz","N708-N506_S45_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N708-N506_S45_L004_R2_001.fastq.gz"
"12BME10-101",1,"N706-N503_S25_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L001_R1_001.fastq.gz","N706-N503_S25_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L001_R2_001.fastq.gz"
"12BME10-101",2,"N706-N503_S25_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L002_R1_001.fastq.gz","N706-N503_S25_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L002_R2_001.fastq.gz"
"12BME10-101",3,"N706-N503_S25_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L003_R1_001.fastq.gz","N706-N503_S25_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L003_R2_001.fastq.gz"
"12BME10-101",4,"N706-N503_S25_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L004_R1_001.fastq.gz","N706-N503_S25_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N706-N503_S25_L004_R2_001.fastq.gz"
"12BME10-104",1,"N707-N505_S39_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L001_R1_001.fastq.gz","N707-N505_S39_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L001_R2_001.fastq.gz"
"12BME10-104",2,"N707-N505_S39_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L002_R1_001.fastq.gz","N707-N505_S39_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L002_R2_001.fastq.gz"
"12BME10-104",3,"N707-N505_S39_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L003_R1_001.fastq.gz","N707-N505_S39_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L003_R2_001.fastq.gz"
"12BME10-104",4,"N707-N505_S39_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L004_R1_001.fastq.gz","N707-N505_S39_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N707-N505_S39_L004_R2_001.fastq.gz"
"12BME10-106",1,"N710-N504_S54_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L001_R1_001.fastq.gz","N710-N504_S54_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L001_R2_001.fastq.gz"
"12BME10-106",2,"N710-N504_S54_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L002_R1_001.fastq.gz","N710-N504_S54_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L002_R2_001.fastq.gz"
"12BME10-106",3,"N710-N504_S54_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L003_R1_001.fastq.gz","N710-N504_S54_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L003_R2_001.fastq.gz"
"12BME10-106",4,"N710-N504_S54_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L004_R1_001.fastq.gz","N710-N504_S54_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N504_S54_L004_R2_001.fastq.gz"
"12BME10-108",1,"Plate_4_12BME10-108_N705_N503_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-108_N705_N503_L003_R1_001.fastq.gz","Plate_4_12BME10-108_N705_N503_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-108_N705_N503_L003_R2_001.fastq.gz"
"12BME10-109",1,"N711-N502_S57_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L001_R1_001.fastq.gz","N711-N502_S57_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L001_R2_001.fastq.gz"
"12BME10-109",2,"N711-N502_S57_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L002_R1_001.fastq.gz","N711-N502_S57_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L002_R2_001.fastq.gz"
"12BME10-109",3,"N711-N502_S57_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L003_R1_001.fastq.gz","N711-N502_S57_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L003_R2_001.fastq.gz"
"12BME10-109",4,"N711-N502_S57_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L004_R1_001.fastq.gz","N711-N502_S57_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N711-N502_S57_L004_R2_001.fastq.gz"
"12BME10-109",5,"Plate_4_12BME10-109_N712_N506_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-109_N712_N506_L002_R1_001.fastq.gz","Plate_4_12BME10-109_N712_N506_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-109_N712_N506_L002_R2_001.fastq.gz"
"12BME10-109",6,"Plate_4_12BME10-109_N712_N506_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-109_N712_N506_L004_R1_001.fastq.gz","Plate_4_12BME10-109_N712_N506_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-109_N712_N506_L004_R2_001.fastq.gz"
"12BME10-111",1,"N710-N517_S6_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L001_R1_001.fastq.gz","N710-N517_S6_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L001_R2_001.fastq.gz"
"12BME10-111",2,"N710-N517_S6_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L002_R1_001.fastq.gz","N710-N517_S6_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L002_R2_001.fastq.gz"
"12BME10-111",3,"N710-N517_S6_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L003_R1_001.fastq.gz","N710-N517_S6_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L003_R2_001.fastq.gz"
"12BME10-111",4,"N710-N517_S6_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L004_R1_001.fastq.gz","N710-N517_S6_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N517_S6_L004_R2_001.fastq.gz"
"12BME10-113",1,"N710-N505_S55_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L001_R1_001.fastq.gz","N710-N505_S55_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L001_R2_001.fastq.gz"
"12BME10-113",2,"N710-N505_S55_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L002_R1_001.fastq.gz","N710-N505_S55_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L002_R2_001.fastq.gz"
"12BME10-113",3,"N710-N505_S55_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L003_R1_001.fastq.gz","N710-N505_S55_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L003_R2_001.fastq.gz"
"12BME10-113",4,"N710-N505_S55_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L004_R1_001.fastq.gz","N710-N505_S55_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N710-N505_S55_L004_R2_001.fastq.gz"
"12BME10-113",5,"Plate_4_12BME10-113_N710_N507_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-113_N710_N507_L004_R1_001.fastq.gz","Plate_4_12BME10-113_N710_N507_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-113_N710_N507_L004_R2_001.fastq.gz"
"12BME10-114",1,"N706-N517_S3_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L001_R1_001.fastq.gz","N706-N517_S3_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L001_R2_001.fastq.gz"
"12BME10-114",2,"N706-N517_S3_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L002_R1_001.fastq.gz","N706-N517_S3_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L002_R2_001.fastq.gz"
"12BME10-114",3,"N706-N517_S3_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L003_R1_001.fastq.gz","N706-N517_S3_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L003_R2_001.fastq.gz"
"12BME10-114",4,"N706-N517_S3_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L004_R1_001.fastq.gz","N706-N517_S3_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N706-N517_S3_L004_R2_001.fastq.gz"
"12BME10-118",1,"N704-N502_S11_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L001_R1_001.fastq.gz","N704-N502_S11_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L001_R2_001.fastq.gz"
"12BME10-118",2,"N704-N502_S11_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L002_R1_001.fastq.gz","N704-N502_S11_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L002_R2_001.fastq.gz"
"12BME10-118",3,"N704-N502_S11_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L003_R1_001.fastq.gz","N704-N502_S11_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L003_R2_001.fastq.gz"
"12BME10-118",4,"N704-N502_S11_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L004_R1_001.fastq.gz","N704-N502_S11_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N502_S11_L004_R2_001.fastq.gz"
"12BME10-121",1,"N712-N505_S65_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L001_R1_001.fastq.gz","N712-N505_S65_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L001_R2_001.fastq.gz"
"12BME10-121",2,"N712-N505_S65_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L002_R1_001.fastq.gz","N712-N505_S65_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L002_R2_001.fastq.gz"
"12BME10-121",3,"N712-N505_S65_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L003_R1_001.fastq.gz","N712-N505_S65_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L003_R2_001.fastq.gz"
"12BME10-121",4,"N712-N505_S65_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L004_R1_001.fastq.gz","N712-N505_S65_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L004_R2_001.fastq.gz"
"12BME10-122",1,"N705-N506_S55_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L001_R1_001.fastq.gz","N705-N506_S55_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L001_R2_001.fastq.gz"
"12BME10-122",2,"N705-N506_S55_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L002_R1_001.fastq.gz","N705-N506_S55_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L002_R2_001.fastq.gz"
"12BME10-122",3,"N705-N506_S55_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L003_R1_001.fastq.gz","N705-N506_S55_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L003_R2_001.fastq.gz"
"12BME10-122",4,"N705-N506_S55_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L004_R1_001.fastq.gz","N705-N506_S55_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N705-N506_S55_L004_R2_001.fastq.gz"
"12BME10-124",1,"N712-N506_S57_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L001_R1_001.fastq.gz","N712-N506_S57_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L001_R2_001.fastq.gz"
"12BME10-124",2,"N712-N506_S57_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L002_R1_001.fastq.gz","N712-N506_S57_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L002_R2_001.fastq.gz"
"12BME10-124",3,"N712-N506_S57_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L003_R1_001.fastq.gz","N712-N506_S57_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L003_R2_001.fastq.gz"
"12BME10-124",4,"N712-N506_S57_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L004_R1_001.fastq.gz","N712-N506_S57_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_2/FASTQ/N712-N506_S57_L004_R2_001.fastq.gz"
"12BME10-126",1,"N712-N503_S63_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L001_R1_001.fastq.gz","N712-N503_S63_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L001_R2_001.fastq.gz"
"12BME10-126",2,"N712-N503_S63_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L002_R1_001.fastq.gz","N712-N503_S63_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L002_R2_001.fastq.gz"
"12BME10-126",3,"N712-N503_S63_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L003_R1_001.fastq.gz","N712-N503_S63_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L003_R2_001.fastq.gz"
"12BME10-126",4,"N712-N503_S63_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L004_R1_001.fastq.gz","N712-N503_S63_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N503_S63_L004_R2_001.fastq.gz"
"12BME10-128",1,"N709-N504_S37_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L001_R1_001.fastq.gz","N709-N504_S37_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L001_R2_001.fastq.gz"
"12BME10-128",2,"N709-N504_S37_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L002_R1_001.fastq.gz","N709-N504_S37_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L002_R2_001.fastq.gz"
"12BME10-128",3,"N709-N504_S37_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L003_R1_001.fastq.gz","N709-N504_S37_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L003_R2_001.fastq.gz"
"12BME10-128",4,"N709-N504_S37_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L004_R1_001.fastq.gz","N709-N504_S37_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N709-N504_S37_L004_R2_001.fastq.gz"
"12BME10-129",1,"N712-N505_S51_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L001_R1_001.fastq.gz","N712-N505_S51_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L001_R2_001.fastq.gz"
"12BME10-129",2,"N712-N505_S51_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L002_R1_001.fastq.gz","N712-N505_S51_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L002_R2_001.fastq.gz"
"12BME10-129",3,"N712-N505_S51_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L003_R1_001.fastq.gz","N712-N505_S51_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L003_R2_001.fastq.gz"
"12BME10-129",4,"N712-N505_S51_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L004_R1_001.fastq.gz","N712-N505_S51_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N712-N505_S51_L004_R2_001.fastq.gz"
"12BME10-130",1,"N704-N505_S44_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L001_R1_001.fastq.gz","N704-N505_S44_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L001_R2_001.fastq.gz"
"12BME10-130",2,"N704-N505_S44_L002_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L002_R1_001.fastq.gz","N704-N505_S44_L002_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L002_R2_001.fastq.gz"
"12BME10-130",3,"N704-N505_S44_L003_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L003_R1_001.fastq.gz","N704-N505_S44_L003_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L003_R2_001.fastq.gz"
"12BME10-130",4,"N704-N505_S44_L004_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L004_R1_001.fastq.gz","N704-N505_S44_L004_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N704-N505_S44_L004_R2_001.fastq.gz"
"12BME10-131",1,"N710-N505_S49_L001_R1_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N505_S49_L001_R1_001.fastq.gz","N710-N505_S49_L001_R2_001.fastq.gz","/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/ab_03_17_2015/FASTQ/N710-N505_S49_L001_R2_001.fastq.gz"
