sampleId	country	city	locality	collectionDate	nFlies	SRA_accession	SRA_experiment	type	PCA.set	FST.set	GLM.set	IND.set
UA_Uma_14_50	Ukraine	Uman	UA_Uma	10/1/14	40	SRR5647740	SRX2885368	pooled	FALSE	TRUE	TRUE	FALSE
UA_Uma_15_9	Ukraine	Uman'	UA_Uma	9/26/15	40	SRR8439117	SRX5246591	pooled	FALSE	FALSE	TRUE	FALSE
UA_Uma_16_50	Ukraine	Uman	UA_Uma	9/17/16	40	SRR8494425	SRX5299042	pooled	FALSE	FALSE	TRUE	FALSE
UA_Uma_16_51	Ukraine	Uman K	UA_Uma	9/11/16	40	SRR8494422	SRX5299045	pooled	FALSE	FALSE	TRUE	FALSE
UA_Var_14_25	Ukraine	Varva	UA_Var	8/18/14	40	SRR5647738	SRX2885370	pooled	FALSE	TRUE	TRUE	FALSE
UA_Var_15_18	Ukraine	Varva	UA_Var	8/25/15	40	SRR8439152	SRX5246556	pooled	FALSE	TRUE	TRUE	FALSE
UA_Var_16_60	Ukraine	Varva	UA_Var	8/26/16	40	SRR8494469	SRX5298998	pooled	FALSE	FALSE	TRUE	FALSE
UA_Yal_14_16	Ukraine	Yalta	UA_Yal	6/20/14	40	SRR5647764	SRX2885344	pooled	FALSE	TRUE	TRUE	FALSE
UA_Yal_14_18	Ukraine	Yalta	UA_Yal	8/27/14	40	SRR5647763	SRX2885345	pooled	FALSE	TRUE	TRUE	FALSE
UA_Yal_15_23	Ukraine	Yalta	UA_Yal	6/24/15	40	SRR8439131	SRX5246577	pooled	FALSE	FALSE	TRUE	FALSE
UA_Yal_15_63	Ukraine	Yalta	UA_Yal	8/24/15	40	SRR8439167	SRX5246541	pooled	FALSE	TRUE	TRUE	FALSE
UA_Yal_16_61	Ukraine	Yalta	UA_Yal	8/20/16	40	SRR8494436	SRX5299031	pooled	FALSE	FALSE	TRUE	FALSE
UK_Dai_15_52	United Kingdom	Dairsie. Fife	UK_Dai	8/19/15	40	SRR8439142	SRX5246566	pooled	FALSE	TRUE	TRUE	FALSE
UK_Dai_16_23	United Kingdom	Dairsie. Fife	UK_Dai	8/6/16	40	SRR8494478	SRX5298989	pooled	FALSE	FALSE	TRUE	FALSE
UK_Lut_14_13	United Kingdom	Lutterworth	UK_Lut	10/20/14	40	SRR5647759	SRX2885349	pooled	FALSE	TRUE	TRUE	FALSE
UK_Mar_14_12	United Kingdom	Market Harborough	UK_Mar	10/20/14	40	SRR5647760	SRX2885348	pooled	FALSE	TRUE	TRUE	FALSE
UK_Mar_15_42	United Kingdom	Market Harborough	UK_Mar	7/7/15	40	SRR8439121	SRX5246587	pooled	FALSE	TRUE	TRUE	FALSE
UK_Mar_16_53	United Kingdom	Market Harborough	UK_Mar	10/23/16	40	SRR8494432	SRX5299035	pooled	FALSE	FALSE	TRUE	FALSE
UK_She_14_09	United Kingdom	Sheffield	UK_She	8/25/14	40	SRR5647752	SRX2885356	pooled	FALSE	FALSE	TRUE	FALSE
UK_She_15_17	United Kingdom	Sheffield	UK_She	10/4/15	40	SRR8439153	SRX5246555	pooled	FALSE	TRUE	TRUE	FALSE
UK_Sou_14_10	United Kingdom	South Queensferry	UK_Sou	7/14/14	40	SRR5647757	SRX2885351	pooled	FALSE	FALSE	TRUE	FALSE
ES_ba_12_spring	Spain	Barcelona	ES_ba	7/13/12	55	SRR3590549	SRX1801494	pooled	FALSE	FALSE	TRUE	FALSE
FL_ho_10_spring	USA	Homestead	FL_ho	7/15/10	39	SRR1525685	SRX661832	pooled	FALSE	TRUE	FALSE	FALSE
FL_ho_10_fall	USA	Homestead	FL_ho	12/15/10	48	SRR1525694	SRX661833	pooled	FALSE	FALSE	TRUE	FALSE
GA_ha_08_spring	USA	Hahia	GA_ha	7/15/08	51	SRR1525695	SRX661834	pooled	FALSE	TRUE	FALSE	FALSE
MA_la_12_spring	USA	Lancaster	MA_la	7/28/12	100	SRR3590557	SRX1801502	pooled	FALSE	TRUE	TRUE	FALSE
MA_la_12_fall	USA	Lancaster	MA_la	10/2/12	63	SRR3590556	SRX1801501	pooled	FALSE	TRUE	TRUE	FALSE
ME_bo_09_fall.r1	USA	Bowdoin	ME_bo	10/15/09	86	SRR1525698	SRX661844	pooled	FALSE	TRUE	TRUE	FALSE
ME_bo_09_fall.r2	USA	Bowdoin	ME_bo	10/15/09	75	SRR1525699	SRX661845	pooled	FALSE	FALSE	TRUE	FALSE
NY_it_12_spring	USA	Ithaca	NY_it	7/25/12	30	SRR3590559	SRX1801504	pooled	FALSE	TRUE	TRUE	FALSE
NY_it_12_fall	USA	Ithaca	NY_it	9/23/12	58	SRR3590558	SRX1801503	pooled	FALSE	FALSE	TRUE	FALSE
PA_li_12_spring	USA	Linvilla	PA_li	7/16/12	115	SRR3590561	SRX1801506	pooled	TRUE	TRUE	TRUE	FALSE
PA_li_11_fall	USA	Linvilla	PA_li	10/15/11	47	SRR1525773	SRX661842	pooled	TRUE	TRUE	FALSE	FALSE
PA_li_12_fall	USA	Linvilla	PA_li	10/10/12	100	SRR3590560	SRX1801505	pooled	FALSE	FALSE	TRUE	FALSE
PA_li_09_fall	USA	Linvilla	PA_li	11/15/09	74	SRR1525769	SRX661838	pooled	TRUE	FALSE	FALSE	FALSE
PA_li_10_fall	USA	Linvilla	PA_li	11/15/10	33	SRR1525771	SRX661840	pooled	TRUE	TRUE	FALSE	FALSE
PA_li_11_frost	USA	Linvilla	PA_li	11/15/11	50	SRR1525774	SRX661843	pooled	TRUE	FALSE	FALSE	FALSE
PA_li_09_spring	USA	Linvilla	PA_li	7/15/09	55	SRR1525768	SRX661837	pooled	TRUE	FALSE	FALSE	FALSE
PA_li_10_spring	USA	Linvilla	PA_li	7/15/10	116	SRR1525770	SRX661839	pooled	FALSE	FALSE	FALSE	FALSE
PA_li_11_spring	USA	Linvilla	PA_li	7/15/11	75	SRR1525772	SRX661841	pooled	TRUE	FALSE	FALSE	FALSE
PA_li_12_sum	USA	Linvilla	PA_li	9/13/12	50	SRR3590563	SRX1801508	pooled	TRUE	FALSE	TRUE	FALSE
SC_eu_10_spring	USA	Eutawville	SC_eu	7/15/10	48	SRR1525696	SRX661835	pooled	FALSE	TRUE	FALSE	FALSE
VA_ch_12_spring	USA	Charlottesville	VA_ch	7/18/12	95	SRR3590551	SRX1801496	pooled	TRUE	FALSE	TRUE	FALSE
VA_ch_12_fall	USA	Charlottesville	VA_ch	11/5/12	50	SRR3590550	SRX1801495	pooled	FALSE	FALSE	TRUE	FALSE
AT_gr_12_spring	Austria	Gross-Enzersdorf	AT_gr	8/3/12	62	SRR3590553	SRX1801498	pooled	FALSE	FALSE	TRUE	FALSE
AT_gr_12_fall	Austria	Gross-Enzersdorf	AT_gr	10/20/12	44	SRR3590552	SRX1801497	pooled	FALSE	FALSE	TRUE	FALSE
WI_cp_12_spring	USA	Cross Plains	WI_cp	6/10/12	83	SRR3590555	SRX1801500	pooled	FALSE	FALSE	TRUE	FALSE
WI_cp_12_fall	USA	Cross Plains	WI_cp	9/11/12	164	SRR3590562	SRX1801507	pooled	TRUE	TRUE	TRUE	FALSE
WI_cp_12_frost	USA	Cross Plains	WI_cp	10/20/12	100	SRR3590554	SRX1801499	pooled	TRUE	FALSE	TRUE	FALSE
CA_es_12_spring	USA	Esparto	CA_es	6/13/12	27	SRR3939042	SRX1968271	pooled	FALSE	TRUE	TRUE	FALSE
WI_cp_13_spring	USA	Cross Plains	WI_cp	7/2/13	130	SRR3939051	SRX1968280	pooled	TRUE	FALSE	TRUE	FALSE
WI_cp_13_fall	USA	Cross Plains	WI_cp	9/22/13	61	SRR3939052	SRX1968281	pooled	TRUE	FALSE	TRUE	FALSE
PA_li_13_spring	USA	Linvilla	PA_li	6/15/13	54	SRR3939095	SRX1968324	pooled	TRUE	FALSE	FALSE	FALSE
UA_od_13_fall	Ukraine	Odessa	UA_od	10/15/13	61	SRR3939053	SRX1968282	pooled	TRUE	TRUE	FALSE	FALSE
UA_od_13_spring	Ukraine	Odessa	UA_od	5/15/13	37	SRR3939055	SRX1968284	pooled	TRUE	FALSE	FALSE	FALSE
CA_es_12_fall	USA	Esparto	CA_es	8/22/12	92	SRR3939043	SRX1968272	pooled	FALSE	TRUE	TRUE	FALSE
CA_pl_12_fall	USA	Placerville	CA_pl	8/25/12	100	SRR3939054	SRX1968283	pooled	FALSE	FALSE	TRUE	FALSE
GA_at_14_fall	USA	Athens	GA_at	10/15/14	99	SRR3939056	SRX1968285	pooled	FALSE	TRUE	FALSE	FALSE
GA_at_14_spring	USA	Athens	GA_at	6/15/14	44	SRR3939057	SRX1968286	pooled	FALSE	FALSE	TRUE	FALSE
MI_bh_14_fall	USA	Benton Harbor	MI_bh	11/5/14	34	SRR3939058	SRX1968287	pooled	FALSE	TRUE	TRUE	FALSE
MI_bh_14_spring	USA	Benton Harbor	MI_bh	7/26/14	106	SRR3939059	SRX1968288	pooled	FALSE	FALSE	TRUE	FALSE
VA_ch_14_fall	USA	Charlotttesville	VA_ch	10/14/14	76	SRR3939076	SRX1968305	pooled	TRUE	TRUE	TRUE	FALSE
VA_ch_14_spring	USA	Charlotttesville	VA_ch	6/25/14	104	SRR3939077	SRX1968306	pooled	TRUE	TRUE	TRUE	FALSE
WI_cp_14_spring	USA	Cross Plains	WI_cp	6/25/14	130	SRR3939078	SRX1968307	pooled	TRUE	TRUE	TRUE	FALSE
WI_cp_14_fall	USA	Cross Plains	WI_cp	9/18/14	61	SRR8061819	SRX4891299	pooled	TRUE	FALSE	TRUE	FALSE
MA_la_14_fall	USA	Lancaster	MA_la	10/20/14	90	SRR3939080	SRX1968309	pooled	FALSE	TRUE	TRUE	FALSE
MA_la_14_spring	USA	Lancaster	MA_la	7/20/14	32	SRR3939082	SRX1968311	pooled	FALSE	FALSE	TRUE	FALSE
PA_li_14_fall	USA	Linvilla	PA_li	10/17/14	50	SRR3939096	SRX1968325	pooled	TRUE	FALSE	TRUE	FALSE
PA_li_14_spring	USA	Linvilla	PA_li	6/27/14	92	SRR3939097	SRX1968326	pooled	TRUE	FALSE	TRUE	FALSE
PA_st_14_fall	USA	State College	PA_st	10/16/14	67	SRR3939083	SRX1968312	pooled	FALSE	TRUE	TRUE	FALSE
PA_st_14_spring	USA	State College	PA_st	6/18/14	45	SRR3939084	SRX1968313	pooled	FALSE	FALSE	TRUE	FALSE
KA_to_14_fall	USA	Topeka	KA_to	10/22/14	48	SRR3939085	SRX1968314	pooled	FALSE	TRUE	TRUE	FALSE
KA_to_14_spring	USA	Topeka	KA_to	6/22/14	72	SRR3939086	SRX1968315	pooled	FALSE	FALSE	TRUE	FALSE
CA_st_12_fall	USA	Stockton	CA_st	10/1/12	100	SRR3939081	SRX1968310	pooled	FALSE	FALSE	TRUE	FALSE
CA_tu_12_fall	USA	Tuolumne	CA_tu	10/10/12	116	SRR3939093	SRX1968322	pooled	FALSE	FALSE	TRUE	FALSE
CA_st_12_frost	USA	Stockton	CA_st	11/15/12	58	SRR3939100	SRX1968329	pooled	FALSE	FALSE	TRUE	FALSE
CA_tu_12_frost	USA	Tuolumne	CA_tu	11/17/12	60	SRR3939101	SRX1968330	pooled	FALSE	FALSE	TRUE	FALSE
VA_ch_15_fall	USA	Charlotttesville	VA_ch	10/19/15	89	SRR3939087	SRX1968316	pooled	TRUE	TRUE	TRUE	FALSE
VA_ch_15_spring	USA	Charlotttesville	VA_ch	7/1/15	65	SRR3939088	SRX1968317	pooled	TRUE	FALSE	TRUE	FALSE
PA_li_15_fall	USA	Linvilla	PA_li	10/15/15	52	SRR3939098	SRX1968327	pooled	TRUE	FALSE	FALSE	FALSE
PA_li_15_spring	USA	Linvilla	PA_li	7/15/15	74	SRR3939099	SRX1968328	pooled	TRUE	FALSE	FALSE	FALSE
PA_st_15_spring	USA	State College	PA_st	7/18/15	47	SRR3939089	SRX1968318	pooled	FALSE	FALSE	TRUE	FALSE
ON_su_15_spring	Canada	Sudbury	ON_su	8/3/15	108	SRR3939091	SRX1968320	pooled	FALSE	TRUE	TRUE	FALSE
ON_su_15_fall	Canada	Sudbury	ON_su	9/30/15	110	SRR3939092	SRX1968321	pooled	FALSE	FALSE	TRUE	FALSE
IL_ur_15_spring	USA	Urbana	IL_ur	7/11/15	184	SRR3939094	SRX1968323	pooled	FALSE	FALSE	TRUE	FALSE
CA_pl_12_frost	USA	Placerville	CA_pl	11/18/12	56	SRR3939102	SRX1968331	pooled	FALSE	FALSE	TRUE	FALSE
CA_es_12_frost	USA	Esparto	CA_es	11/20/12	92	SRR3939103	SRX1968332	pooled	FALSE	FALSE	TRUE	FALSE
CA_es_13_spring	USA	Esparto	CA_es	5/7/13	50	SRR3939104	SRX1968333	pooled	FALSE	TRUE	TRUE	FALSE
CA_tu_13_spring	USA	Tuolumne	CA_tu	5/14/13	98	SRR3939044	SRX1968273	pooled	FALSE	TRUE	TRUE	FALSE
CA_pl_13_fall	USA	Placerville	CA_pl	8/30/13	88	SRR3939045	SRX1968274	pooled	FALSE	FALSE	TRUE	FALSE
CA_tu_13_fall	USA	Tuolumne	CA_tu	8/31/13	100	SRR3939046	SRX1968275	pooled	FALSE	FALSE	TRUE	FALSE
CA_st_13_fall	USA	Stockton	CA_st	9/3/13	72	SRR3939047	SRX1968276	pooled	FALSE	FALSE	TRUE	FALSE
CA_es_13_fall	USA	Esparto	CA_es	9/1/13	57	SRR3939048	SRX1968277	pooled	FALSE	FALSE	TRUE	FALSE
CA_tu_13_frost	USA	Tuolumne	CA_tu	12/8/13	100	SRR3939049	SRX1968278	pooled	FALSE	FALSE	TRUE	FALSE
CA_pl_13_frost	USA	Placerville	CA_pl	12/16/13	72	SRR3939050	SRX1968279	pooled	FALSE	FALSE	TRUE	FALSE
CM_002_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_003_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_004_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_005_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_005_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_006_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_008_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_009_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_009_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_009_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_010_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_010_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_011_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_014_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_014_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_015_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_015_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_016_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_017_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_017_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_017_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_017_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_018_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_018_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_019_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_019_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_019_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_020_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_021_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_021_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_022_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_022_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_024_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_024_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_025_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_025_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_026_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_028_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_028_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_028_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_029_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_029_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_030_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_030_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_031_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_031_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_031_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_032_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_032_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_032_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_032_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_033_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_033_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_033_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_035_0819	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_035_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_035_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_036_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_036_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_037_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_037_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_038_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_038_0722	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_039_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_039_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_041_0624	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_044_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_045_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_046_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_048_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_048_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_050_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_051_0708	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_051_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_051_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_054_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_055_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_058_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_058_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_060_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_064_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_065_1203	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_066_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_068_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_070_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_073_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_073_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_075_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_076_1003	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_077_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_077_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_078_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_079_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_079_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_084_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_085_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_086_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_087_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_091_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_093_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_100_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_103_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_118_1014	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_118_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_121_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_122_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_126_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_127_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_127_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_129_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_137_1111	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_142_1028	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_149_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_154_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_157_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_163_0916	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_165_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_168_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
CM_179_0902	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F1_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F10_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F11_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F12_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F2_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F3_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F4_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
