Estimate	Std. Error	t value	Pr(>|t|)	Dim	terms	run_type	test_type	p.val.fdr	p.val.bonfe
-1.24373016412723	0.579790771913252	-2.14513618425323	0.0404484188408366	Dim.1	year	2R	year	0.404484188408366	1
2.18180305409526	0.341714126518416	6.38487813285553	5.57265787730967e-07	Dim.2	year	2R	year	1.6717973631929e-05	1.6717973631929e-05
1.06632253471222	0.445400094045414	2.39407792896311	0.0233504509945943	Dim.3	year	2R	year	0.350256764918914	0.700513529837829
-0.620713824073895	0.44948008807605	-1.3809595586999	0.177841597969086	Dim.4	year	2R	year	0.992132905340056	1
0.172445393032933	0.439466357510352	0.392397256549657	0.697633980460949	Dim.5	year	2R	year	0.992132905340056	1
0.200741897827432	0.428710424974752	0.46824589777413	0.643109129925941	Dim.6	year	2R	year	0.992132905340056	1
0.0144292270402469	0.427362470853169	0.0337634397597923	0.973297112968294	Dim.7	year	2R	year	0.992132905340056	1
-0.11791181970513	0.411198580198851	-0.286751524404849	0.776341398300943	Dim.8	year	2R	year	0.992132905340056	1
-0.0352283057848065	0.406058394128511	-0.0867567480298345	0.931461136943789	Dim.9	year	2R	year	0.992132905340056	1
0.0159076880888279	0.405297730427305	0.0392493885224978	0.968960519607131	Dim.10	year	2R	year	0.992132905340056	1
-0.00416169462364647	0.396640754711182	-0.0104923525235748	0.991700316814693	Dim.11	year	2R	year	0.992132905340056	1
-0.109847460186211	0.393750229574468	-0.278977514006593	0.78224194354675	Dim.12	year	2R	year	0.992132905340056	1
-0.174657791818997	0.391617284097792	-0.44599101957763	0.658915937729952	Dim.13	year	2R	year	0.992132905340056	1
0.0134514514625629	0.382795954728362	0.0351400042147997	0.972208867714907	Dim.14	year	2R	year	0.992132905340056	1
-0.0852683138543206	0.379444780684859	-0.224718636794582	0.823774060396056	Dim.15	year	2R	year	0.992132905340056	1
-0.108488857013942	0.376745513560125	-0.287963235417873	0.77542291091403	Dim.16	year	2R	year	0.992132905340056	1
0.0225927017192426	0.374414521755638	0.060341414145223	0.952297646266981	Dim.17	year	2R	year	0.992132905340056	1
-0.107328068436392	0.371598565973295	-0.288827994142757	0.774767618395622	Dim.18	year	2R	year	0.992132905340056	1
0.0587565275965647	0.369352213203795	0.15907993913697	0.874708619449961	Dim.19	year	2R	year	0.992132905340056	1
-0.104793452855917	0.367096416910823	-0.285465746949457	0.777316388734051	Dim.20	year	2R	year	0.992132905340056	1
0.16466178269549	0.358026578398874	0.459914968972056	0.649006906054322	Dim.21	year	2R	year	0.992132905340056	1
-0.047047598514469	0.357735301371482	-0.131515112805749	0.89627601154191	Dim.22	year	2R	year	0.992132905340056	1
0.0992843010538664	0.35303196248643	0.281233178873097	0.780528497133067	Dim.23	year	2R	year	0.992132905340056	1
-0.0100739414341204	0.349123095336546	-0.0288549842983299	0.977177911434618	Dim.24	year	2R	year	0.992132905340056	1
-0.0462977876696123	0.345120873941413	-0.13414948548569	0.894211051650129	Dim.25	year	2R	year	0.992132905340056	1
-0.0312145688887908	0.341832245156143	-0.0913154605251838	0.927869783343888	Dim.26	year	2R	year	0.992132905340056	1
0.00337201463427042	0.339050627959184	0.00994546051888259	0.992132905340056	Dim.27	year	2R	year	0.992132905340056	1
-0.00518863383389796	0.335630447468379	-0.0154593657191569	0.987771571156215	Dim.28	year	2R	year	0.992132905340056	1
0.0332120408400881	0.311174438144176	0.106731263140258	0.915737115416253	Dim.29	year	2R	year	0.992132905340056	1
-0.0875469704176627	0.280745074056215	-0.311837957306894	0.757394679468647	Dim.30	year	2R	year	0.992132905340056	1
9.96742620247736	10.7869934049409	0.924022647303363	0.363099680807869	Dim.1	In_2L_t	2R	inv	0.889261738034861	1
-15.7824428354072	57.1889192485247	-0.275970293595194	0.784528015294459	Dim.1	In_2R_Ns	2R	inv	0.947297919348346	1
772.517932917536	234.483603709969	3.29454989899019	0.00260326809582762	Dim.1	In_3L_P	2R	inv	0.237581200635919	0.468588257248972
328.652431514201	186.713825210344	1.76019333942709	0.0889202524770637	Dim.1	In_3R_C	2R	inv	0.889261738034861	1
-63.9980596272426	76.2647620723612	-0.839156353317149	0.408246021563163	Dim.1	In_3R_Mo	2R	inv	0.889261738034861	1
-11.145806457823	56.4312962139215	-0.197511083487629	0.844805501539142	Dim.1	In_3R_Payne	2R	inv	0.947297919348346	1
2.3546572528046	9.28444314249872	0.253613191083734	0.801583834534918	Dim.2	In_2L_t	2R	inv	0.947297919348346	1
76.7611837660724	46.495521474033	1.65093715120374	0.109541438740984	Dim.2	In_2R_Ns	2R	inv	0.889261738034861	1
-119.587659504976	232.386783259224	-0.514606114116127	0.610728271642329	Dim.2	In_3L_P	2R	inv	0.889261738034861	1
116.773489285835	165.406927198371	0.705977018397723	0.485835678051849	Dim.2	In_3R_C	2R	inv	0.889261738034861	1
-37.6402167067171	65.1757698929245	-0.577518558945374	0.568046403985285	Dim.2	In_3R_Mo	2R	inv	0.889261738034861	1
47.5858109830302	47.1353718501563	1.00955628682226	0.321057623497831	Dim.2	In_3R_Payne	2R	inv	0.889261738034861	1
-7.91752738178	8.42057536179644	-0.940259666542653	0.35485094869875	Dim.3	In_2L_t	2R	inv	0.889261738034861	1
48.7638717987223	43.7979371962685	1.1133828422147	0.274687720828691	Dim.3	In_2R_Ns	2R	inv	0.889261738034861	1
80.9489799557179	214.162799628592	0.377978715706472	0.708199013672553	Dim.3	In_3L_P	2R	inv	0.923737843920721	1
-406.406680327429	133.574194829041	-3.04255384692815	0.00494380284367091	Dim.3	In_3R_C	2R	inv	0.237581200635919	0.889884511860765
