Estimate	Std. Error	t value	Pr(>|t|)	Dim	terms	run_type	test_type	p.val.fdr	p.val.bonfe
47.562010247028	37.7670179701563	1.25935307586666	0.217945062565964	Dim.10	In_3R_Payne	3R	inv	0.975679543839129	1
15.0592786058545	6.95508990449134	2.16521695803382	0.0387376041603733	Dim.11	In_2L_t	3R	inv	0.633888068078836	1
17.5108961212594	39.0863198984757	0.448005751545371	0.657478184892845	Dim.11	In_2R_Ns	3R	inv	0.975793833869054	1
220.124689385327	183.783350111595	1.19774010677064	0.240716424298662	Dim.11	In_3L_P	3R	inv	0.975679543839129	1
79.4506354974231	133.7311112846	0.594107345211092	0.557046945119127	Dim.11	In_3R_C	3R	inv	0.975793833869054	1
29.4652367783949	52.5818861911119	0.560368577713279	0.579531805406055	Dim.11	In_3R_Mo	3R	inv	0.975793833869054	1
-0.288764019344115	38.6769828233749	-0.00746604306397956	0.994094139272201	Dim.11	In_3R_Payne	3R	inv	0.998780819836491	1
-3.59021217402907	7.39051952540157	-0.485786169928831	0.630769163478466	Dim.12	In_2L_t	3R	inv	0.975793833869054	1
-37.8859254861072	38.1825876292479	-0.992230433777269	0.329292458227998	Dim.12	In_2R_Ns	3R	inv	0.975679543839129	1
124.257630451039	184.939249391483	0.671883501527618	0.506975628962253	Dim.12	In_3L_P	3R	inv	0.975793833869054	1
119.648809557535	131.317603574797	0.911140671931195	0.369733134725015	Dim.12	In_3R_C	3R	inv	0.975679543839129	1
66.5245010985569	50.8530551632489	1.30817117840805	0.201089763035425	Dim.12	In_3R_Mo	3R	inv	0.975679543839129	1
19.8317470926673	38.1089562398461	0.520395965920777	0.606738196719423	Dim.12	In_3R_Payne	3R	inv	0.975793833869054	1
2.63392460669986	7.35310299799584	0.358205863214179	0.722783617947055	Dim.13	In_2L_t	3R	inv	0.996583349887132	1
-45.7237591235113	37.6110676355234	-1.21569957988445	0.233903499782429	Dim.13	In_2R_Ns	3R	inv	0.975679543839129	1
271.748692884861	178.075884213786	1.526027480277	0.137836574898524	Dim.13	In_3L_P	3R	inv	0.975679543839129	1
35.8591491646043	132.097693188534	0.271459313929313	0.787960902178909	Dim.13	In_3R_C	3R	inv	0.996583349887132	1
22.9227561740408	51.7964606730228	0.442554488785365	0.661371376289025	Dim.13	In_3R_Mo	3R	inv	0.975793833869054	1
-9.57045351824152	37.9808754455922	-0.251980856311521	0.802833133154398	Dim.13	In_3R_Payne	3R	inv	0.996583349887132	1
-4.49804232254222	7.21979975100732	-0.623014831112822	0.538143894922846	Dim.14	In_2L_t	3R	inv	0.975793833869054	1
12.5377981275533	37.9556826610065	0.330327298800871	0.743527274439195	Dim.14	In_2R_Ns	3R	inv	0.996583349887132	1
-90.9370106139506	181.758347898835	-0.500318206372371	0.620626799065528	Dim.14	In_3L_P	3R	inv	0.975793833869054	1
-28.2634243071889	130.339924257502	-0.216843952213377	0.829848251473898	Dim.14	In_3R_C	3R	inv	0.996583349887132	1
-15.5530895128797	51.1745569363912	-0.303922309131309	0.763357117052509	Dim.14	In_3R_Mo	3R	inv	0.996583349887132	1
38.7692383852315	36.8017116237419	1.0534629144863	0.300827548552754	Dim.14	In_3R_Payne	3R	inv	0.975679543839129	1
-1.82532688108176	7.23032735384772	-0.252454251619795	0.802470767846229	Dim.15	In_2L_t	3R	inv	0.996583349887132	1
8.44038671388923	37.8392463949973	0.223059059521997	0.825053276530174	Dim.15	In_2R_Ns	3R	inv	0.996583349887132	1
384.710656890901	167.170772745427	2.3013033353429	0.0287538371703709	Dim.15	In_3L_P	3R	inv	0.575076743407418	1
-53.8033951906569	129.527963750912	-0.415380537395951	0.680920779442542	Dim.15	In_3R_C	3R	inv	0.988433389513367	1
32.6434965409401	50.6854338046026	0.644040981611876	0.524610359686826	Dim.15	In_3R_Mo	3R	inv	0.975793833869054	1
-104.750318412906	31.8804731640024	-3.28572031770168	0.0026632168510857	Dim.15	In_3R_Payne	3R	inv	0.316850132893459	0.479379033195425
-9.63335459190521	6.92519504947651	-1.39105895546341	0.174789091932489	Dim.16	In_2L_t	3R	inv	0.975679543839129	1
58.4486744228451	35.8144984428909	1.63198360898579	0.113496301460113	Dim.16	In_2R_Ns	3R	inv	0.975679543839129	1
-1.84478156172436	179.641223722878	-0.0102692551491978	0.991876785290961	Dim.16	In_3L_P	3R	inv	0.998780819836491	1
-89.0964092085372	127.302892836711	-0.699877333681802	0.489580621258022	Dim.16	In_3R_C	3R	inv	0.975793833869054	1
-8.49160880788649	50.4171688732866	-0.168426926732607	0.867416628570509	Dim.16	In_3R_Mo	3R	inv	0.996583349887132	1
-2.38619916225117	36.9009595863333	-0.0646649623478878	0.948884465182823	Dim.16	In_3R_Payne	3R	inv	0.998780819836491	1
-4.14376000110091	7.08278276222532	-0.585046886260703	0.563041086458951	Dim.17	In_2L_t	3R	inv	0.975793833869054	1
-72.0671712567534	34.7911559885252	-2.07142215339216	0.0473201594260643	Dim.17	In_2R_Ns	3R	inv	0.709802391390964	1
128.7300079453	177.333125654377	0.72592194757902	0.473704928607064	Dim.17	In_3L_P	3R	inv	0.975793833869054	1
-113.346730301211	126.125869163025	-0.898679478313079	0.376224859873128	Dim.17	In_3R_C	3R	inv	0.975679543839129	1
-13.2492639334978	50.1837279532338	-0.264015139446093	0.79363543062899	Dim.17	In_3R_Mo	3R	inv	0.996583349887132	1
-64.4713606095844	34.7546648926421	-1.85504192915506	0.0737825294547235	Dim.17	In_3R_Payne	3R	inv	0.906332303521796	1
1.93979321743028	7.02640685957735	0.27607186093789	0.784450772317892	Dim.18	In_2L_t	3R	inv	0.996583349887132	1
4.20392897948618	36.8032029082082	0.114227258697329	0.909844827991116	Dim.18	In_2R_Ns	3R	inv	0.997807440940946	1
-136.804954483631	174.870509071029	-0.782321474389162	0.440367163119489	Dim.18	In_3L_P	3R	inv	0.975793833869054	1
-131.202130326637	123.903187889568	-1.05890843134378	0.298382154828671	Dim.18	In_3R_C	3R	inv	0.975679543839129	1
28.6664171607141	49.3312066109791	0.581101074351871	0.56566172364902	Dim.18	In_3R_Mo	3R	inv	0.975793833869054	1
4.37128778721419	36.2915243558513	0.120449274721893	0.904957908389343	Dim.18	In_3R_Payne	3R	inv	0.997807440940946	1
-4.64861369284141	6.80756411335368	-0.68286006792396	0.500114441675425	Dim.19	In_2L_t	3R	inv	0.975793833869054	1
17.3795286231202	35.7580584133165	0.48603110443625	0.630597600474709	Dim.19	In_2R_Ns	3R	inv	0.975793833869054	1
-160.361664924795	169.755008534529	-0.944665293290458	0.352634435190871	Dim.19	In_3L_P	3R	inv	0.975679543839129	1
-260.749425882163	113.243513418194	-2.30255506926254	0.0286739494074116	Dim.19	In_3R_C	3R	inv	0.575076743407418	1
-9.44701525789555	48.3617905900894	-0.195340477319537	0.846488626957133	Dim.19	In_3R_Mo	3R	inv	0.996583349887132	1
