Estimate	Std. Error	t value	Pr(>|t|)	PC	variable	Samples	r_sq	P_bon_test
0.0352603800533169	0.0164830400196194	2.13919155758569	0.034534719549367	6	long	all_pops	0.165872260721001	0.414416634592404
0.00438060283877052	0.0375354361291996	0.116705792992312	0.907296767971182	6	MeanEC	all_pops	0.165872260721001	1
-7.12791309530668	0.883042330165499	-8.07199479777009	9.79831736993801e-11	6	year	Europe	0.630484076229313	1.17579808439256e-09
-0.649787561556842	0.127277171039702	-5.10529544496359	4.75985213917967e-06	6	lat	Europe	0.630484076229313	5.71182256701561e-05
0.00781442293303928	0.0667705332591171	0.117034005145859	0.907283967588498	6	long	Europe	0.630484076229313	1
-0.0659822712324955	0.128437306507726	-0.513731352880142	0.609615996904437	6	MeanEC	Europe	0.630484076229313	1
0.782124876004556	0.389925370945926	2.00583222914474	0.0495462044427354	6	year	NorthAmerica	0.228120506341849	0.594554453312825
2.52702075423521	0.828862308346193	3.04878232342029	0.00345849874094098	6	lat	NorthAmerica	0.228120506341849	0.0415019848912918
0.362300319046858	0.256940596697514	1.41005478972005	0.16386382440282	6	long	NorthAmerica	0.228120506341849	1
-0.000948609854767479	0.0241380529600296	-0.0392993526171431	0.968786685616438	6	MeanEC	NorthAmerica	0.228120506341849	1
0.635618031714988	0.276010753317953	2.30287416006138	0.0230839559048765	7	year	all_pops	0.0859816678310591	0.277007470858518
0.252063297946102	0.120753904152535	2.087413236989	0.0390595121650409	7	lat	all_pops	0.0859816678310591	0.468714145980491
-0.0325252844779487	0.0145471615583984	-2.2358509147904	0.0272915535390278	7	long	all_pops	0.0859816678310591	0.327498642468334
-0.0608419554007681	0.0331270234669379	-1.83662608448631	0.0688476864106618	7	MeanEC	all_pops	0.0859816678310591	0.826172236927941
0.873092515281015	0.833874977723477	1.04703047651652	0.29992804874849	7	year	Europe	0.0927554596688402	1
0.0791899582668363	0.12019044222438	0.658870678909714	0.512885909640988	7	lat	Europe	0.0927554596688402	1
-0.120819509996035	0.0630527835778788	-1.9161645710186	0.060848679551081	7	long	Europe	0.0927554596688402	0.730184154612972
-0.0035045647551214	0.121285981933528	-0.0288950520023172	0.977058906018071	7	MeanEC	Europe	0.0927554596688402	1
0.148019004697937	0.451356835483411	0.327942313179784	0.744136198793425	7	year	NorthAmerica	0.492347439408448	1
-1.06203932494031	0.959446849121531	-1.1069287745462	0.272894581015137	7	lat	NorthAmerica	0.492347439408448	1
-1.31620167589632	0.297420745798796	-4.42538623982447	4.30491017350742e-05	7	long	NorthAmerica	0.492347439408448	0.000516589220820891
-0.0709549297271792	0.0279409241115547	-2.53946252614589	0.0138053131836583	7	MeanEC	NorthAmerica	0.492347439408448	0.1656637582039
0.0163147394865913	0.283581294342992	0.0575310847790213	0.954221989192509	8	year	all_pops	0.00822852029747543	1
0.00868017163852772	0.124065993896616	0.0699641486430271	0.94434371178449	8	lat	all_pops	0.00822852029747543	1
-0.00393856623323777	0.0149461673291948	-0.263516803103392	0.792623865654627	8	long	all_pops	0.00822852029747543	1
-0.0326283096037211	0.0340356456390059	-0.95865111388773	0.339745664746531	8	MeanEC	all_pops	0.00822852029747543	1
2.0730274816317	1.05355737395836	1.96764555293563	0.0544529647310906	8	year	Europe	0.320305657731247	0.653435576773087
0.152678484846138	0.15185433076612	1.00542726753896	0.319346980662628	8	lat	Europe	0.320305657731247	1
-0.0228803255846016	0.0796638907050927	-0.287210747329705	0.775092395350806	8	long	Europe	0.320305657731247	1
-0.726818897913511	0.153238487827875	-4.74305710148947	1.680429614555e-05	8	MeanEC	Europe	0.320305657731247	0.0002016515537466
-0.177998890305464	0.190655181137671	-0.933616853438312	0.354372151282327	8	year	NorthAmerica	0.510834310282737	1
0.101669210327917	0.405274714883444	0.250864923456073	0.802805151352673	8	lat	NorthAmerica	0.510834310282737	1
0.499459346459921	0.125631876392519	3.97557817969247	0.000196981141975864	8	long	NorthAmerica	0.510834310282737	0.00236377370371037
0.0234508923733709	0.0118023734855748	1.98696409684316	0.0516565850956689	8	MeanEC	NorthAmerica	0.510834310282737	0.619879021148026
0.269109789646291	0.271086412618595	0.992708513299464	0.322936195757832	9	year	all_pops	0.0258254929408526	1
0.0656657632115391	0.118599519377027	0.55367646982437	0.580875210171881	9	lat	all_pops	0.0258254929408526	1
-0.0103591137212925	0.014287623917705	-0.7250410411808	0.469899571718285	9	long	all_pops	0.0258254929408526	1
-0.0485634137080179	0.0325360002986525	-1.49260552195253	0.138278867129749	9	MeanEC	all_pops	0.0258254929408526	1
-0.243998805019214	0.141067888632421	-1.72965518506482	0.08962434220829	9	year	Europe	0.372819915545667	1
0.0949033951211766	0.020332798526559	4.66750285245842	2.17816375113098e-05	9	lat	Europe	0.372819915545667	0.000261379650135718
0.0241366954437323	0.010666734569745	2.26280079305557	0.0278515615060113	9	long	Europe	0.372819915545667	0.334218738072135
-0.00666573198378773	0.0205181326327632	-0.324870303896171	0.746582655656168	9	MeanEC	Europe	0.372819915545667	1
1.2952664296462	0.737884411740553	1.75537849700723	0.0844748382251129	9	year	NorthAmerica	0.0909763513993232	1
2.53472496960473	1.56851700961198	1.61600094488728	0.111521163779932	9	lat	NorthAmerica	0.0909763513993232	1
0.961412530105469	0.486227558331166	1.97728926226485	0.0527683249129284	9	long	NorthAmerica	0.0909763513993232	0.633219898955141
-0.0527639185526344	0.0456782100784197	-1.15512228833069	0.252777131500567	9	MeanEC	NorthAmerica	0.0909763513993232	1
0.312715833451159	0.254497337560761	1.22875876206956	0.221670803231152	10	year	all_pops	0.112844521921477	1
0.381765246459265	0.111341847147114	3.42876695726849	0.000842404046299316	10	lat	all_pops	0.112844521921477	0.0101088485555918
-0.0362546135117206	0.0134132958269703	-2.70288629874418	0.00791610915366599	10	long	all_pops	0.112844521921477	0.0949933098439919
-0.0540785320583208	0.0305449667170637	-1.7704564080638	0.0793008896129242	10	MeanEC	all_pops	0.112844521921477	0.95161067535509
0.648836190097674	0.910249594925422	0.712811292325632	0.479149125545138	10	year	Europe	0.320360083520252	1
0.415752498077555	0.131198685979673	3.16887699730444	0.00256338672578699	10	lat	Europe	0.320360083520252	0.0307606407094439
0.135992412962142	0.0688277886301044	1.97583586032372	0.0534905741405131	10	long	Europe	0.320360083520252	0.641886889686157
-0.478938574395421	0.132394566181282	-3.6175092997369	0.000672799549679945	10	MeanEC	Europe	0.320360083520252	0.00807359459615934
0.0602513983645332	0.29874564485568	0.20168126097249	0.840871606494054	10	year	NorthAmerica	0.428951352711595	1
-0.305744331740945	0.635042044591117	-0.481455258506236	0.632004545315456	10	lat	NorthAmerica	0.428951352711595	1
-0.714986847466087	0.19685788607135	-3.63199494688745	0.000596905835854875	10	long	NorthAmerica	0.428951352711595	0.0071628700302585
-0.0362852134619543	0.0184936368198124	-1.96203774387316	0.0545625319651712	10	MeanEC	NorthAmerica	0.428951352711595	0.654750383582054
0.185292545492546	0.252712549283856	0.733214658384134	0.464919532577914	11	year	all_pops	0.0754902862359003	1
-0.269500362784472	0.110561007451808	-2.43757151816786	0.0163176266022014	11	lat	all_pops	0.0754902862359003	0.195811519226417
0.0246231906981674	0.0133192284651028	1.84869497228624	0.0670705348165098	11	long	all_pops	0.0754902862359003	0.804846417798118
0.0396260535395632	0.0303307550516781	1.30646446064556	0.194001500149442	11	MeanEC	all_pops	0.0754902862359003	1
0.415446832345254	0.652407310157798	0.636790584465968	0.527054775830465	11	year	Europe	0.246029187230339	1
-0.372577801453406	0.0940346277476226	-3.96213406037358	0.00022735877954136	11	lat	Europe	0.246029187230339	0.00272830535449632
0.0116415546626526	0.0493312523231113	0.235987413950134	0.814369471516148	11	long	Europe	0.246029187230339	1
0.0570438831940693	0.0948917563747069	0.601146879069404	0.550353824519885	11	MeanEC	Europe	0.246029187230339	1
0.520948585558032	0.557786540341859	0.933956895479676	0.3541982004652	11	year	NorthAmerica	0.130316608696592	1
0.517738135276793	1.18568391246412	0.436657805536734	0.663980841983715	11	lat	NorthAmerica	0.130316608696592	1
-0.310032252031357	0.367552401521353	-0.843504900928653	0.402411576330506	11	long	NorthAmerica	0.130316608696592	1
0.0309722387165062	0.0345293793489283	0.896982201838143	0.373436595188566	11	MeanEC	NorthAmerica	0.130316608696592	1
-0.231135002319325	0.242191871717365	-0.954346653669108	0.341909948282765	12	year	all_pops	0.0881293715424696	1
-0.228642994068647	0.105958241526163	-2.15785946213719	0.0330184516440187	12	lat	all_pops	0.0881293715424696	0.396221419728225
0.00555759401385006	0.0127647355896487	0.435386536197185	0.664097944767266	12	long	all_pops	0.0881293715424696	1
-0.0676999024964297	0.0290680552168216	-2.32901382605232	0.0216044987322753	12	MeanEC	all_pops	0.0881293715424696	0.259253984787303
0.265343406600168	0.725656524453624	0.365659782084858	0.716102278396001	12	year	Europe	0.124168621277731	1
-0.249385434540781	0.10459239203363	-2.38435539805415	0.0207920654400949	12	lat	Europe	0.124168621277731	0.249504785281139
0.0339165097009747	0.0548699325565119	0.618125594851849	0.53919058449742	12	long	Europe	0.124168621277731	1
-0.0730618760191362	0.105545755018464	-0.692229412792158	0.491872958080884	12	MeanEC	Europe	0.124168621277731	1
-0.275630779800794	0.526655819322894	-0.52336036114661	0.602717438874647	12	year	NorthAmerica	0.094274664216448	1
-0.253631715918144	1.11950950267472	-0.226556108109998	0.821565503060466	12	lat	NorthAmerica	0.094274664216448	1
-0.204722217417954	0.347038870906937	-0.589911489980768	0.557541282664756	12	long	NorthAmerica	0.094274664216448	1
-0.0709409342708524	0.0326022541895247	-2.17595181788522	0.0336458354228266	12	MeanEC	NorthAmerica	0.094274664216448	0.40375002507392
-0.349504187544826	0.234537351731135	-1.49018561421076	0.138913108378635	13	year	all_pops	0.0693511177550283	1
-0.0534511456969014	0.102609411230097	-0.520918549830088	0.603425114055566	13	lat	all_pops	0.0693511177550283	1
-0.00657280464137548	0.0123613037031981	-0.531724225793024	0.595942671441118	13	long	all_pops	0.0693511177550283	1
-0.0650763224118263	0.0281493538250686	-2.31182295750861	0.0225677297655395	13	MeanEC	all_pops	0.0693511177550283	0.270812757186474
-0.259736546216002	0.192743625814342	-1.3475752835852	0.183637343936384	13	year	Europe	0.0580147893302165	1
-0.0284958473861978	0.0277810729922614	-1.0257288260297	0.309767453822712	13	lat	Europe	0.0580147893302165	1
0.00200595159319894	0.0145741537390482	0.137637603466775	0.891058412871522	13	long	Europe	0.0580147893302165	1
-0.0124148236737536	0.0280342983574609	-0.442844101730466	0.659715298883734	13	MeanEC	Europe	0.0580147893302165	1
-0.860983325169672	0.6507780567109	-1.32300607909426	0.191025738446397	13	year	NorthAmerica	0.0874928010762592	1
-1.27823263606347	1.38335548927708	-0.924008793091545	0.359310090436817	13	lat	NorthAmerica	0.0874928010762592	1
-0.253859668313648	0.428828987976102	-0.591983460613897	0.556162348061152	13	long	NorthAmerica	0.0874928010762592	1
-0.0663384006621629	0.0402859530786759	-1.64668812805814	0.10503053997195	13	MeanEC	NorthAmerica	0.0874928010762592	1
0.272080504800943	0.234202191961759	1.16173338311611	0.247749279599683	14	year	all_pops	0.0405043199737461	1
0.0586350492313797	0.10246277980295	0.572257060994663	0.568264850946539	14	lat	all_pops	0.0405043199737461	1
0.00228665441792938	0.0123436390895758	0.185249617340194	0.853359580093843	14	long	all_pops	0.0405043199737461	1
0.0471483184559803	0.0281091276910799	1.67733125602977	0.0961937734601792	14	MeanEC	all_pops	0.0405043199737461	1
0.947947463395998	0.92767432744564	1.02185372102102	0.311580726901428	14	year	Europe	0.0274789242006954	1
0.0633593807578233	0.133710197133257	0.473856011854345	0.6375861839152	14	lat	Europe	0.0274789242006954	1
0.0362034973223245	0.0701453457194167	0.516121161725248	0.607957629284557	14	long	Europe	0.0274789242006954	1
-0.0520555845489237	0.134928969839026	-0.385799910953351	0.701218759179567	14	MeanEC	Europe	0.0274789242006954	1
0.957217723740159	0.341326804990373	2.80440243703438	0.00684725992463082	14	year	NorthAmerica	0.207776543597672	0.0821671190955698
1.92197329205676	0.725556592530587	2.64896399790584	0.010385003750693	14	lat	NorthAmerica	0.207776543597672	0.124620045008316
0.514776533352711	0.224916662207253	2.28874343190441	0.0257548710347549	14	long	NorthAmerica	0.207776543597672	0.309058452417058
0.0502944207321128	0.0211295932746009	2.380283428956	0.0206063939374826	14	MeanEC	NorthAmerica	0.207776543597672	0.247276727249791
0.277841964186469	0.229485411809916	1.21071732619156	0.228486143094739	15	year	all_pops	0.032743044238775	1
-0.00355525454176615	0.100399202165059	-0.0354111832076235	0.97181326010306	15	lat	all_pops	0.032743044238775	1
0.00641669880485357	0.0120950409386723	0.530523115828158	0.596772266452217	15	long	all_pops	0.032743044238775	1
0.0380433845031759	0.0275430160997735	1.38123524182556	0.16988461784319	15	MeanEC	all_pops	0.032743044238775	1
0.325330535934222	0.442024013641115	0.736001949881306	0.465036742227845	15	year	Europe	0.0360280869467315	1
-0.0430511068318908	0.0637110635198107	-0.675724190642403	0.502209938992842	15	lat	Europe	0.0360280869467315	1
0.0049084699096226	0.0334232891175455	0.146857776096187	0.883812180058003	15	long	Europe	0.0360280869467315	1
0.0557226299502387	0.0642917918931008	0.866714526216501	0.390080229897054	15	MeanEC	Europe	0.0360280869467315	1
0.924664584862038	0.586433797850868	1.57675868657417	0.12029027777832	15	year	NorthAmerica	0.0661687109786194	1
1.58938564522504	1.24657923694404	1.27499768817053	0.207393950564173	15	lat	NorthAmerica	0.0661687109786194	1
0.314630945081969	0.386429458482934	0.814200206985162	0.418860638752683	15	long	NorthAmerica	0.0661687109786194	1
0.0330395896129346	0.0363027674647992	0.910112146270151	0.366530174792744	15	MeanEC	NorthAmerica	0.0661687109786194	1
-0.221869658108862	0.2291777068403	-0.968111869028644	0.335020141397768	16	year	all_pops	0.00887867649436526	1
-0.0252530076222096	0.100264582133189	-0.251863689898633	0.801595982483803	16	lat	all_pops	0.00887867649436526	1
0.00109441664683969	0.0120788233317439	0.0906062301584868	0.927963107530227	16	long	all_pops	0.00887867649436526	1
-0.0048421342098774	0.0275060851120246	-0.176038654361635	0.860573193719564	16	MeanEC	all_pops	0.00887867649436526	1
-0.589948899485891	0.500494369596063	-1.17873234011009	0.243870410839964	16	year	Europe	0.108523634011177	1
-0.0110728348923511	0.0721386793219155	-0.153493728973593	0.878603059942931	16	lat	Europe	0.108523634011177	1
-0.0306302728115519	0.0378444779027202	-0.809372318209475	0.421989144615745	16	long	Europe	0.108523634011177	1
0.159788416610671	0.0727962256816759	2.19500963290865	0.0326509181043582	16	MeanEC	Europe	0.108523634011177	0.391811017252299
-1.04130112377092	0.552551868401583	-1.88453099757529	0.0645074262825984	16	year	NorthAmerica	0.0708514707788069	0.77408911539118
-2.11055986798647	1.17455659787742	-1.79689924844876	0.0775589182028265	16	lat	NorthAmerica	0.0708514707788069	0.930707018433918
-0.437484770534789	0.364103024199258	-1.2015411613153	0.234424725861763	16	long	NorthAmerica	0.0708514707788069	1
-0.0106705794359119	0.0342053307028599	-0.311956622451826	0.756192198550784	16	MeanEC	NorthAmerica	0.0708514707788069	1
0.197834139209637	0.216514812792794	0.913721036717083	0.362775170414514	17	year	all_pops	0.0438508805377885	1
0.0647332465342403	0.0947246027094718	0.683383668895213	0.495738994964057	17	lat	all_pops	0.0438508805377885	1
0.00153605794597781	0.0114114248217527	0.134607024974632	0.893157891785208	17	long	all_pops	0.0438508805377885	1
0.0493924093806248	0.0259862748030841	1.90071142381527	0.0598431320797056	17	MeanEC	all_pops	0.0438508805377885	0.718117584956467
2.36360233259947	0.675394478629346	3.49958788143516	0.000964621721535908	17	year	Europe	0.370454838427923	0.0115754606584309
-0.0020669136687729	0.097347879755285	-0.0212322412564993	0.983141659582303	17	lat	Europe	0.370454838427923	1
0.00209162302526841	0.0510694085184941	0.0409564764101577	0.96748744606018	17	long	Europe	0.370454838427923	1
0.370324609198638	0.0982352087799519	3.76977474571434	0.000418950273183749	17	MeanEC	Europe	0.370454838427923	0.00502740327820498
0.400833335326951	0.352882125127376	1.13588449735805	0.260676771592002	17	year	NorthAmerica	0.100882016266978	1
1.12092985942714	0.750119675715457	1.49433469847063	0.140509124800988	17	lat	NorthAmerica	0.100882016266978	1
0.116573343557245	0.2325310188823	0.501323841083973	0.618040758849008	17	long	NorthAmerica	0.100882016266978	1
0.0233012393266415	0.0218449171550667	1.06666640853966	0.29054251611272	17	MeanEC	NorthAmerica	0.100882016266978	1
0.313899623362194	0.214859163429547	1.4609552525095	0.146754608661779	18	year	all_pops	0.0349585759658995	1
0.0340861060034087	0.0940002609143916	0.362617142461464	0.717556481451129	18	lat	all_pops	0.0349585759658995	1
-0.00892690565062655	0.0113241637332564	-0.7883059500818	0.432139745170943	18	long	all_pops	0.0349585759658995	1
-0.0408594009327537	0.025787562489705	-1.58446153835074	0.115834889098382	18	MeanEC	all_pops	0.0349585759658995	1
0.686902198584126	0.450127286155128	1.52601768369003	0.133065326281146	18	year	Europe	0.0633815123914835	1
-0.00138396221873915	0.0648790274627783	-0.0213314267007647	0.983062918761399	18	lat	Europe	0.0633815123914835	1
0.0337741482121114	0.0340360115300749	0.992306286600823	0.325643326825694	18	long	Europe	0.0633815123914835	1
0.0194285349455309	0.0654704018646102	0.296752950832778	0.767837247219279	18	MeanEC	Europe	0.0633815123914835	1
0.833864507118143	0.532501832219593	1.56593734831371	0.122803508387562	18	year	NorthAmerica	0.085023653845086	1
1.38200260809425	1.13193634151423	1.2209190193907	0.227056830868853	18	lat	NorthAmerica	0.085023653845086	1
0.164616735925824	0.35089109021325	0.469139116145069	0.640728969053719	18	long	NorthAmerica	0.085023653845086	1
-0.0511725581472786	0.0329641474630073	-1.55237013803269	0.126013723601392	18	MeanEC	NorthAmerica	0.085023653845086	1
0.0166912846828007	0.215033137095862	0.0776219186876286	0.938263698877478	19	year	all_pops	0.0116456981814612	1
0.0480999051908605	0.0940763738888852	0.511285705459607	0.610131277498509	19	lat	all_pops	0.0116456981814612	1
-0.00188917923697434	0.0113333330246712	-0.16669229015523	0.867904910958498	19	long	all_pops	0.0116456981814612	1
0.0252719161894325	0.025808442943301	0.979211192436244	0.329531127994884	19	MeanEC	all_pops	0.0116456981814612	1
0.732076728734429	0.245660708034384	2.98003182760494	0.00437443653090533	19	year	Europe	0.259579062675157	0.0524932383708639
0.00305745597152975	0.0354082685349484	0.0863486439194844	0.931520908295512	19	lat	Europe	0.259579062675157	1
0.0279024843330229	0.0185754362117543	1.5021173131518	0.13911558815909	19	long	Europe	0.259579062675157	1
0.0820192249950307	0.0357310160304588	2.29546299285511	0.0257709965654447	19	MeanEC	Europe	0.259579062675157	0.309251958785337
0.049632122667681	0.574734056824795	0.0863566758891601	0.931480321906904	19	year	NorthAmerica	0.0541877447914473	1
0.256562497915499	1.22170915903555	0.210002925833867	0.834401353766401	19	lat	NorthAmerica	0.0541877447914473	1
-0.250796278097967	0.378719935932112	-0.662220956181521	0.510452455244405	19	long	NorthAmerica	0.0541877447914473	1
0.0159951737404628	0.0355785033118387	0.44957410378588	0.654693216074448	19	MeanEC	NorthAmerica	0.0541877447914473	1
-0.145775542137981	0.202809775302322	-0.718779663951986	0.473734630538592	20	year	all_pops	0.0898223886055248	1
0.11706212734771	0.0887286885516457	1.31932669420187	0.189680684200337	20	lat	all_pops	0.0898223886055248	1
-0.000488750592450318	0.0106891000857011	-0.0457242039583972	0.96360937751715	20	long	all_pops	0.0898223886055248	1
0.0719055512637179	0.0243413856344395	2.95404511245169	0.00380442829936559	20	MeanEC	all_pops	0.0898223886055248	0.0456531395923871
0.0700002103757593	0.655615686561079	0.106770188405548	0.915382160458126	20	year	Europe	0.0247048536128543	1
0.101370705129703	0.0944970665892166	1.07273917369696	0.288341420986171	20	lat	Europe	0.0247048536128543	1
0.00745853854879189	0.049573851115972	0.150453079211933	0.880989265992092	20	long	Europe	0.0247048536128543	1
-0.048112635745881	0.0953584103610715	-0.504545278845401	0.616009690019055	20	MeanEC	Europe	0.0247048536128543	1
-0.335317645364362	0.406448364559175	-0.824994450963137	0.412755000277944	20	year	NorthAmerica	0.207219050594648	1
-0.350978640886901	0.86398514888833	-0.406232261443958	0.686066934653779	20	lat	NorthAmerica	0.207219050594648	1
