1	100001	X	1e+05	100000	1	X:1-100000
100001	200001	X	1e+05	200000	100001	X:100001-200000
200001	300001	X	1e+05	300000	200001	X:200001-300000
300001	400001	X	1e+05	400000	300001	X:300001-400000
400001	500001	X	1e+05	500000	400001	X:400001-500000
500001	600001	X	1e+05	600000	500001	X:500001-600000
600001	700001	X	1e+05	700000	600001	X:600001-700000
700001	800001	X	1e+05	800000	700001	X:700001-800000
800001	900001	X	1e+05	900000	800001	X:800001-900000
900001	1000001	X	1e+05	1000000	900001	X:900001-1000000
1000001	1100001	X	1e+05	1100000	1000001	X:1000001-1100000
1100001	1200001	X	1e+05	1200000	1100001	X:1100001-1200000
1200001	1300001	X	1e+05	1300000	1200001	X:1200001-1300000
1300001	1400001	X	1e+05	1400000	1300001	X:1300001-1400000
1400001	1500001	X	1e+05	1500000	1400001	X:1400001-1500000
1500001	1600001	X	1e+05	1600000	1500001	X:1500001-1600000
1600001	1700001	X	1e+05	1700000	1600001	X:1600001-1700000
1700001	1800001	X	1e+05	1800000	1700001	X:1700001-1800000
1800001	1900001	X	1e+05	1900000	1800001	X:1800001-1900000
1900001	2000001	X	1e+05	2000000	1900001	X:1900001-2000000
2000001	2100001	X	1e+05	2100000	2000001	X:2000001-2100000
2100001	2200001	X	1e+05	2200000	2100001	X:2100001-2200000
2200001	2300001	X	1e+05	2300000	2200001	X:2200001-2300000
2300001	2400001	X	1e+05	2400000	2300001	X:2300001-2400000
2400001	2500001	X	1e+05	2500000	2400001	X:2400001-2500000
2500001	2600001	X	1e+05	2600000	2500001	X:2500001-2600000
2600001	2700001	X	1e+05	2700000	2600001	X:2600001-2700000
2700001	2800001	X	1e+05	2800000	2700001	X:2700001-2800000
2800001	2900001	X	1e+05	2900000	2800001	X:2800001-2900000
2900001	3000001	X	1e+05	3000000	2900001	X:2900001-3000000
3000001	3100001	X	1e+05	3100000	3000001	X:3000001-3100000
3100001	3200001	X	1e+05	3200000	3100001	X:3100001-3200000
3200001	3300001	X	1e+05	3300000	3200001	X:3200001-3300000
3300001	3400001	X	1e+05	3400000	3300001	X:3300001-3400000
3400001	3500001	X	1e+05	3500000	3400001	X:3400001-3500000
3500001	3600001	X	1e+05	3600000	3500001	X:3500001-3600000
3600001	3700001	X	1e+05	3700000	3600001	X:3600001-3700000
3700001	3800001	X	1e+05	3800000	3700001	X:3700001-3800000
3800001	3900001	X	1e+05	3900000	3800001	X:3800001-3900000
3900001	4000001	X	1e+05	4000000	3900001	X:3900001-4000000
4000001	4100001	X	1e+05	4100000	4000001	X:4000001-4100000
4100001	4200001	X	1e+05	4200000	4100001	X:4100001-4200000
4200001	4300001	X	1e+05	4300000	4200001	X:4200001-4300000
4300001	4400001	X	1e+05	4400000	4300001	X:4300001-4400000
4400001	4500001	X	1e+05	4500000	4400001	X:4400001-4500000
4500001	4600001	X	1e+05	4600000	4500001	X:4500001-4600000
4600001	4700001	X	1e+05	4700000	4600001	X:4600001-4700000
4700001	4800001	X	1e+05	4800000	4700001	X:4700001-4800000
4800001	4900001	X	1e+05	4900000	4800001	X:4800001-4900000
4900001	5000001	X	1e+05	5000000	4900001	X:4900001-5000000
5000001	5100001	X	1e+05	5100000	5000001	X:5000001-5100000
5100001	5200001	X	1e+05	5200000	5100001	X:5100001-5200000
5200001	5300001	X	1e+05	5300000	5200001	X:5200001-5300000
5300001	5400001	X	1e+05	5400000	5300001	X:5300001-5400000
5400001	5500001	X	1e+05	5500000	5400001	X:5400001-5500000
5500001	5600001	X	1e+05	5600000	5500001	X:5500001-5600000
5600001	5700001	X	1e+05	5700000	5600001	X:5600001-5700000
5700001	5800001	X	1e+05	5800000	5700001	X:5700001-5800000
5800001	5900001	X	1e+05	5900000	5800001	X:5800001-5900000
5900001	6000001	X	1e+05	6000000	5900001	X:5900001-6000000
6000001	6100001	X	1e+05	6100000	6000001	X:6000001-6100000
6100001	6200001	X	1e+05	6200000	6100001	X:6100001-6200000
6200001	6300001	X	1e+05	6300000	6200001	X:6200001-6300000
6300001	6400001	X	1e+05	6400000	6300001	X:6300001-6400000
6400001	6500001	X	1e+05	6500000	6400001	X:6400001-6500000
6500001	6600001	X	1e+05	6600000	6500001	X:6500001-6600000
6600001	6700001	X	1e+05	6700000	6600001	X:6600001-6700000
6700001	6800001	X	1e+05	6800000	6700001	X:6700001-6800000
6800001	6900001	X	1e+05	6900000	6800001	X:6800001-6900000
6900001	7000001	X	1e+05	7000000	6900001	X:6900001-7000000
7000001	7100001	X	1e+05	7100000	7000001	X:7000001-7100000
7100001	7200001	X	1e+05	7200000	7100001	X:7100001-7200000
7200001	7300001	X	1e+05	7300000	7200001	X:7200001-7300000
7300001	7400001	X	1e+05	7400000	7300001	X:7300001-7400000
7400001	7500001	X	1e+05	7500000	7400001	X:7400001-7500000
7500001	7600001	X	1e+05	7600000	7500001	X:7500001-7600000
7600001	7700001	X	1e+05	7700000	7600001	X:7600001-7700000
7700001	7800001	X	1e+05	7800000	7700001	X:7700001-7800000
7800001	7900001	X	1e+05	7900000	7800001	X:7800001-7900000
7900001	8000001	X	1e+05	8000000	7900001	X:7900001-8000000
8000001	8100001	X	1e+05	8100000	8000001	X:8000001-8100000
8100001	8200001	X	1e+05	8200000	8100001	X:8100001-8200000
8200001	8300001	X	1e+05	8300000	8200001	X:8200001-8300000
8300001	8400001	X	1e+05	8400000	8300001	X:8300001-8400000
8400001	8500001	X	1e+05	8500000	8400001	X:8400001-8500000
8500001	8600001	X	1e+05	8600000	8500001	X:8500001-8600000
8600001	8700001	X	1e+05	8700000	8600001	X:8600001-8700000
8700001	8800001	X	1e+05	8800000	8700001	X:8700001-8800000
8800001	8900001	X	1e+05	8900000	8800001	X:8800001-8900000
8900001	9000001	X	1e+05	9000000	8900001	X:8900001-9000000
9000001	9100001	X	1e+05	9100000	9000001	X:9000001-9100000
9100001	9200001	X	1e+05	9200000	9100001	X:9100001-9200000
9200001	9300001	X	1e+05	9300000	9200001	X:9200001-9300000
9300001	9400001	X	1e+05	9400000	9300001	X:9300001-9400000
9400001	9500001	X	1e+05	9500000	9400001	X:9400001-9500000
9500001	9600001	X	1e+05	9600000	9500001	X:9500001-9600000
9600001	9700001	X	1e+05	9700000	9600001	X:9600001-9700000
9700001	9800001	X	1e+05	9800000	9700001	X:9700001-9800000
9800001	9900001	X	1e+05	9900000	9800001	X:9800001-9900000
9900001	10000001	X	1e+05	10000000	9900001	X:9900001-10000000
10000001	10100001	X	1e+05	10100000	10000001	X:10000001-10100000
10100001	10200001	X	1e+05	10200000	10100001	X:10100001-10200000
10200001	10300001	X	1e+05	10300000	10200001	X:10200001-10300000
10300001	10400001	X	1e+05	10400000	10300001	X:10300001-10400000
10400001	10500001	X	1e+05	10500000	10400001	X:10400001-10500000
10500001	10600001	X	1e+05	10600000	10500001	X:10500001-10600000
10600001	10700001	X	1e+05	10700000	10600001	X:10600001-10700000
10700001	10800001	X	1e+05	10800000	10700001	X:10700001-10800000
10800001	10900001	X	1e+05	10900000	10800001	X:10800001-10900000
10900001	11000001	X	1e+05	11000000	10900001	X:10900001-11000000
11000001	11100001	X	1e+05	11100000	11000001	X:11000001-11100000
11100001	11200001	X	1e+05	11200000	11100001	X:11100001-11200000
11200001	11300001	X	1e+05	11300000	11200001	X:11200001-11300000
11300001	11400001	X	1e+05	11400000	11300001	X:11300001-11400000
11400001	11500001	X	1e+05	11500000	11400001	X:11400001-11500000
11500001	11600001	X	1e+05	11600000	11500001	X:11500001-11600000
11600001	11700001	X	1e+05	11700000	11600001	X:11600001-11700000
11700001	11800001	X	1e+05	11800000	11700001	X:11700001-11800000
11800001	11900001	X	1e+05	11900000	11800001	X:11800001-11900000
11900001	12000001	X	1e+05	12000000	11900001	X:11900001-12000000
12000001	12100001	X	1e+05	12100000	12000001	X:12000001-12100000
