V1	V2	day_diff	year_diff	same.locale	same.season	pop1	pop2	samp1	samp2	comp.set
18	22	24	0	no	yes	Recarei	Lutterworth	PT_Rec_14_33	UK_Lut_14_13	space.eu.w
18	23	24	0	no	yes	Recarei	Market Harborough	PT_Rec_14_33	UK_Mar_14_12	space.eu.w
18	24	373	1	no	yes	Recarei	Sheffield	PT_Rec_14_33	UK_She_15_17	space.eu.w
18	25	74	0	no	no	Recarei	South Queensferry	PT_Rec_14_33	UK_Sou_14_10	space.eu.w
19	20	274	1	no	yes	Lund	Yesiloz	SE_Lun_14_30	TR_Yes_15_3	space.eu.w
19	21	384	1	no	yes	Lund	Dairsie. Fife	SE_Lun_14_30	UK_Dai_15_52	space.eu.w
19	22	81	0	no	no	Lund	Lutterworth	SE_Lun_14_30	UK_Lut_14_13	space.eu.w
19	23	81	0	no	no	Lund	Market Harborough	SE_Lun_14_30	UK_Mar_14_12	space.eu.w
19	24	430	1	no	no	Lund	Sheffield	SE_Lun_14_30	UK_She_15_17	space.eu.w
19	25	17	0	no	yes	Lund	South Queensferry	SE_Lun_14_30	UK_Sou_14_10	space.eu.w
20	21	110	0	no	yes	Yesiloz	Dairsie. Fife	TR_Yes_15_3	UK_Dai_15_52	space.eu.w
20	22	193	1	no	no	Yesiloz	Lutterworth	TR_Yes_15_3	UK_Lut_14_13	space.eu.w
20	23	193	1	no	no	Yesiloz	Market Harborough	TR_Yes_15_3	UK_Mar_14_12	space.eu.w
20	24	156	0	no	no	Yesiloz	Sheffield	TR_Yes_15_3	UK_She_15_17	space.eu.w
20	25	291	1	no	yes	Yesiloz	South Queensferry	TR_Yes_15_3	UK_Sou_14_10	space.eu.w
21	22	303	1	no	no	Dairsie. Fife	Lutterworth	UK_Dai_15_52	UK_Lut_14_13	space.eu.w
21	23	303	1	no	no	Dairsie. Fife	Market Harborough	UK_Dai_15_52	UK_Mar_14_12	space.eu.w
21	24	46	0	no	no	Dairsie. Fife	Sheffield	UK_Dai_15_52	UK_She_15_17	space.eu.w
21	25	401	1	no	yes	Dairsie. Fife	South Queensferry	UK_Dai_15_52	UK_Sou_14_10	space.eu.w
22	23	0	0	no	yes	Lutterworth	Market Harborough	UK_Lut_14_13	UK_Mar_14_12	space.eu.w
22	24	349	1	no	yes	Lutterworth	Sheffield	UK_Lut_14_13	UK_She_15_17	space.eu.w
22	25	98	0	no	no	Lutterworth	South Queensferry	UK_Lut_14_13	UK_Sou_14_10	space.eu.w
23	24	349	1	no	yes	Market Harborough	Sheffield	UK_Mar_14_12	UK_She_15_17	space.eu.w
23	25	98	0	no	no	Market Harborough	South Queensferry	UK_Mar_14_12	UK_Sou_14_10	space.eu.w
24	25	447	1	no	no	Sheffield	South Queensferry	UK_She_15_17	UK_Sou_14_10	space.eu.w
1	2	418	1	no	no	Mauternbach	Brest	AT_Mau_14_01	BY_Bre_15_13	space.eu.e
1	3	770	2	no	yes	Mauternbach	Szeged	AT_Mau_14_01	HU_Sze_16_14	space.eu.e
1	4	435	1	no	no	Mauternbach	Brzezina	AT_Mau_14_01	PO_Brz_15_12	space.eu.e
1	5	743	2	no	yes	Mauternbach	Gdansk	AT_Mau_14_01	PO_Gda_16_16	space.eu.e
1	6	711	2	no	yes	Mauternbach	Kalna	AT_Mau_14_01	RS_Kal_16_28	space.eu.e
1	7	699	2	no	yes	Mauternbach	Slankamen. Vinogradi	AT_Mau_14_01	RS_Sla_16_30	space.eu.e
1	8	422	1	no	no	Mauternbach	Alexandrov	AT_Mau_14_01	RU_Ale_15_55	space.eu.e
1	9	427	1	no	no	Mauternbach	tula	AT_Mau_14_01	RU_tul_15_37	space.eu.e
1	10	399	1	no	yes	Mauternbach	valday	AT_Mau_14_01	RU_val_15_36	space.eu.e
1	11	28	0	no	yes	Mauternbach	Valday	AT_Mau_14_01	RU_Val_14_51	space.eu.e
1	12	55	0	no	no	Mauternbach	Chornobyl (Cooling pond)	AT_Mau_14_01	UA_Che_14_28	space.eu.e
1	13	396	1	no	yes	Mauternbach	Chornobyl Applegarden (New)	AT_Mau_14_01	UA_Cho_15_24	space.eu.e
1	14	35	0	no	yes	Mauternbach	Drogobych	AT_Mau_14_01	UA_Dro_14_27	space.eu.e
1	15	719	2	no	yes	Mauternbach	Kaniv	AT_Mau_14_01	UA_Kan_16_57	space.eu.e
1	16	6	0	no	yes	Mauternbach	Kharkiv	AT_Mau_14_01	UA_Kha_14_45	space.eu.e
1	17	20	0	no	yes	Mauternbach	Kyiv	AT_Mau_14_01	UA_Kyi_14_23	space.eu.e
1	18	278	1	no	no	Mauternbach	Odessa	AT_Mau_14_01	UA_od_13_fall	space.eu.e
1	19	17	0	no	yes	Mauternbach	Odesa	AT_Mau_14_01	UA_Ode_14_19	space.eu.e
1	20	765	2	no	yes	Mauternbach	Pyriatyn	AT_Mau_14_01	UA_Pyr_16_49	space.eu.e
1	21	73	0	no	no	Mauternbach	Uman	AT_Mau_14_01	UA_Uma_14_50	space.eu.e
1	22	29	0	no	yes	Mauternbach	Varva	AT_Mau_14_01	UA_Var_14_25	space.eu.e
1	23	30	0	no	yes	Mauternbach	Yalta	AT_Mau_14_01	UA_Yal_14_16	space.eu.e
2	3	352	1	no	no	Brest	Szeged	BY_Bre_15_13	HU_Sze_16_14	space.eu.e
2	4	17	0	no	yes	Brest	Brzezina	BY_Bre_15_13	PO_Brz_15_12	space.eu.e
2	5	325	1	no	no	Brest	Gdansk	BY_Bre_15_13	PO_Gda_16_16	space.eu.e
2	6	293	1	no	no	Brest	Kalna	BY_Bre_15_13	RS_Kal_16_28	space.eu.e
2	7	281	1	no	no	Brest	Slankamen. Vinogradi	BY_Bre_15_13	RS_Sla_16_30	space.eu.e
2	8	4	0	no	yes	Brest	Alexandrov	BY_Bre_15_13	RU_Ale_15_55	space.eu.e
2	9	9	0	no	yes	Brest	tula	BY_Bre_15_13	RU_tul_15_37	space.eu.e
2	10	19	0	no	no	Brest	valday	BY_Bre_15_13	RU_val_15_36	space.eu.e
2	11	390	1	no	no	Brest	Valday	BY_Bre_15_13	RU_Val_14_51	space.eu.e
2	12	363	1	no	yes	Brest	Chornobyl (Cooling pond)	BY_Bre_15_13	UA_Che_14_28	space.eu.e
2	13	22	0	no	no	Brest	Chornobyl Applegarden (New)	BY_Bre_15_13	UA_Cho_15_24	space.eu.e
2	14	383	1	no	no	Brest	Drogobych	BY_Bre_15_13	UA_Dro_14_27	space.eu.e
2	15	301	1	no	no	Brest	Kaniv	BY_Bre_15_13	UA_Kan_16_57	space.eu.e
2	16	412	1	no	no	Brest	Kharkiv	BY_Bre_15_13	UA_Kha_14_45	space.eu.e
2	17	398	1	no	no	Brest	Kyiv	BY_Bre_15_13	UA_Kyi_14_23	space.eu.e
2	18	696	2	no	yes	Brest	Odessa	BY_Bre_15_13	UA_od_13_fall	space.eu.e
2	19	435	1	no	no	Brest	Odesa	BY_Bre_15_13	UA_Ode_14_19	space.eu.e
2	20	347	1	no	no	Brest	Pyriatyn	BY_Bre_15_13	UA_Pyr_16_49	space.eu.e
2	21	345	1	no	yes	Brest	Uman	BY_Bre_15_13	UA_Uma_14_50	space.eu.e
2	22	389	1	no	no	Brest	Varva	BY_Bre_15_13	UA_Var_14_25	space.eu.e
2	23	448	1	no	no	Brest	Yalta	BY_Bre_15_13	UA_Yal_14_16	space.eu.e
3	4	335	1	no	no	Szeged	Brzezina	HU_Sze_16_14	PO_Brz_15_12	space.eu.e
3	5	27	0	no	yes	Szeged	Gdansk	HU_Sze_16_14	PO_Gda_16_16	space.eu.e
3	6	59	0	no	yes	Szeged	Kalna	HU_Sze_16_14	RS_Kal_16_28	space.eu.e
3	7	71	0	no	yes	Szeged	Slankamen. Vinogradi	HU_Sze_16_14	RS_Sla_16_30	space.eu.e
3	8	348	1	no	no	Szeged	Alexandrov	HU_Sze_16_14	RU_Ale_15_55	space.eu.e
3	9	343	1	no	no	Szeged	tula	HU_Sze_16_14	RU_tul_15_37	space.eu.e
3	10	371	1	no	yes	Szeged	valday	HU_Sze_16_14	RU_val_15_36	space.eu.e
3	11	742	2	no	yes	Szeged	Valday	HU_Sze_16_14	RU_Val_14_51	space.eu.e
3	12	715	2	no	no	Szeged	Chornobyl (Cooling pond)	HU_Sze_16_14	UA_Che_14_28	space.eu.e
3	13	374	1	no	yes	Szeged	Chornobyl Applegarden (New)	HU_Sze_16_14	UA_Cho_15_24	space.eu.e
3	14	735	2	no	yes	Szeged	Drogobych	HU_Sze_16_14	UA_Dro_14_27	space.eu.e
3	15	51	0	no	yes	Szeged	Kaniv	HU_Sze_16_14	UA_Kan_16_57	space.eu.e
3	16	764	2	no	yes	Szeged	Kharkiv	HU_Sze_16_14	UA_Kha_14_45	space.eu.e
3	17	750	2	no	yes	Szeged	Kyiv	HU_Sze_16_14	UA_Kyi_14_23	space.eu.e
3	18	1048	3	no	no	Szeged	Odessa	HU_Sze_16_14	UA_od_13_fall	space.eu.e
3	19	787	2	no	yes	Szeged	Odesa	HU_Sze_16_14	UA_Ode_14_19	space.eu.e
3	20	5	0	no	yes	Szeged	Pyriatyn	HU_Sze_16_14	UA_Pyr_16_49	space.eu.e
3	21	697	2	no	no	Szeged	Uman	HU_Sze_16_14	UA_Uma_14_50	space.eu.e
3	22	741	2	no	yes	Szeged	Varva	HU_Sze_16_14	UA_Var_14_25	space.eu.e
3	23	800	2	no	yes	Szeged	Yalta	HU_Sze_16_14	UA_Yal_14_16	space.eu.e
4	5	308	1	no	no	Brzezina	Gdansk	PO_Brz_15_12	PO_Gda_16_16	space.eu.e
4	6	276	1	no	no	Brzezina	Kalna	PO_Brz_15_12	RS_Kal_16_28	space.eu.e
4	7	264	1	no	no	Brzezina	Slankamen. Vinogradi	PO_Brz_15_12	RS_Sla_16_30	space.eu.e
4	8	13	0	no	yes	Brzezina	Alexandrov	PO_Brz_15_12	RU_Ale_15_55	space.eu.e
4	9	8	0	no	yes	Brzezina	tula	PO_Brz_15_12	RU_tul_15_37	space.eu.e
4	10	36	0	no	no	Brzezina	valday	PO_Brz_15_12	RU_val_15_36	space.eu.e
4	11	407	1	no	no	Brzezina	Valday	PO_Brz_15_12	RU_Val_14_51	space.eu.e
4	12	380	1	no	yes	Brzezina	Chornobyl (Cooling pond)	PO_Brz_15_12	UA_Che_14_28	space.eu.e
4	13	39	0	no	no	Brzezina	Chornobyl Applegarden (New)	PO_Brz_15_12	UA_Cho_15_24	space.eu.e
4	14	400	1	no	no	Brzezina	Drogobych	PO_Brz_15_12	UA_Dro_14_27	space.eu.e
4	15	284	1	no	no	Brzezina	Kaniv	PO_Brz_15_12	UA_Kan_16_57	space.eu.e
4	16	429	1	no	no	Brzezina	Kharkiv	PO_Brz_15_12	UA_Kha_14_45	space.eu.e
4	17	415	1	no	no	Brzezina	Kyiv	PO_Brz_15_12	UA_Kyi_14_23	space.eu.e
4	18	713	2	no	yes	Brzezina	Odessa	PO_Brz_15_12	UA_od_13_fall	space.eu.e
4	19	452	1	no	no	Brzezina	Odesa	PO_Brz_15_12	UA_Ode_14_19	space.eu.e
4	20	330	1	no	no	Brzezina	Pyriatyn	PO_Brz_15_12	UA_Pyr_16_49	space.eu.e
4	21	362	1	no	yes	Brzezina	Uman	PO_Brz_15_12	UA_Uma_14_50	space.eu.e
4	22	406	1	no	no	Brzezina	Varva	PO_Brz_15_12	UA_Var_14_25	space.eu.e
4	23	465	1	no	no	Brzezina	Yalta	PO_Brz_15_12	UA_Yal_14_16	space.eu.e
5	6	32	0	no	yes	Gdansk	Kalna	PO_Gda_16_16	RS_Kal_16_28	space.eu.e
5	7	44	0	no	yes	Gdansk	Slankamen. Vinogradi	PO_Gda_16_16	RS_Sla_16_30	space.eu.e
5	8	321	1	no	no	Gdansk	Alexandrov	PO_Gda_16_16	RU_Ale_15_55	space.eu.e
5	9	316	1	no	no	Gdansk	tula	PO_Gda_16_16	RU_tul_15_37	space.eu.e
5	10	344	1	no	yes	Gdansk	valday	PO_Gda_16_16	RU_val_15_36	space.eu.e
5	11	715	2	no	yes	Gdansk	Valday	PO_Gda_16_16	RU_Val_14_51	space.eu.e
5	12	688	2	no	no	Gdansk	Chornobyl (Cooling pond)	PO_Gda_16_16	UA_Che_14_28	space.eu.e
5	13	347	1	no	yes	Gdansk	Chornobyl Applegarden (New)	PO_Gda_16_16	UA_Cho_15_24	space.eu.e
5	14	708	2	no	yes	Gdansk	Drogobych	PO_Gda_16_16	UA_Dro_14_27	space.eu.e
5	15	24	0	no	yes	Gdansk	Kaniv	PO_Gda_16_16	UA_Kan_16_57	space.eu.e
5	16	737	2	no	yes	Gdansk	Kharkiv	PO_Gda_16_16	UA_Kha_14_45	space.eu.e
5	17	723	2	no	yes	Gdansk	Kyiv	PO_Gda_16_16	UA_Kyi_14_23	space.eu.e
5	18	1021	3	no	no	Gdansk	Odessa	PO_Gda_16_16	UA_od_13_fall	space.eu.e
5	19	760	2	no	yes	Gdansk	Odesa	PO_Gda_16_16	UA_Ode_14_19	space.eu.e
5	20	22	0	no	yes	Gdansk	Pyriatyn	PO_Gda_16_16	UA_Pyr_16_49	space.eu.e
5	21	670	2	no	no	Gdansk	Uman	PO_Gda_16_16	UA_Uma_14_50	space.eu.e
5	22	714	2	no	yes	Gdansk	Varva	PO_Gda_16_16	UA_Var_14_25	space.eu.e
5	23	773	2	no	yes	Gdansk	Yalta	PO_Gda_16_16	UA_Yal_14_16	space.eu.e
6	7	12	0	no	yes	Kalna	Slankamen. Vinogradi	RS_Kal_16_28	RS_Sla_16_30	space.eu.e
6	8	289	1	no	no	Kalna	Alexandrov	RS_Kal_16_28	RU_Ale_15_55	space.eu.e
6	9	284	1	no	no	Kalna	tula	RS_Kal_16_28	RU_tul_15_37	space.eu.e
6	10	312	1	no	yes	Kalna	valday	RS_Kal_16_28	RU_val_15_36	space.eu.e
6	11	683	2	no	yes	Kalna	Valday	RS_Kal_16_28	RU_Val_14_51	space.eu.e
6	12	656	2	no	no	Kalna	Chornobyl (Cooling pond)	RS_Kal_16_28	UA_Che_14_28	space.eu.e
6	13	315	1	no	yes	Kalna	Chornobyl Applegarden (New)	RS_Kal_16_28	UA_Cho_15_24	space.eu.e
6	14	676	2	no	yes	Kalna	Drogobych	RS_Kal_16_28	UA_Dro_14_27	space.eu.e
6	15	8	0	no	yes	Kalna	Kaniv	RS_Kal_16_28	UA_Kan_16_57	space.eu.e
6	16	705	2	no	yes	Kalna	Kharkiv	RS_Kal_16_28	UA_Kha_14_45	space.eu.e
6	17	691	2	no	yes	Kalna	Kyiv	RS_Kal_16_28	UA_Kyi_14_23	space.eu.e
6	18	989	3	no	no	Kalna	Odessa	RS_Kal_16_28	UA_od_13_fall	space.eu.e
6	19	728	2	no	yes	Kalna	Odesa	RS_Kal_16_28	UA_Ode_14_19	space.eu.e
6	20	54	0	no	yes	Kalna	Pyriatyn	RS_Kal_16_28	UA_Pyr_16_49	space.eu.e
6	21	638	2	no	no	Kalna	Uman	RS_Kal_16_28	UA_Uma_14_50	space.eu.e
6	22	682	2	no	yes	Kalna	Varva	RS_Kal_16_28	UA_Var_14_25	space.eu.e
6	23	741	2	no	yes	Kalna	Yalta	RS_Kal_16_28	UA_Yal_14_16	space.eu.e
7	8	277	1	no	no	Slankamen. Vinogradi	Alexandrov	RS_Sla_16_30	RU_Ale_15_55	space.eu.e
7	9	272	1	no	no	Slankamen. Vinogradi	tula	RS_Sla_16_30	RU_tul_15_37	space.eu.e
7	10	300	1	no	yes	Slankamen. Vinogradi	valday	RS_Sla_16_30	RU_val_15_36	space.eu.e
7	11	671	2	no	yes	Slankamen. Vinogradi	Valday	RS_Sla_16_30	RU_Val_14_51	space.eu.e
7	12	644	2	no	no	Slankamen. Vinogradi	Chornobyl (Cooling pond)	RS_Sla_16_30	UA_Che_14_28	space.eu.e
7	13	303	1	no	yes	Slankamen. Vinogradi	Chornobyl Applegarden (New)	RS_Sla_16_30	UA_Cho_15_24	space.eu.e
7	14	664	2	no	yes	Slankamen. Vinogradi	Drogobych	RS_Sla_16_30	UA_Dro_14_27	space.eu.e
7	15	20	0	no	yes	Slankamen. Vinogradi	Kaniv	RS_Sla_16_30	UA_Kan_16_57	space.eu.e
7	16	693	2	no	yes	Slankamen. Vinogradi	Kharkiv	RS_Sla_16_30	UA_Kha_14_45	space.eu.e
7	17	679	2	no	yes	Slankamen. Vinogradi	Kyiv	RS_Sla_16_30	UA_Kyi_14_23	space.eu.e
7	18	977	3	no	no	Slankamen. Vinogradi	Odessa	RS_Sla_16_30	UA_od_13_fall	space.eu.e
7	19	716	2	no	yes	Slankamen. Vinogradi	Odesa	RS_Sla_16_30	UA_Ode_14_19	space.eu.e
7	20	66	0	no	yes	Slankamen. Vinogradi	Pyriatyn	RS_Sla_16_30	UA_Pyr_16_49	space.eu.e
7	21	626	2	no	no	Slankamen. Vinogradi	Uman	RS_Sla_16_30	UA_Uma_14_50	space.eu.e
7	22	670	2	no	yes	Slankamen. Vinogradi	Varva	RS_Sla_16_30	UA_Var_14_25	space.eu.e
7	23	729	2	no	yes	Slankamen. Vinogradi	Yalta	RS_Sla_16_30	UA_Yal_14_16	space.eu.e
8	9	5	0	no	yes	Alexandrov	tula	RU_Ale_15_55	RU_tul_15_37	space.eu.e
8	10	23	0	no	no	Alexandrov	valday	RU_Ale_15_55	RU_val_15_36	space.eu.e
8	11	394	1	no	no	Alexandrov	Valday	RU_Ale_15_55	RU_Val_14_51	space.eu.e
8	12	367	1	no	yes	Alexandrov	Chornobyl (Cooling pond)	RU_Ale_15_55	UA_Che_14_28	space.eu.e
8	13	26	0	no	no	Alexandrov	Chornobyl Applegarden (New)	RU_Ale_15_55	UA_Cho_15_24	space.eu.e
8	14	387	1	no	no	Alexandrov	Drogobych	RU_Ale_15_55	UA_Dro_14_27	space.eu.e
8	15	297	1	no	no	Alexandrov	Kaniv	RU_Ale_15_55	UA_Kan_16_57	space.eu.e
8	16	416	1	no	no	Alexandrov	Kharkiv	RU_Ale_15_55	UA_Kha_14_45	space.eu.e
8	17	402	1	no	no	Alexandrov	Kyiv	RU_Ale_15_55	UA_Kyi_14_23	space.eu.e
8	18	700	2	no	yes	Alexandrov	Odessa	RU_Ale_15_55	UA_od_13_fall	space.eu.e
8	19	439	1	no	no	Alexandrov	Odesa	RU_Ale_15_55	UA_Ode_14_19	space.eu.e
8	20	343	1	no	no	Alexandrov	Pyriatyn	RU_Ale_15_55	UA_Pyr_16_49	space.eu.e
8	21	349	1	no	yes	Alexandrov	Uman	RU_Ale_15_55	UA_Uma_14_50	space.eu.e
8	22	393	1	no	no	Alexandrov	Varva	RU_Ale_15_55	UA_Var_14_25	space.eu.e
8	23	452	1	no	no	Alexandrov	Yalta	RU_Ale_15_55	UA_Yal_14_16	space.eu.e
9	10	28	0	no	no	tula	valday	RU_tul_15_37	RU_val_15_36	space.eu.e
9	11	399	1	no	no	tula	Valday	RU_tul_15_37	RU_Val_14_51	space.eu.e
9	12	372	1	no	yes	tula	Chornobyl (Cooling pond)	RU_tul_15_37	UA_Che_14_28	space.eu.e
9	13	31	0	no	no	tula	Chornobyl Applegarden (New)	RU_tul_15_37	UA_Cho_15_24	space.eu.e
9	14	392	1	no	no	tula	Drogobych	RU_tul_15_37	UA_Dro_14_27	space.eu.e
9	15	292	1	no	no	tula	Kaniv	RU_tul_15_37	UA_Kan_16_57	space.eu.e
9	16	421	1	no	no	tula	Kharkiv	RU_tul_15_37	UA_Kha_14_45	space.eu.e
9	17	407	1	no	no	tula	Kyiv	RU_tul_15_37	UA_Kyi_14_23	space.eu.e
9	18	705	2	no	yes	tula	Odessa	RU_tul_15_37	UA_od_13_fall	space.eu.e
9	19	444	1	no	no	tula	Odesa	RU_tul_15_37	UA_Ode_14_19	space.eu.e
9	20	338	1	no	no	tula	Pyriatyn	RU_tul_15_37	UA_Pyr_16_49	space.eu.e
9	21	354	1	no	yes	tula	Uman	RU_tul_15_37	UA_Uma_14_50	space.eu.e
9	22	398	1	no	no	tula	Varva	RU_tul_15_37	UA_Var_14_25	space.eu.e
9	23	457	1	no	no	tula	Yalta	RU_tul_15_37	UA_Yal_14_16	space.eu.e
10	11	371	1	no	yes	valday	Valday	RU_val_15_36	RU_Val_14_51	space.eu.e
10	12	344	1	no	no	valday	Chornobyl (Cooling pond)	RU_val_15_36	UA_Che_14_28	space.eu.e
10	13	3	0	no	yes	valday	Chornobyl Applegarden (New)	RU_val_15_36	UA_Cho_15_24	space.eu.e
10	14	364	1	no	yes	valday	Drogobych	RU_val_15_36	UA_Dro_14_27	space.eu.e
10	15	320	1	no	yes	valday	Kaniv	RU_val_15_36	UA_Kan_16_57	space.eu.e
10	16	393	1	no	yes	valday	Kharkiv	RU_val_15_36	UA_Kha_14_45	space.eu.e
10	17	379	1	no	yes	valday	Kyiv	RU_val_15_36	UA_Kyi_14_23	space.eu.e
10	18	677	2	no	no	valday	Odessa	RU_val_15_36	UA_od_13_fall	space.eu.e
10	19	416	1	no	yes	valday	Odesa	RU_val_15_36	UA_Ode_14_19	space.eu.e
10	20	366	1	no	yes	valday	Pyriatyn	RU_val_15_36	UA_Pyr_16_49	space.eu.e
10	21	326	1	no	no	valday	Uman	RU_val_15_36	UA_Uma_14_50	space.eu.e
10	22	370	1	no	yes	valday	Varva	RU_val_15_36	UA_Var_14_25	space.eu.e
10	23	429	1	no	yes	valday	Yalta	RU_val_15_36	UA_Yal_14_16	space.eu.e
11	12	27	0	no	no	Valday	Chornobyl (Cooling pond)	RU_Val_14_51	UA_Che_14_28	space.eu.e
11	13	368	1	no	yes	Valday	Chornobyl Applegarden (New)	RU_Val_14_51	UA_Cho_15_24	space.eu.e
11	14	7	0	no	yes	Valday	Drogobych	RU_Val_14_51	UA_Dro_14_27	space.eu.e
11	15	691	2	no	yes	Valday	Kaniv	RU_Val_14_51	UA_Kan_16_57	space.eu.e
11	16	22	0	no	yes	Valday	Kharkiv	RU_Val_14_51	UA_Kha_14_45	space.eu.e
11	17	8	0	no	yes	Valday	Kyiv	RU_Val_14_51	UA_Kyi_14_23	space.eu.e
11	18	306	1	no	no	Valday	Odessa	RU_Val_14_51	UA_od_13_fall	space.eu.e
11	19	45	0	no	yes	Valday	Odesa	RU_Val_14_51	UA_Ode_14_19	space.eu.e
11	20	737	2	no	yes	Valday	Pyriatyn	RU_Val_14_51	UA_Pyr_16_49	space.eu.e
11	21	45	0	no	no	Valday	Uman	RU_Val_14_51	UA_Uma_14_50	space.eu.e
11	22	1	0	no	yes	Valday	Varva	RU_Val_14_51	UA_Var_14_25	space.eu.e
11	23	58	0	no	yes	Valday	Yalta	RU_Val_14_51	UA_Yal_14_16	space.eu.e
12	13	341	1	no	no	Chornobyl (Cooling pond)	Chornobyl Applegarden (New)	UA_Che_14_28	UA_Cho_15_24	space.eu.e
12	14	20	0	no	no	Chornobyl (Cooling pond)	Drogobych	UA_Che_14_28	UA_Dro_14_27	space.eu.e
12	15	664	2	no	no	Chornobyl (Cooling pond)	Kaniv	UA_Che_14_28	UA_Kan_16_57	space.eu.e
12	16	49	0	no	no	Chornobyl (Cooling pond)	Kharkiv	UA_Che_14_28	UA_Kha_14_45	space.eu.e
12	17	35	0	no	no	Chornobyl (Cooling pond)	Kyiv	UA_Che_14_28	UA_Kyi_14_23	space.eu.e
12	18	333	1	no	yes	Chornobyl (Cooling pond)	Odessa	UA_Che_14_28	UA_od_13_fall	space.eu.e
12	19	72	0	no	no	Chornobyl (Cooling pond)	Odesa	UA_Che_14_28	UA_Ode_14_19	space.eu.e
12	20	710	2	no	no	Chornobyl (Cooling pond)	Pyriatyn	UA_Che_14_28	UA_Pyr_16_49	space.eu.e
12	21	18	0	no	yes	Chornobyl (Cooling pond)	Uman	UA_Che_14_28	UA_Uma_14_50	space.eu.e
12	22	26	0	no	no	Chornobyl (Cooling pond)	Varva	UA_Che_14_28	UA_Var_14_25	space.eu.e
12	23	85	0	no	no	Chornobyl (Cooling pond)	Yalta	UA_Che_14_28	UA_Yal_14_16	space.eu.e
13	14	361	1	no	yes	Chornobyl Applegarden (New)	Drogobych	UA_Cho_15_24	UA_Dro_14_27	space.eu.e
13	15	323	1	no	yes	Chornobyl Applegarden (New)	Kaniv	UA_Cho_15_24	UA_Kan_16_57	space.eu.e
13	16	390	1	no	yes	Chornobyl Applegarden (New)	Kharkiv	UA_Cho_15_24	UA_Kha_14_45	space.eu.e
13	17	376	1	no	yes	Chornobyl Applegarden (New)	Kyiv	UA_Cho_15_24	UA_Kyi_14_23	space.eu.e
13	18	674	2	no	no	Chornobyl Applegarden (New)	Odessa	UA_Cho_15_24	UA_od_13_fall	space.eu.e
13	19	413	1	no	yes	Chornobyl Applegarden (New)	Odesa	UA_Cho_15_24	UA_Ode_14_19	space.eu.e
13	20	369	1	no	yes	Chornobyl Applegarden (New)	Pyriatyn	UA_Cho_15_24	UA_Pyr_16_49	space.eu.e
13	21	323	1	no	no	Chornobyl Applegarden (New)	Uman	UA_Cho_15_24	UA_Uma_14_50	space.eu.e
13	22	367	1	no	yes	Chornobyl Applegarden (New)	Varva	UA_Cho_15_24	UA_Var_14_25	space.eu.e
13	23	426	1	no	yes	Chornobyl Applegarden (New)	Yalta	UA_Cho_15_24	UA_Yal_14_16	space.eu.e
14	15	684	2	no	yes	Drogobych	Kaniv	UA_Dro_14_27	UA_Kan_16_57	space.eu.e
14	16	29	0	no	yes	Drogobych	Kharkiv	UA_Dro_14_27	UA_Kha_14_45	space.eu.e
14	17	15	0	no	yes	Drogobych	Kyiv	UA_Dro_14_27	UA_Kyi_14_23	space.eu.e
14	18	313	1	no	no	Drogobych	Odessa	UA_Dro_14_27	UA_od_13_fall	space.eu.e
14	19	52	0	no	yes	Drogobych	Odesa	UA_Dro_14_27	UA_Ode_14_19	space.eu.e
14	20	730	2	no	yes	Drogobych	Pyriatyn	UA_Dro_14_27	UA_Pyr_16_49	space.eu.e
14	21	38	0	no	no	Drogobych	Uman	UA_Dro_14_27	UA_Uma_14_50	space.eu.e
14	22	6	0	no	yes	Drogobych	Varva	UA_Dro_14_27	UA_Var_14_25	space.eu.e
14	23	65	0	no	yes	Drogobych	Yalta	UA_Dro_14_27	UA_Yal_14_16	space.eu.e
15	16	713	2	no	yes	Kaniv	Kharkiv	UA_Kan_16_57	UA_Kha_14_45	space.eu.e
15	17	699	2	no	yes	Kaniv	Kyiv	UA_Kan_16_57	UA_Kyi_14_23	space.eu.e
15	18	997	3	no	no	Kaniv	Odessa	UA_Kan_16_57	UA_od_13_fall	space.eu.e
15	19	736	2	no	yes	Kaniv	Odesa	UA_Kan_16_57	UA_Ode_14_19	space.eu.e
15	20	46	0	no	yes	Kaniv	Pyriatyn	UA_Kan_16_57	UA_Pyr_16_49	space.eu.e
15	21	646	2	no	no	Kaniv	Uman	UA_Kan_16_57	UA_Uma_14_50	space.eu.e
15	22	690	2	no	yes	Kaniv	Varva	UA_Kan_16_57	UA_Var_14_25	space.eu.e
15	23	749	2	no	yes	Kaniv	Yalta	UA_Kan_16_57	UA_Yal_14_16	space.eu.e
16	17	14	0	no	yes	Kharkiv	Kyiv	UA_Kha_14_45	UA_Kyi_14_23	space.eu.e
16	18	284	1	no	no	Kharkiv	Odessa	UA_Kha_14_45	UA_od_13_fall	space.eu.e
16	19	23	0	no	yes	Kharkiv	Odesa	UA_Kha_14_45	UA_Ode_14_19	space.eu.e
16	20	759	2	no	yes	Kharkiv	Pyriatyn	UA_Kha_14_45	UA_Pyr_16_49	space.eu.e
16	21	67	0	no	no	Kharkiv	Uman	UA_Kha_14_45	UA_Uma_14_50	space.eu.e
16	22	23	0	no	yes	Kharkiv	Varva	UA_Kha_14_45	UA_Var_14_25	space.eu.e
16	23	36	0	no	yes	Kharkiv	Yalta	UA_Kha_14_45	UA_Yal_14_16	space.eu.e
