V1	V2	day_diff	year_diff	same.locale	same.season	pop1	pop2	samp1	samp2	comp.set
21	23	28	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d09	VA_ch_18_m09d06	time.cville
21	24	42	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d09	VA_ch_18_m09d20	time.cville
21	25	56	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d09	VA_ch_18_m10d04	time.cville
21	26	70	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d09	VA_ch_18_m10d18	time.cville
21	27	77	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d09	VA_ch_18_m10d25	time.cville
21	28	84	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d09	VA_ch_18_m11d01	time.cville
22	23	14	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d23	VA_ch_18_m09d06	time.cville
22	24	28	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d23	VA_ch_18_m09d20	time.cville
22	25	42	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d23	VA_ch_18_m10d04	time.cville
22	26	56	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d23	VA_ch_18_m10d18	time.cville
22	27	63	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d23	VA_ch_18_m10d25	time.cville
22	28	70	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m08d23	VA_ch_18_m11d01	time.cville
23	24	14	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d06	VA_ch_18_m09d20	time.cville
23	25	28	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d06	VA_ch_18_m10d04	time.cville
23	26	42	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d06	VA_ch_18_m10d18	time.cville
23	27	49	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d06	VA_ch_18_m10d25	time.cville
23	28	56	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d06	VA_ch_18_m11d01	time.cville
24	25	14	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d20	VA_ch_18_m10d04	time.cville
24	26	28	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d20	VA_ch_18_m10d18	time.cville
24	27	35	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d20	VA_ch_18_m10d25	time.cville
24	28	42	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m09d20	VA_ch_18_m11d01	time.cville
25	26	14	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m10d04	VA_ch_18_m10d18	time.cville
25	27	21	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m10d04	VA_ch_18_m10d25	time.cville
25	28	28	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m10d04	VA_ch_18_m11d01	time.cville
26	27	7	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m10d18	VA_ch_18_m10d25	time.cville
26	28	14	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m10d18	VA_ch_18_m11d01	time.cville
27	28	7	0	yes	NA	Charlottesville	Charlottesville	VA_ch_18_m10d25	VA_ch_18_m11d01	time.cville
1	2	1553	4	no	no	Homestead	Athens	FL_ho_10_spring	GA_at_14_fall	space.NoA.E
1	3	730	2	no	yes	Homestead	Hahia	FL_ho_10_spring	GA_ha_08_spring	space.NoA.E
1	4	744	2	no	yes	Homestead	Lancaster	FL_ho_10_spring	MA_la_12_spring	space.NoA.E
1	5	273	1	no	no	Homestead	Bowdoin	FL_ho_10_spring	ME_bo_09_fall.r1	space.NoA.E
1	6	741	2	no	yes	Homestead	Ithaca	FL_ho_10_spring	NY_it_12_spring	space.NoA.E
1	7	732	2	no	yes	Homestead	Linvilla	FL_ho_10_spring	PA_li_12_spring	space.NoA.E
1	8	1554	4	no	no	Homestead	State College	FL_ho_10_spring	PA_st_14_fall	space.NoA.E
1	9	0	0	no	yes	Homestead	Eutawville	FL_ho_10_spring	SC_eu_10_spring	space.NoA.E
1	10	734	2	no	yes	Homestead	Charlottesville	FL_ho_10_spring	VA_ch_12_spring	space.NoA.E
2	3	2283	6	no	no	Athens	Hahia	GA_at_14_fall	GA_ha_08_spring	space.NoA.E
2	4	809	2	no	no	Athens	Lancaster	GA_at_14_fall	MA_la_12_spring	space.NoA.E
2	5	1826	5	no	yes	Athens	Bowdoin	GA_at_14_fall	ME_bo_09_fall.r1	space.NoA.E
2	6	812	2	no	no	Athens	Ithaca	GA_at_14_fall	NY_it_12_spring	space.NoA.E
2	7	821	2	no	no	Athens	Linvilla	GA_at_14_fall	PA_li_12_spring	space.NoA.E
2	8	1	0	no	yes	Athens	State College	GA_at_14_fall	PA_st_14_fall	space.NoA.E
2	9	1553	4	no	no	Athens	Eutawville	GA_at_14_fall	SC_eu_10_spring	space.NoA.E
2	10	819	2	no	no	Athens	Charlottesville	GA_at_14_fall	VA_ch_12_spring	space.NoA.E
3	4	1474	4	no	yes	Hahia	Lancaster	GA_ha_08_spring	MA_la_12_spring	space.NoA.E
3	5	457	1	no	no	Hahia	Bowdoin	GA_ha_08_spring	ME_bo_09_fall.r1	space.NoA.E
3	6	1471	4	no	yes	Hahia	Ithaca	GA_ha_08_spring	NY_it_12_spring	space.NoA.E
3	7	1462	4	no	yes	Hahia	Linvilla	GA_ha_08_spring	PA_li_12_spring	space.NoA.E
3	8	2284	6	no	no	Hahia	State College	GA_ha_08_spring	PA_st_14_fall	space.NoA.E
3	9	730	2	no	yes	Hahia	Eutawville	GA_ha_08_spring	SC_eu_10_spring	space.NoA.E
3	10	1464	4	no	yes	Hahia	Charlottesville	GA_ha_08_spring	VA_ch_12_spring	space.NoA.E
4	5	1017	3	no	no	Lancaster	Bowdoin	MA_la_12_spring	ME_bo_09_fall.r1	space.NoA.E
4	6	3	0	no	yes	Lancaster	Ithaca	MA_la_12_spring	NY_it_12_spring	space.NoA.E
4	7	12	0	no	yes	Lancaster	Linvilla	MA_la_12_spring	PA_li_12_spring	space.NoA.E
4	8	810	2	no	no	Lancaster	State College	MA_la_12_spring	PA_st_14_fall	space.NoA.E
4	9	744	2	no	yes	Lancaster	Eutawville	MA_la_12_spring	SC_eu_10_spring	space.NoA.E
4	10	10	0	no	yes	Lancaster	Charlottesville	MA_la_12_spring	VA_ch_12_spring	space.NoA.E
5	6	1014	3	no	no	Bowdoin	Ithaca	ME_bo_09_fall.r1	NY_it_12_spring	space.NoA.E
5	7	1005	3	no	no	Bowdoin	Linvilla	ME_bo_09_fall.r1	PA_li_12_spring	space.NoA.E
5	8	1827	5	no	yes	Bowdoin	State College	ME_bo_09_fall.r1	PA_st_14_fall	space.NoA.E
5	9	273	1	no	no	Bowdoin	Eutawville	ME_bo_09_fall.r1	SC_eu_10_spring	space.NoA.E
5	10	1007	3	no	no	Bowdoin	Charlottesville	ME_bo_09_fall.r1	VA_ch_12_spring	space.NoA.E
6	7	9	0	no	yes	Ithaca	Linvilla	NY_it_12_spring	PA_li_12_spring	space.NoA.E
6	8	813	2	no	no	Ithaca	State College	NY_it_12_spring	PA_st_14_fall	space.NoA.E
6	9	741	2	no	yes	Ithaca	Eutawville	NY_it_12_spring	SC_eu_10_spring	space.NoA.E
6	10	7	0	no	yes	Ithaca	Charlottesville	NY_it_12_spring	VA_ch_12_spring	space.NoA.E
7	8	822	2	no	no	Linvilla	State College	PA_li_12_spring	PA_st_14_fall	space.NoA.E
7	9	732	2	no	yes	Linvilla	Eutawville	PA_li_12_spring	SC_eu_10_spring	space.NoA.E
7	10	2	0	no	yes	Linvilla	Charlottesville	PA_li_12_spring	VA_ch_12_spring	space.NoA.E
8	9	1554	4	no	no	State College	Eutawville	PA_st_14_fall	SC_eu_10_spring	space.NoA.E
8	10	820	2	no	no	State College	Charlottesville	PA_st_14_fall	VA_ch_12_spring	space.NoA.E
9	10	734	2	no	yes	Eutawville	Charlottesville	SC_eu_10_spring	VA_ch_12_spring	space.NoA.E
3	4	373	1	yes	yes	Chalet ð Gobet	Chalet ð Gobet	CH_Cha_14_42	CH_Cha_15_39	time.eu.w
4	5	380	1	yes	yes	Chalet ð Gobet	Chalet ð Gobet	CH_Cha_15_39	CH_Cha_16_38	time.eu.w
7	8	111	0	yes	no	Broggingen	Broggingen	DE_Bro_14_14	DE_Bro_14_15	time.eu.w
7	9	369	1	yes	yes	Broggingen	Broggingen	DE_Bro_14_14	DE_Bro_15_53	time.eu.w
7	10	486	1	yes	no	Broggingen	Broggingen	DE_Bro_14_14	DE_Bro_15_54	time.eu.w
8	9	258	1	yes	no	Broggingen	Broggingen	DE_Bro_14_15	DE_Bro_15_53	time.eu.w
8	10	375	1	yes	yes	Broggingen	Broggingen	DE_Bro_14_15	DE_Bro_15_54	time.eu.w
9	10	117	0	yes	no	Broggingen	Broggingen	DE_Bro_15_53	DE_Bro_15_54	time.eu.w
9	11	390	1	yes	yes	Broggingen	Broggingen	DE_Bro_15_53	DE_Bro_16_10	time.eu.w
9	12	481	1	yes	no	Broggingen	Broggingen	DE_Bro_15_53	DE_Bro_16_11	time.eu.w
10	11	273	1	yes	no	Broggingen	Broggingen	DE_Bro_15_54	DE_Bro_16_10	time.eu.w
10	12	364	1	yes	yes	Broggingen	Broggingen	DE_Bro_15_54	DE_Bro_16_11	time.eu.w
11	12	91	0	yes	no	Broggingen	Broggingen	DE_Bro_16_10	DE_Bro_16_11	time.eu.w
13	14	76	0	yes	no	Munich	Munich	DE_Mun_14_31	DE_Mun_14_32	time.eu.w
13	15	347	1	yes	yes	Munich	Munich	DE_Mun_14_31	DE_Mun_15_45	time.eu.w
13	16	439	1	yes	no	Munich	Munich	DE_Mun_14_31	DE_Mun_15_46	time.eu.w
14	15	271	1	yes	no	Munich	Munich	DE_Mun_14_32	DE_Mun_15_45	time.eu.w
14	16	363	1	yes	yes	Munich	Munich	DE_Mun_14_32	DE_Mun_15_46	time.eu.w
15	16	92	0	yes	no	Munich	Munich	DE_Mun_15_45	DE_Mun_15_46	time.eu.w
15	17	390	1	yes	yes	Munich	Munich	DE_Mun_15_45	DE_Mun_16_12	time.eu.w
15	18	458	1	yes	no	Munich	Munich	DE_Mun_15_45	DE_Mun_16_13	time.eu.w
16	17	298	1	yes	no	Munich	Munich	DE_Mun_15_46	DE_Mun_16_12	time.eu.w
16	18	366	1	yes	yes	Munich	Munich	DE_Mun_15_46	DE_Mun_16_13	time.eu.w
17	18	68	0	yes	no	Munich	Munich	DE_Mun_16_12	DE_Mun_16_13	time.eu.w
20	21	99	0	yes	no	Karensminde Orchard	Karensminde Orchard	DK_Kar_16_2	DK_Kar_16_3	time.eu.w
20	22	167	0	yes	no	Karensminde Orchard	Karensminde Orchard	DK_Kar_16_2	DK_Kar_16_4	time.eu.w
21	22	68	0	yes	yes	Karensminde Orchard	Karensminde Orchard	DK_Kar_16_3	DK_Kar_16_4	time.eu.w
25	26	116	0	yes	no	Gimenells	Gimenells	ES_Gim_15_30	ES_Gim_15_31	time.eu.w
25	27	481	1	yes	no	Gimenells	Gimenells	ES_Gim_15_30	ES_Gim_16_34	time.eu.w
26	27	365	1	yes	yes	Gimenells	Gimenells	ES_Gim_15_31	ES_Gim_16_34	time.eu.w
30	31	21	0	yes	yes	Tomelloso	Tomelloso	ES_Tom_15_28	ES_Tom_15_29	time.eu.w
30	32	330	1	yes	yes	Tomelloso	Tomelloso	ES_Tom_15_28	ES_Tom_16_36	time.eu.w
30	33	369	1	yes	yes	Tomelloso	Tomelloso	ES_Tom_15_28	ES_Tom_16_37	time.eu.w
31	32	351	1	yes	yes	Tomelloso	Tomelloso	ES_Tom_15_29	ES_Tom_16_36	time.eu.w
31	33	390	1	yes	yes	Tomelloso	Tomelloso	ES_Tom_15_29	ES_Tom_16_37	time.eu.w
32	33	39	0	yes	yes	Tomelloso	Tomelloso	ES_Tom_16_36	ES_Tom_16_37	time.eu.w
34	35	72	0	yes	no	Akaa	Akaa	FI_Aka_15_34	FI_Aka_15_35	time.eu.w
34	36	297	1	yes	no	Akaa	Akaa	FI_Aka_15_34	FI_Aka_16_5	time.eu.w
34	37	352	1	yes	yes	Akaa	Akaa	FI_Aka_15_34	FI_Aka_16_6	time.eu.w
35	36	369	1	yes	yes	Akaa	Akaa	FI_Aka_15_35	FI_Aka_16_5	time.eu.w
35	37	424	1	yes	no	Akaa	Akaa	FI_Aka_15_35	FI_Aka_16_6	time.eu.w
36	37	55	0	yes	no	Akaa	Akaa	FI_Aka_16_5	FI_Aka_16_6	time.eu.w
40	41	317	1	yes	yes	Gotheron	Gotheron	FR_Got_14_08	FR_Got_15_47	time.eu.w
40	42	428	1	yes	no	Gotheron	Gotheron	FR_Got_14_08	FR_Got_15_48	time.eu.w
40	43	462	1	yes	no	Gotheron	Gotheron	FR_Got_14_08	FR_Got_15_49	time.eu.w
41	42	111	0	yes	no	Gotheron	Gotheron	FR_Got_15_47	FR_Got_15_48	time.eu.w
41	43	145	0	yes	no	Gotheron	Gotheron	FR_Got_15_47	FR_Got_15_49	time.eu.w
41	44	389	1	yes	yes	Gotheron	Gotheron	FR_Got_15_47	FR_Got_16_8	time.eu.w
42	43	34	0	yes	yes	Gotheron	Gotheron	FR_Got_15_48	FR_Got_15_49	time.eu.w
42	44	278	1	yes	no	Gotheron	Gotheron	FR_Got_15_48	FR_Got_16_8	time.eu.w
43	44	244	1	yes	no	Gotheron	Gotheron	FR_Got_15_49	FR_Got_16_8	time.eu.w
45	46	70	0	yes	no	Viltain	Viltain	FR_Vil_14_05	FR_Vil_14_07	time.eu.w
45	47	357	1	yes	yes	Viltain	Viltain	FR_Vil_14_05	FR_Vil_15_40	time.eu.w
45	48	422	1	yes	no	Viltain	Viltain	FR_Vil_14_05	FR_Vil_15_41	time.eu.w
46	47	287	1	yes	no	Viltain	Viltain	FR_Vil_14_07	FR_Vil_15_40	time.eu.w
46	48	352	1	yes	yes	Viltain	Viltain	FR_Vil_14_07	FR_Vil_15_41	time.eu.w
47	48	65	0	yes	no	Viltain	Viltain	FR_Vil_15_40	FR_Vil_15_41	time.eu.w
47	49	368	1	yes	yes	Viltain	Viltain	FR_Vil_15_40	FR_Vil_16_9	time.eu.w
48	49	303	1	yes	no	Viltain	Viltain	FR_Vil_15_41	FR_Vil_16_9	time.eu.w
53	54	389	1	yes	yes	Lund	Lund	SE_Lun_14_30	SE_Lun_15_14	time.eu.w
53	55	373	1	yes	yes	Lund	Lund	SE_Lun_14_30	SE_Lun_15_15	time.eu.w
54	55	16	0	yes	yes	Lund	Lund	SE_Lun_15_14	SE_Lun_15_15	time.eu.w
56	57	88	0	yes	yes	Yesiloz	Yesiloz	TR_Yes_15_3	TR_Yes_15_5	time.eu.w
56	58	118	0	yes	yes	Yesiloz	Yesiloz	TR_Yes_15_3	TR_Yes_15_6	time.eu.w
56	59	167	0	yes	no	Yesiloz	Yesiloz	TR_Yes_15_3	TR_Yes_15_8	time.eu.w
57	58	30	0	yes	yes	Yesiloz	Yesiloz	TR_Yes_15_5	TR_Yes_15_6	time.eu.w
57	59	79	0	yes	no	Yesiloz	Yesiloz	TR_Yes_15_5	TR_Yes_15_8	time.eu.w
58	59	49	0	yes	no	Yesiloz	Yesiloz	TR_Yes_15_6	TR_Yes_15_8	time.eu.w
66	67	353	1	yes	yes	Dairsie. Fife	Dairsie. Fife	UK_Dai_15_52	UK_Dai_16_23	time.eu.w
69	70	260	1	yes	no	Market Harborough	Market Harborough	UK_Mar_14_12	UK_Mar_15_42	time.eu.w
70	71	474	1	yes	no	Market Harborough	Market Harborough	UK_Mar_15_42	UK_Mar_16_53	time.eu.w
1	2	91	0	yes	no	Mauternbach	Mauternbach	AT_Mau_14_01	AT_Mau_14_02	time.eu.e
1	3	365	1	yes	yes	Mauternbach	Mauternbach	AT_Mau_14_01	AT_Mau_15_50	time.eu.e
1	4	456	1	yes	no	Mauternbach	Mauternbach	AT_Mau_14_01	AT_Mau_15_51	time.eu.e
2	3	274	1	yes	no	Mauternbach	Mauternbach	AT_Mau_14_02	AT_Mau_15_50	time.eu.e
2	4	365	1	yes	yes	Mauternbach	Mauternbach	AT_Mau_14_02	AT_Mau_15_51	time.eu.e
3	4	91	0	yes	no	Mauternbach	Mauternbach	AT_Mau_15_50	AT_Mau_15_51	time.eu.e
7	8	315	1	yes	no	Brzezina	Brzezina	PO_Brz_15_12	PO_Brz_16_17	time.eu.e
10	11	75	0	yes	no	Kalna	Kalna	RS_Kal_16_28	RS_Kal_16_29	time.eu.e
12	13	83	0	yes	no	Slankamen. Vinogradi	Slankamen. Vinogradi	RS_Sla_16_30	RS_Sla_16_31	time.eu.e
14	15	396	1	yes	yes	Alexandrov	Alexandrov	RU_Ale_15_55	RU_Ale_16_22	time.eu.e
17	18	37	0	yes	no	Valday	Valday	RU_Val_16_19	RU_Val_16_20	time.eu.e
17	19	62	0	yes	no	Valday	Valday	RU_Val_16_19	RU_Val_16_21	time.eu.e
18	19	25	0	yes	yes	Valday	Valday	RU_Val_16_20	RU_Val_16_21	time.eu.e
21	22	43	0	yes	no	valday	valday	RU_val_15_36	RU_val_15_38	time.eu.e
23	30	347	1	yes	no	Chornobyl (Cooling pond)	Chornobyl (Cooling pond)	UA_Che_14_28	UA_Cho_15_65	time.eu.e
24	29	347	1	yes	no	Chornobyl Yaniv	Chornobyl Yaniv	UA_Che_14_29	UA_Cho_15_27	time.eu.e
25	33	347	1	yes	no	Chornobyl Applegarden	Chornobyl Applegarden	UA_Che_14_47	UA_Cho_15_69	time.eu.e
26	27	66	0	yes	yes	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_24	UA_Cho_15_25	time.eu.e
26	31	6	0	yes	yes	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_24	UA_Cho_15_67	time.eu.e
26	34	44	0	yes	yes	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_24	UA_Cho_15_70	time.eu.e
26	35	381	1	yes	no	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_24	UA_Cho_16_54	time.eu.e
27	31	72	0	yes	yes	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_25	UA_Cho_15_67	time.eu.e
27	34	22	0	yes	yes	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_25	UA_Cho_15_70	time.eu.e
27	35	447	1	yes	no	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_25	UA_Cho_16_54	time.eu.e
29	37	375	1	yes	no	Chornobyl Yaniv	Chornobyl Yaniv	UA_Cho_15_27	UA_Cho_16_62	time.eu.e
30	36	376	1	yes	no	Chornobyl (Cooling pond)	Chornobyl (Cooling pond)	UA_Cho_15_65	UA_Cho_16_55	time.eu.e
31	34	50	0	yes	yes	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_67	UA_Cho_15_70	time.eu.e
31	35	375	1	yes	no	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_67	UA_Cho_16_54	time.eu.e
34	35	425	1	yes	no	Chornobyl Applegarden (New)	Chornobyl Applegarden (New)	UA_Cho_15_70	UA_Cho_16_54	time.eu.e
38	39	390	1	yes	no	Drogobych	Drogobych	UA_Dro_14_27	UA_Dro_15_10	time.eu.e
39	40	360	1	yes	yes	Drogobych	Drogobych	UA_Dro_15_10	UA_Dro_16_56	time.eu.e
42	43	50	0	yes	no	Kharkiv	Kharkiv	UA_Kha_14_45	UA_Kha_14_46	time.eu.e
42	44	390	1	yes	yes	Kharkiv	Kharkiv	UA_Kha_14_45	UA_Kha_15_19	time.eu.e
43	44	340	1	yes	no	Kharkiv	Kharkiv	UA_Kha_14_46	UA_Kha_15_19	time.eu.e
44	45	364	1	yes	yes	Kharkiv	Kharkiv	UA_Kha_15_19	UA_Kha_16_58	time.eu.e
47	48	391	1	yes	no	Kyiv (Vyshneve)	Kyiv (Vyshneve)	UA_Kyi_15_64	UA_Kyi_16_44	time.eu.e
47	49	420	1	yes	no	Kyiv (Vyshneve)	Kyiv (Vyshneve)	UA_Kyi_15_64	UA_Kyi_16_45	time.eu.e
47	50	362	1	yes	yes	Kyiv (Vyshneve)	Kyiv (Vyshneve)	UA_Kyi_15_64	UA_Kyi_16_59	time.eu.e
48	49	29	0	yes	yes	Kyiv (Vyshneve)	Kyiv (Vyshneve)	UA_Kyi_16_44	UA_Kyi_16_45	time.eu.e
48	50	29	0	yes	no	Kyiv (Vyshneve)	Kyiv (Vyshneve)	UA_Kyi_16_44	UA_Kyi_16_59	time.eu.e
49	50	58	0	yes	no	Kyiv (Vyshneve)	Kyiv (Vyshneve)	UA_Kyi_16_45	UA_Kyi_16_59	time.eu.e
51	52	19	0	yes	yes	Odesa	Odesa	UA_Ode_14_19	UA_Ode_14_20	time.eu.e
51	53	57	0	yes	yes	Odesa	Odesa	UA_Ode_14_19	UA_Ode_14_21	time.eu.e
51	54	99	0	yes	no	Odesa	Odesa	UA_Ode_14_19	UA_Ode_14_22	time.eu.e
51	55	450	1	yes	no	Odesa	Odesa	UA_Ode_14_19	UA_Ode_15_11	time.eu.e
51	56	362	1	yes	yes	Odesa	Odesa	UA_Ode_14_19	UA_Ode_15_20	time.eu.e
51	57	420	1	yes	yes	Odesa	Odesa	UA_Ode_14_19	UA_Ode_15_22	time.eu.e
51	58	388	1	yes	yes	Odesa	Odesa	UA_Ode_14_19	UA_Ode_15_66	time.eu.e
52	53	38	0	yes	yes	Odesa	Odesa	UA_Ode_14_20	UA_Ode_14_21	time.eu.e
52	54	80	0	yes	no	Odesa	Odesa	UA_Ode_14_20	UA_Ode_14_22	time.eu.e
52	55	431	1	yes	no	Odesa	Odesa	UA_Ode_14_20	UA_Ode_15_11	time.eu.e
52	56	343	1	yes	yes	Odesa	Odesa	UA_Ode_14_20	UA_Ode_15_20	time.eu.e
52	57	401	1	yes	yes	Odesa	Odesa	UA_Ode_14_20	UA_Ode_15_22	time.eu.e
52	58	369	1	yes	yes	Odesa	Odesa	UA_Ode_14_20	UA_Ode_15_66	time.eu.e
53	54	42	0	yes	no	Odesa	Odesa	UA_Ode_14_21	UA_Ode_14_22	time.eu.e
53	55	393	1	yes	no	Odesa	Odesa	UA_Ode_14_21	UA_Ode_15_11	time.eu.e
53	56	305	1	yes	yes	Odesa	Odesa	UA_Ode_14_21	UA_Ode_15_20	time.eu.e
53	57	363	1	yes	yes	Odesa	Odesa	UA_Ode_14_21	UA_Ode_15_22	time.eu.e
53	58	331	1	yes	yes	Odesa	Odesa	UA_Ode_14_21	UA_Ode_15_66	time.eu.e
54	55	351	1	yes	yes	Odesa	Odesa	UA_Ode_14_22	UA_Ode_15_11	time.eu.e
54	56	263	1	yes	no	Odesa	Odesa	UA_Ode_14_22	UA_Ode_15_20	time.eu.e
54	57	321	1	yes	no	Odesa	Odesa	UA_Ode_14_22	UA_Ode_15_22	time.eu.e
54	58	289	1	yes	no	Odesa	Odesa	UA_Ode_14_22	UA_Ode_15_66	time.eu.e
55	56	88	0	yes	no	Odesa	Odesa	UA_Ode_15_11	UA_Ode_15_20	time.eu.e
55	57	30	0	yes	no	Odesa	Odesa	UA_Ode_15_11	UA_Ode_15_22	time.eu.e
55	58	62	0	yes	no	Odesa	Odesa	UA_Ode_15_11	UA_Ode_15_66	time.eu.e
55	59	329	1	yes	no	Odesa	Odesa	UA_Ode_15_11	UA_Ode_16_46	time.eu.e
55	60	355	1	yes	yes	Odesa	Odesa	UA_Ode_15_11	UA_Ode_16_47	time.eu.e
56	57	58	0	yes	yes	Odesa	Odesa	UA_Ode_15_20	UA_Ode_15_22	time.eu.e
56	58	26	0	yes	yes	Odesa	Odesa	UA_Ode_15_20	UA_Ode_15_66	time.eu.e
56	59	417	1	yes	yes	Odesa	Odesa	UA_Ode_15_20	UA_Ode_16_46	time.eu.e
56	60	443	1	yes	no	Odesa	Odesa	UA_Ode_15_20	UA_Ode_16_47	time.eu.e
57	58	32	0	yes	yes	Odesa	Odesa	UA_Ode_15_22	UA_Ode_15_66	time.eu.e
57	59	359	1	yes	yes	Odesa	Odesa	UA_Ode_15_22	UA_Ode_16_46	time.eu.e
57	60	385	1	yes	no	Odesa	Odesa	UA_Ode_15_22	UA_Ode_16_47	time.eu.e
58	59	391	1	yes	yes	Odesa	Odesa	UA_Ode_15_66	UA_Ode_16_46	time.eu.e
58	60	417	1	yes	no	Odesa	Odesa	UA_Ode_15_66	UA_Ode_16_47	time.eu.e
59	60	26	0	yes	no	Odesa	Odesa	UA_Ode_16_46	UA_Ode_16_47	time.eu.e
65	66	372	1	yes	yes	Varva	Varva	UA_Var_14_25	UA_Var_15_18	time.eu.e
66	67	367	1	yes	yes	Varva	Varva	UA_Var_15_18	UA_Var_16_60	time.eu.e
68	69	68	0	yes	yes	Yalta	Yalta	UA_Yal_14_16	UA_Yal_14_18	time.eu.e
68	70	430	1	yes	yes	Yalta	Yalta	UA_Yal_14_16	UA_Yal_15_63	time.eu.e
69	70	362	1	yes	yes	Yalta	Yalta	UA_Yal_14_18	UA_Yal_15_63	time.eu.e
70	71	362	1	yes	yes	Yalta	Yalta	UA_Yal_15_63	UA_Yal_16_61	time.eu.e
72	73	153	0	yes	no	Odessa	Odessa	UA_od_13_fall	UA_od_13_spring	time.eu.e
1	2	24	0	no	yes	Seeboden	Chalet ð Gobet	AT_See_14_44	CH_Cha_14_42	space.eu.w
1	3	7	0	no	yes	Seeboden	Nicosia	AT_See_14_44	CY_Nic_14_11	space.eu.w
1	4	52	0	no	yes	Seeboden	Broggingen	AT_See_14_44	DE_Bro_14_14	space.eu.w
1	5	59	0	no	yes	Seeboden	Munich	AT_See_14_44	DE_Mun_14_31	space.eu.w
1	6	15	0	no	no	Seeboden	Karensminde	AT_See_14_44	DK_Kar_14_39	space.eu.w
1	7	783	2	no	no	Seeboden	Benalua	AT_See_14_44	ES_Ben_16_32	space.eu.w
1	8	356	1	no	yes	Seeboden	Cortes de Baza	AT_See_14_44	ES_Cor_15_33	space.eu.w
1	9	315	1	no	yes	Seeboden	Gimenells	AT_See_14_44	ES_Gim_15_30	space.eu.w
1	10	391	1	no	no	Seeboden	Guadix	AT_See_14_44	ES_Gua_15_32	space.eu.w
1	11	744	2	no	yes	Seeboden	Purullena. El Bejarðn (Guadix)	AT_See_14_44	ES_Pur_16_35	space.eu.w
1	12	417	1	no	no	Seeboden	Tomelloso	AT_See_14_44	ES_Tom_15_28	space.eu.w
1	13	410	1	no	no	Seeboden	Akaa	AT_See_14_44	FI_Aka_15_34	space.eu.w
1	14	22	0	no	yes	Seeboden	Vesanto	AT_See_14_44	FI_Ves_14_38	space.eu.w
1	15	40	0	no	yes	Seeboden	Gotheron	AT_See_14_44	FR_Got_14_08	space.eu.w
1	16	1	0	no	yes	Seeboden	Viltain	AT_See_14_44	FR_Vil_14_05	space.eu.w
1	17	408	1	no	no	Seeboden	Mezzocorona	AT_See_14_44	IT_Mez_15_43	space.eu.w
1	18	40	0	no	no	Seeboden	Recarei	AT_See_14_44	PT_Rec_14_33	space.eu.w
1	19	17	0	no	yes	Seeboden	Lund	AT_See_14_44	SE_Lun_14_30	space.eu.w
1	20	257	1	no	yes	Seeboden	Yesiloz	AT_See_14_44	TR_Yes_15_3	space.eu.w
1	21	367	1	no	yes	Seeboden	Dairsie. Fife	AT_See_14_44	UK_Dai_15_52	space.eu.w
1	22	64	0	no	no	Seeboden	Lutterworth	AT_See_14_44	UK_Lut_14_13	space.eu.w
1	23	64	0	no	no	Seeboden	Market Harborough	AT_See_14_44	UK_Mar_14_12	space.eu.w
1	24	413	1	no	no	Seeboden	Sheffield	AT_See_14_44	UK_She_15_17	space.eu.w
