mod	var	chr	inv	cluster	prop.real	totalN	prop.perm.mu	prop.perm.lci	prop.perm.uci	prop.perm.med	prop.rr	prop.sd	rr	en	p	sig	modRank	label	year	start	end	model.name
2	temp.max	2L	Inside Inversion	2.North_America_I95	0.000309603480153018	571699	0.00020377856179563	0.000122302120521463	0.000428862041039078	0.00020377856179563	0.603538999929889	0.43056339521255	1.51931330472103	0.51931330472103	0.0804960807290607	FALSE	112	D	1	0	15	temp.max_0_15
3	temp.max	2L	Inside Inversion	2.North_America_I95	0.000536995866706081	571699	0.000376072023914682	0.000174689828038881	0.00106730989559191	0.000376072023914682	0.513901995780719	0.490015678571915	1.42790697674419	0.427906976744186	0.147147512292918	FALSE	103	E	1	0	30	temp.max_0_30
11	temp.propMax	2L	Inside Inversion	2.North_America_I95	0.00116145034362488	571699	0.000814239661080394	0.000393336353570673	0.00143157500712788	0.000814239661080394	0.512402906022088	0.463869432401124	1.42642320085929	0.426423200859291	0.134660526878208	FALSE	26	M	1	0	90	temp.propMax_0_90
1	humidity.var	2L	Inside Inversion	2.North_America_I95	0.00241210846966673	571699	0.00171156500186287	0.00107213761087565	0.00271749644480749	0.00171156500186287	0.494983409622918	0.304759787684241	1.40929994890138	0.40929994890138	0.0521691688989379	FALSE	65	C	1	0	7	humidity.var_0_7
5	temp.max	2L	Inside Inversion	2.North_America_I95	0.000288613413701966	571699	0.000207276906204139	8.74411184906743e-05	0.000311440110967485	0.000207276906204139	0.477591807910923	0.390420455707987	1.39240506329114	0.392405063291139	0.110612814396467	FALSE	59	G	1	15	30	temp.max_15_30
4	precip.var	2L	Inside Inversion	2.North_America_I95	0.000587721860629457	571699	0.000428547190042312	0.000260276823993045	0.000628634998486966	0.000428547190042312	0.455679483776189	0.32665704751162	1.37142857142857	0.371428571428571	0.0815111958743705	FALSE	51	F	1	7	15	precip.var_7_15
2	humidity.ave	2L	Inside Inversion	2.North_America_I95	0.000204653147897757	571699	0.000149554223463746	7.16111100421725e-05	0.000271139183381465	0.000149554223463746	0.452536874163505	0.454961639479994	1.36842105263158	0.368421052631579	0.159948298576258	FALSE	68	D	1	0	15	humidity.ave_0_15
9	temp.propMax	2L	Inside Inversion	2.North_America_I95	0.000720658948152787	571699	0.000539619625012463	0.000234301616759868	0.000852056764136373	0.000539619625012463	0.41737574288358	0.41429283333705	1.3354943273906	0.3354943273906	0.156861357716803	FALSE	32	K	1	45	75	temp.propMax_45_75
7	precip.ave	2L	Inside Inversion	2.North_America_I95	0.00187161425855214	571699	0.00143607037969281	0.000920939165539908	0.00203253810134354	0.00143607037969281	0.382157739694945	0.283408799767015	1.30328867235079	0.303288672350792	0.088759599801635	FALSE	74	I	1	60	90	precip.ave_60_90
0	pop_year	2L	Inside Inversion	2.North_America_I95	0.00966417642850521	571699	0.00746109403724687	0.00623676095287905	0.00947356913340762	0.00746109403724687	0.373262465445397	0.165896954155759	1.29527605204548	0.295276052045481	0.012225559671784	TRUE	96	B	1	NA	NA	pop_year_NA_NA
11	humidity.ave	2L	Inside Inversion	2.North_America_Mid	0.000816863419386775	571699	0.000183663081446705	5.41718631657568e-05	0.000782999445512412	0.000183663081446705	2.15303322204354	0.991961054564293	4.44761904761905	3.44761904761905	0.0149851903281503	TRUE	28	M	1	0	90	humidity.ave_0_90
10	humidity.var	2L	Inside Inversion	2.North_America_Mid	0.00192758776908828	571699	0.000640197026757087	0.000265664274382149	0.00261233621188773	0.000640197026757087	1.59020867028711	0.835719992061925	3.01092896174863	2.01092896174863	0.0285332713372521	FALSE	64	L	1	0	60	humidity.var_0_60
11	humidity.var	2L	Inside Inversion	2.North_America_Mid	0.00156900746721614	571699	0.000557985933157133	0.000200997377990866	0.00227068789695277	0.000557985933157133	1.49157991628841	0.803086595766831	2.81191222570533	1.81191222570533	0.0316336064067432	FALSE	30	M	1	0	90	humidity.var_0_90
10	humidity.ave	2L	Inside Inversion	2.North_America_Mid	0.000710163914927261	571699	0.000255379141821133	0.00010488036536709	0.000930769513327818	0.000255379141821133	1.47551135830516	0.796841995506277	2.78082191780822	1.78082191780822	0.0320345439920405	FALSE	89	L	1	0	60	humidity.ave_0_60
7	humidity.ave	2L	Inside Inversion	2.North_America_Mid	0.00196082204096911	571699	0.000710163914927261	0.000368673025490687	0.00299713660510164	0.000710163914927261	1.46525215044378	0.65802031738241	2.76108374384236	1.76108374384236	0.0129817185430301	FALSE	101	I	1	60	90	humidity.ave_60_90
11	temp.propMax	2L	Inside Inversion	2.North_America_Mid	0.000124191226502058	571699	5.33497522297573e-05	2.09725747290095e-05	0.000122581988074144	5.33497522297573e-05	1.21920366650698	0.625813938035544	2.32786885245902	1.32786885245902	0.0256961919036395	TRUE	26	M	1	0	90	temp.propMax_0_90
6	humidity.ave	2L	Inside Inversion	2.North_America_Mid	0.00228266972655191	571699	0.00103376077271431	0.00067645736655128	0.0028779305193817	0.00103376077271431	1.14282183651817	0.49001079456522	2.20812182741117	1.20812182741117	0.00984408486564632	FALSE	10	H	1	30	60	humidity.ave_30_60
11	temp.max	2L	Inside Inversion	2.North_America_Mid	0.00058072517181244	571699	0.000267623347250913	0.000146825514825109	0.000934617692177177	0.000267623347250913	1.11765158865427	0.599645857064882	2.16993464052288	1.16993464052288	0.0311711917697368	FALSE	14	M	1	0	90	temp.max_0_90
6	temp.max	2L	Inside Inversion	2.North_America_Mid	0.000879833618739931	571699	0.000409306295795515	0.000228511856763787	0.000824822152916133	0.000409306295795515	1.10404987022212	0.474364732406155	2.14957264957265	1.14957264957265	0.00997124231870406	TRUE	33	H	1	30	60	temp.max_30_60
9	humidity.ave	2L	Inside Inversion	2.North_America_Mid	0.00214973263902858	571699	0.00108098842222918	0.000533305113355105	0.00266554603034114	0.00108098842222918	0.992034743805176	0.547825185311312	1.98867313915858	0.988673139158576	0.0350812588168966	FALSE	20	K	1	45	75	humidity.ave_45_75
4	humidity.ave	2L	Inside Inversion	2.North_America_W	0.00043383044517945	576262	0.000231665457725826	0.000163085540951859	0.000319594212354797	0.000231665457725826	0.905098471682606	0.225014110774213	1.87265917602996	0.872659176029963	2.88031266394031e-05	TRUE	18	F	1	7	15	humidity.ave_7_15
2	humidity.ave	2L	Inside Inversion	2.North_America_W	0.000199562004782547	576262	0.000111060593965939	7.11481930094297e-05	0.000196212833745762	0.000111060593965939	0.845490050944375	0.300402895966494	1.796875	0.796875	0.00244250456061818	TRUE	68	D	1	0	15	humidity.ave_0_15
11	temp.ave	2L	Inside Inversion	2.North_America_W	2.08238613686136e-05	576262	1.38825742457424e-05	5.17125890653904e-06	3.30231734870597e-05	1.38825742457424e-05	0.584962500721156	0.688724970189447	1.5	0.5	0.197845727579114	FALSE	1	M	1	0	90	temp.ave_0_90
7	temp.ave	2L	Inside Inversion	2.North_America_W	0.000138825742457424	576262	9.37073761587611e-05	5.8983587326598e-05	0.00016719825357216	9.37073761587611e-05	0.567040592723894	0.337303388831638	1.48148148148148	0.481481481481481	0.0463717848510087	FALSE	70	I	1	60	90	temp.ave_60_90
1	temp.max	2L	Inside Inversion	2.North_America_W	0.000399124009565094	576262	0.000276783824024489	0.000204698557253472	0.000444277082299371	0.000276783824024489	0.528084525858516	0.203405913659363	1.44200626959248	0.442006269592476	0.00471291786492604	FALSE	66	C	1	0	7	temp.max_0_7
3	precip.ave	2L	Inside Inversion	2.North_America_W	1.21472524650246e-05	576262	8.67660890358899e-06	1.7353217807178e-06	1.91579524591245e-05	8.67660890358899e-06	0.485426827170242	0.761901407634086	1.4	0.4	0.26202154482223	FALSE	17	E	1	0	30	precip.ave_0_30
8	temp.ave	2L	Inside Inversion	2.North_America_W	1.21472524650246e-05	576262	8.67660890358899e-06	1.7353217807178e-06	2.08412145864208e-05	8.67660890358899e-06	0.485426827170242	0.892760396860398	1.4	0.4	0.293311246252979	FALSE	97	J	1	15	45	temp.ave_15_45
3	temp.var	2L	Inside Inversion	2.North_America_W	0.000619509875716254	576262	0.000459860271890217	0.000346908177183295	0.000682050872693324	0.000459860271890217	0.429931714578538	0.241201696681287	1.34716981132075	0.347169811320755	0.0373373477945524	FALSE	36	E	1	0	30	temp.var_0_30
1	temp.ave	2L	Inside Inversion	2.North_America_W	0.000192620717659676	576262	0.000144031707799577	0.000105802568970364	0.000253391686420413	0.000144031707799577	0.419376435003181	0.270421488169553	1.33734939759036	0.337349397590361	0.060471800295542	FALSE	73	C	1	0	7	temp.ave_0_7
1	temp.propMax	2L	Inside Inversion	2.North_America_W	0.000770482870638703	576262	0.000584803440101898	0.000456233449368516	0.000831826495587077	0.000584803440101898	0.397811085168247	0.211020563636183	1.31750741839763	0.317507418397626	0.0297029814160489	FALSE	40	C	1	0	7	temp.propMax_0_7
9	temp.ave	2L	Inside Inversion	3.Europe_E	0.000419947870933707	576262	4.42507054083039e-05	1.38825742457424e-05	0.000165289399613371	4.42507054083039e-05	3.24671528331669	0.710429594565861	9.49019607843137	8.49019607843137	2.43776890996967e-06	TRUE	45	K	1	45	75	temp.ave_45_75
9	temp.propMax	2L	Inside Inversion	3.Europe_E	0.0027782501709292	576262	0.000521464195105698	0.000305381926970718	0.00213206839944332	0.000521464195105698	2.41363427539408	0.626390690290337	5.32778702163062	4.32778702163062	5.8282283470738e-05	TRUE	32	K	1	45	75	temp.propMax_45_75
6	temp.min	2L	Inside Inversion	3.Europe_E	0.00106548757336073	576262	0.000203032648343982	0.000109099680353728	0.00120618746334133	0.000203032648343982	2.39173012578677	0.701857324968635	5.24786324786325	4.24786324786325	0.000327545717866723	FALSE	72	H	1	30	60	temp.min_30_60
6	humidity.ave	2L	Inside Inversion	3.Europe_E	0.000553567648048978	576262	0.000140561064238142	7.44800108284079e-05	0.00039742339421999	0.000140561064238142	1.97756261088024	0.502499951032266	3.93827160493827	2.93827160493827	4.15207586870261e-05	TRUE	10	H	1	30	60	humidity.ave_30_60
9	humidity.ave	2L	Inside Inversion	3.Europe_E	0.000616039232154818	576262	0.000162252586497114	8.4822528641486e-05	0.000354109762573277	0.000162252586497114	1.92480138299921	0.55278851356887	3.79679144385027	2.79679144385027	0.000248855667004577	TRUE	20	K	1	45	75	humidity.ave_45_75
7	humidity.ave	2L	Inside Inversion	3.Europe_E	0.00109845868719437	576262	0.000305416633406333	0.000168100620898133	0.00109283624462484	0.000305416633406333	1.84665335847068	0.622630626175112	3.59659090909091	2.59659090909091	0.00150904672144208	TRUE	101	I	1	60	90	humidity.ave_60_90
11	temp.ave	2L	Inside Inversion	3.Europe_E	0.000223856509712596	576262	6.24715841058407e-05	2.94657638365882e-05	0.000291794357427698	6.24715841058407e-05	1.84130225398094	0.670971074368059	3.58333333333333	2.58333333333333	0.0030326058153403	FALSE	1	M	1	0	90	temp.ave_0_90
7	temp.propMax	2L	Inside Inversion	3.Europe_E	0.00212403385959859	576262	0.000623848180168049	0.000384720838785136	0.00166179619686879	0.000623848180168049	1.76755244061694	0.505077533988263	3.40472878998609	2.40472878998609	0.000233007634710587	TRUE	63	I	1	60	90	temp.propMax_60_90
9	temp.min	2L	Inside Inversion	3.Europe_E	0.000517125890653904	576262	0.000155311299374243	8.13345318622432e-05	0.000446012404080089	0.000155311299374243	1.73537525681413	0.546978584495696	3.32960893854749	2.32960893854749	0.000755255166832311	TRUE	100	K	1	45	75	temp.min_45_75
6	temp.ave	2L	Inside Inversion	3.Europe_E	0.000187414752317522	576262	6.0736262325123e-05	2.94657638365882e-05	0.000187709757020244	6.0736262325123e-05	1.6256044852185	0.554725875516756	3.08571428571429	2.08571428571429	0.00169227831743676	FALSE	3	H	1	30	60	temp.ave_30_60
2	temp.max	2L	Inside Inversion	5.Cville	0.00154096574127741	576262	0.000137958081567065	5.37949752022518e-05	0.00110505290996109	0.000137958081567065	3.48156144481787	0.867087314211516	11.1698113207547	10.1698113207547	2.96929893313333e-05	TRUE	112	D	1	0	15	temp.max_0_15
4	temp.max	2L	Inside Inversion	5.Cville	0.00245200967615425	576262	0.000250753997313722	0.000126678489992399	0.00070662302910829	0.000250753997313722	3.28962870460532	0.70282208836614	9.77854671280277	8.77854671280277	1.43018632772207e-06	TRUE	111	F	1	7	15	temp.max_7_15
4	temp.ave	2L	Inside Inversion	5.Cville	0.000425153836275861	576262	4.85890098600984e-05	1.90538331522814e-05	0.000225956249067265	4.85890098600984e-05	3.12928301694497	0.844098857910668	8.75	7.75	0.000104762254023975	TRUE	110	F	1	7	15	temp.ave_7_15
3	temp.min	2L	Inside Inversion	5.Cville	0.000796512697349469	576262	0.000111928254856298	4.85890098600984e-05	0.000585341389853921	0.000111928254856298	2.83116643689958	0.781492025707187	7.11627906976744	6.11627906976744	0.000145732072933924	TRUE	109	E	1	0	30	temp.min_0_30
2	temp.ave	2L	Inside Inversion	5.Cville	4.3383044517945e-05	576262	6.94128712287119e-06	1.7353217807178e-06	5.21984791639914e-05	6.94128712287119e-06	2.64385618977472	1.09708194624207	6.25	5.25	0.00797847850298599	FALSE	108	D	1	0	15	temp.ave_0_15
4	temp.propMax	2L	Inside Inversion	5.Cville	0.00601115464840645	576262	0.00119650436780492	0.000678285224429166	0.00594227972692977	0.00119650436780492	2.32883506057171	0.701458379529466	5.02393038433648	4.02393038433648	0.000450102776754503	TRUE	107	F	1	7	15	temp.propMax_7_15
3	temp.ave	2L	Inside Inversion	5.Cville	3.4706435614356e-05	576262	6.94128712287119e-06	1.7353217807178e-06	5.82373989608892e-05	6.94128712287119e-06	2.32192809488736	1.13559316528451	5	4	0.0204430579603985	FALSE	106	E	1	0	30	temp.ave_0_30
2	temp.propMax	2L	Inside Inversion	5.Cville	0.002330537151504	576262	0.000492831385723855	0.000294570872276846	0.00152198132099636	0.000492831385723855	2.24149646992276	0.573991570587678	4.72887323943662	3.72887323943662	4.70925403310132e-05	TRUE	105	D	1	0	15	temp.propMax_0_15
2	temp.min	2L	Inside Inversion	5.Cville	0.00058306811832118	576262	0.000136222759786347	4.85716566422912e-05	0.00122817399030302	0.000136222759786347	2.09772593925908	0.909661975064844	4.28025477707006	3.28025477707006	0.0105539211245719	FALSE	104	D	1	0	15	temp.min_0_15
3	temp.max	2L	Inside Inversion	5.Cville	0.000376564826415762	576262	8.93690717069666e-05	3.64244041772666e-05	0.000425657079592269	8.93690717069666e-05	2.07511870238819	0.85826748481392	4.21359223300971	3.21359223300971	0.00780733884600896	FALSE	103	E	1	0	30	temp.max_0_30
