sampleId	country	city	locality	collectionDate	nFlies	SRA_accession	Seq_strategy	sample_type	PCA.set	FST.set	GLM.set	IND.set	Source_Data	Notes
UA_Kha_15_19	Ukraine	Kharkiv	UA_Kha	8/20/15	40	SRR8439146	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kha_16_58	Ukraine	Kharkiv	UA_Kha	8/18/16	40	SRR8494446	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kyi_14_23	Ukraine	Kyiv	UA_Kyi	8/9/14	40	SRR5647736	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kyi_14_24	Ukraine	Kyiv	UA_Kyi	9/8/14	40	SRR5647737	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kyi_14_49	Ukraine	Kyiv	UA_Kyi	10/11/14	40	SRR5647743	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kyi_15_64	Ukraine	Kyiv (Vyshneve)	UA_Kyi	8/10/15	40	SRR8439147	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kyi_16_44	Ukraine	Kyiv (Vyshneve)	UA_Kyi	9/4/16	40	SRR8494466	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kyi_16_45	Ukraine	Kyiv (Vyshneve)	UA_Kyi	10/3/16	40	SRR8494428	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Kyi_16_59	Ukraine	Kyiv (Vyshneve)	UA_Kyi	8/6/16	40	SRR8494430	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_14_19	Ukraine	Odesa	UA_Ode	7/3/14	40	SRR5647766	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_14_20	Ukraine	Odesa	UA_Ode	7/22/14	40	SRR5647765	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_14_21	Ukraine	Odesa	UA_Ode	8/29/14	40	SRR5647768	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_14_22	Ukraine	Odesa	UA_Ode	10/10/14	40	SRR5647767	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_15_11	Ukraine	Odesa	UA_Ode	9/26/15	40	SRR8439155	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_15_20	Ukraine	Odesa	UA_Ode	6/30/15	40	SRR8439145	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_15_22	Ukraine	Odesa	UA_Ode	8/27/15	40	SRR8439130	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_15_66	Ukraine	Odesa	UA_Ode	7/26/15	40	SRR8439140	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_16_46	Ukraine	Odesa	UA_Ode	8/20/16	40	SRR8494429	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Ode_16_47	Ukraine	Odesa	UA_Ode	9/15/16	40	SRR8494427	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Pyr_16_49	Ukraine	Pyriatyn	UA_Pyr	8/23/16	40	SRR8494424	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Uma_14_50	Ukraine	Uman	UA_Uma	10/1/14	40	SRR5647740	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Uma_15_9	Ukraine	Uman	UA_Uma	9/26/15	40	SRR8439117	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Uma_16_50	Ukraine	Uman	UA_Uma	9/17/16	40	SRR8494425	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Uma_16_51	Ukraine	Uman K	UA_Uma	9/11/16	40	SRR8494422	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Var_14_25	Ukraine	Varva	UA_Var	8/18/14	40	SRR5647738	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Var_15_18	Ukraine	Varva	UA_Var	8/25/15	40	SRR8439152	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Var_16_60	Ukraine	Varva	UA_Var	8/26/16	40	SRR8494469	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Yal_14_16	Ukraine	Yalta	UA_Yal	6/20/14	40	SRR5647764	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Yal_14_18	Ukraine	Yalta	UA_Yal	8/27/14	40	SRR5647763	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Yal_15_23	Ukraine	Yalta	UA_Yal	6/24/15	40	SRR8439131	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UA_Yal_15_63	Ukraine	Yalta	UA_Yal	8/24/15	40	SRR8439167	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UA_Yal_16_61	Ukraine	Yalta	UA_Yal	8/20/16	40	SRR8494436	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UK_Dai_15_52	United Kingdom	Dairsie. Fife	UK_Dai	8/19/15	40	SRR8439142	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UK_Dai_16_23	United Kingdom	Dairsie. Fife	UK_Dai	8/6/16	40	SRR8494478	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UK_Lut_14_13	United Kingdom	Lutterworth	UK_Lut	10/20/14	40	SRR5647759	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UK_Mar_14_12	United Kingdom	Market Harborough	UK_Mar	10/20/14	40	SRR5647760	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UK_Mar_15_42	United Kingdom	Market Harborough	UK_Mar	7/7/15	40	SRR8439121	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UK_Mar_16_53	United Kingdom	Market Harborough	UK_Mar	10/23/16	40	SRR8494432	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UK_She_14_09	United Kingdom	Sheffield	UK_She	8/25/14	40	SRR5647752	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
UK_She_15_17	United Kingdom	Sheffield	UK_She	10/4/15	40	SRR8439153	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
UK_Sou_14_10	United Kingdom	South Queensferry	UK_Sou	7/14/14	40	SRR5647757	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
ES_ba_12_spring	Spain	Barcelona	ES_ba	7/13/12	55	SRR3590549	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
FL_ho_10_spring	USA	Homestead	FL_ho	7/15/10	39	SRR1525685	pooled	G5	FALSE	TRUE	FALSE	FALSE	Kapun et al 2021	NA
FL_ho_10_fall	USA	Homestead	FL_ho	12/15/10	48	SRR1525694	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
GA_ha_08_spring	USA	Hahia	GA_ha	7/15/08	51	SRR1525695	pooled	G5	FALSE	TRUE	FALSE	FALSE	Kapun et al 2021	NA
MA_la_12_spring	USA	Lancaster	MA_la	7/28/12	100	SRR3590557	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
MA_la_12_fall	USA	Lancaster	MA_la	10/2/12	63	SRR3590556	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
ME_bo_09_fall.r1	USA	Bowdoin	ME_bo	10/15/09	86	SRR1525698	pooled	G5	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
ME_bo_09_fall.r2	USA	Bowdoin	ME_bo	10/15/09	75	SRR1525699	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
NY_it_12_spring	USA	Ithaca	NY_it	7/25/12	30	SRR3590559	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
NY_it_12_fall	USA	Ithaca	NY_it	9/23/12	58	SRR3590558	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
PA_li_12_spring	USA	Linvilla	PA_li	7/16/12	115	SRR3590561	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
PA_li_11_fall	USA	Linvilla	PA_li	10/15/11	47	SRR1525773	pooled	G1	TRUE	TRUE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_12_fall	USA	Linvilla	PA_li	10/10/12	100	SRR3590560	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
PA_li_09_fall	USA	Linvilla	PA_li	11/15/09	74	SRR1525769	pooled	G1	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_10_fall	USA	Linvilla	PA_li	11/15/10	33	SRR1525771	pooled	G1	TRUE	TRUE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_11_frost	USA	Linvilla	PA_li	11/15/11	50	SRR1525774	pooled	G1	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_09_spring	USA	Linvilla	PA_li	7/15/09	55	SRR1525768	pooled	G1	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_10_spring	USA	Linvilla	PA_li	7/15/10	116	SRR1525770	pooled	G1	FALSE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_11_spring	USA	Linvilla	PA_li	7/15/11	75	SRR1525772	pooled	G1	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_12_sum	USA	Linvilla	PA_li	9/13/12	50	SRR3590563	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
SC_eu_10_spring	USA	Eutawville	SC_eu	7/15/10	48	SRR1525696	pooled	G5	FALSE	TRUE	FALSE	FALSE	Kapun et al 2021	NA
VA_ch_12_spring	USA	Charlottesville	VA_ch	7/18/12	95	SRR3590551	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
VA_ch_12_fall	USA	Charlottesville	VA_ch	11/5/12	50	SRR3590550	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
AT_gr_12_spring	Austria	Gross-Enzersdorf	AT_gr	8/3/12	62	SRR3590553	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
AT_gr_12_fall	Austria	Gross-Enzersdorf	AT_gr	10/20/12	44	SRR3590552	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
WI_cp_12_spring	USA	Cross Plains	WI_cp	6/10/12	83	SRR3590555	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
WI_cp_12_fall	USA	Cross Plains	WI_cp	9/11/12	164	SRR3590562	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
WI_cp_12_frost	USA	Cross Plains	WI_cp	10/20/12	100	SRR3590554	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_es_12_spring	USA	Esparto	CA_es	6/13/12	27	SRR3939042	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
WI_cp_13_spring	USA	Cross Plains	WI_cp	7/2/13	130	SRR3939051	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
WI_cp_13_fall	USA	Cross Plains	WI_cp	9/22/13	61	SRR3939052	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
PA_li_13_spring	USA	Linvilla	PA_li	6/15/13	54	SRR3939095	pooled	wild	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
UA_od_13_fall	Ukraine	Odessa	UA_od	10/15/13	61	SRR3939053	pooled	wild	TRUE	TRUE	FALSE	FALSE	Kapun et al 2021	NA
UA_od_13_spring	Ukraine	Odessa	UA_od	5/15/13	37	SRR3939055	pooled	wild	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
CA_es_12_fall	USA	Esparto	CA_es	8/22/12	92	SRR3939043	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
CA_pl_12_fall	USA	Placerville	CA_pl	8/25/12	100	SRR3939054	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
GA_at_14_fall	USA	Athens	GA_at	10/15/14	99	SRR3939056	pooled	wild	FALSE	TRUE	FALSE	FALSE	Kapun et al 2021	NA
GA_at_14_spring	USA	Athens	GA_at	6/15/14	44	SRR3939057	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
MI_bh_14_fall	USA	Benton Harbor	MI_bh	11/5/14	34	SRR3939058	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
MI_bh_14_spring	USA	Benton Harbor	MI_bh	7/26/14	106	SRR3939059	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
VA_ch_14_fall	USA	Charlotttesville	VA_ch	10/14/14	76	SRR3939076	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
VA_ch_14_spring	USA	Charlotttesville	VA_ch	6/25/14	104	SRR3939077	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
WI_cp_14_spring	USA	Cross Plains	WI_cp	6/25/14	130	SRR3939078	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
WI_cp_14_fall	USA	Cross Plains	WI_cp	9/18/14	61	SRR8061819	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
MA_la_14_fall	USA	Lancaster	MA_la	10/20/14	90	SRR3939080	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
MA_la_14_spring	USA	Lancaster	MA_la	7/20/14	32	SRR3939082	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
PA_li_14_fall	USA	Linvilla	PA_li	10/17/14	50	SRR3939096	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
PA_li_14_spring	USA	Linvilla	PA_li	6/27/14	92	SRR3939097	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
PA_st_14_fall	USA	State College	PA_st	10/16/14	67	SRR3939083	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
PA_st_14_spring	USA	State College	PA_st	6/18/14	45	SRR3939084	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
KA_to_14_fall	USA	Topeka	KA_to	10/22/14	48	SRR3939085	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
KA_to_14_spring	USA	Topeka	KA_to	6/22/14	72	SRR3939086	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_st_12_fall	USA	Stockton	CA_st	10/1/12	100	SRR3939081	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_tu_12_fall	USA	Tuolumne	CA_tu	10/10/12	116	SRR3939093	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_st_12_frost	USA	Stockton	CA_st	11/15/12	58	SRR3939100	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_tu_12_frost	USA	Tuolumne	CA_tu	11/17/12	60	SRR3939101	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
VA_ch_15_fall	USA	Charlotttesville	VA_ch	10/19/15	89	SRR3939087	pooled	wild	TRUE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
VA_ch_15_spring	USA	Charlotttesville	VA_ch	7/1/15	65	SRR3939088	pooled	wild	TRUE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
PA_li_15_fall	USA	Linvilla	PA_li	10/15/15	52	SRR3939098	pooled	wild	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
PA_li_15_spring	USA	Linvilla	PA_li	7/15/15	74	SRR3939099	pooled	wild	TRUE	FALSE	FALSE	FALSE	Kapun et al 2021	NA
PA_st_15_spring	USA	State College	PA_st	7/18/15	47	SRR3939089	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
ON_su_15_spring	Canada	Sudbury	ON_su	8/3/15	108	SRR3939091	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
ON_su_15_fall	Canada	Sudbury	ON_su	9/30/15	110	SRR3939092	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
IL_ur_15_spring	USA	Urbana	IL_ur	7/11/15	184	SRR3939094	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_pl_12_frost	USA	Placerville	CA_pl	11/18/12	56	SRR3939102	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_es_12_frost	USA	Esparto	CA_es	11/20/12	92	SRR3939103	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_es_13_spring	USA	Esparto	CA_es	5/7/13	50	SRR3939104	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
CA_tu_13_spring	USA	Tuolumne	CA_tu	5/14/13	98	SRR3939044	pooled	wild	FALSE	TRUE	TRUE	FALSE	Kapun et al 2021	NA
CA_pl_13_fall	USA	Placerville	CA_pl	8/30/13	88	SRR3939045	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_tu_13_fall	USA	Tuolumne	CA_tu	8/31/13	100	SRR3939046	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_st_13_fall	USA	Stockton	CA_st	9/3/13	72	SRR3939047	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_es_13_fall	USA	Esparto	CA_es	9/1/13	57	SRR3939048	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_tu_13_frost	USA	Tuolumne	CA_tu	12/8/13	100	SRR3939049	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CA_pl_13_frost	USA	Placerville	CA_pl	12/16/13	72	SRR3939050	pooled	wild	FALSE	FALSE	TRUE	FALSE	Kapun et al 2021	NA
CM_002_0916	USA	Charlottesville	VA_ch	9/16/16	1	SRR14481713	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_003_0722	USA	Charlottesville	VA_ch	7/22/16	1	SRR14481800	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_004_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481595	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_005_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481538	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_005_1203	USA	Charlottesville	VA_ch	12/3/16	1	SRR14481681	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_006_0722	USA	Charlottesville	VA_ch	7/22/16	1	SRR14481648	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_008_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481766	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_009_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481744	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_009_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481727	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_009_0916	USA	Charlottesville	VA_ch	9/16/16	1	SRR14481726	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_010_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481725	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_010_1003	USA	Charlottesville	VA_ch	10/3/16	1	SRR14481721	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_011_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481718	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_014_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481622	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_014_0708	USA	Charlottesville	VA_ch	7/8/16	1	SRR14481621	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_015_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481618	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_015_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481615	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_016_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481612	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_017_0708	USA	Charlottesville	VA_ch	7/8/16	1	SRR14481609	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_017_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481608	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_017_1028	USA	Charlottesville	VA_ch	10/28/16	1	SRR14481607	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_017_1203	USA	Charlottesville	VA_ch	12/3/16	1	SRR14481605	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_018_0722	USA	Charlottesville	VA_ch	7/22/16	1	SRR14481602	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_018_0902	USA	Charlottesville	VA_ch	9/2/16	1	SRR14481601	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_019_0708	USA	Charlottesville	VA_ch	7/8/16	1	SRR14481598	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_019_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481597	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_019_1003	USA	Charlottesville	VA_ch	10/3/16	1	SRR14481596	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_020_0722	USA	Charlottesville	VA_ch	7/22/16	1	SRR14481593	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_021_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481592	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_021_0722	USA	Charlottesville	VA_ch	7/22/16	1	SRR14481591	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_022_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481589	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_022_1003	USA	Charlottesville	VA_ch	10/3/16	1	SRR14481586	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_024_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481583	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_024_0916	USA	Charlottesville	VA_ch	9/16/16	1	SRR14481582	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_025_0722	USA	Charlottesville	VA_ch	7/22/16	1	SRR14481576	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_025_1003	USA	Charlottesville	VA_ch	10/3/16	1	SRR14481575	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_026_1203	USA	Charlottesville	VA_ch	12/3/16	1	SRR14481569	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_028_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481566	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_028_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481564	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_028_0916	USA	Charlottesville	VA_ch	9/16/16	1	SRR14481562	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_029_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481558	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_029_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481557	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_030_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481555	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_030_0708	USA	Charlottesville	VA_ch	7/8/16	1	SRR14481554	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_031_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481552	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_031_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481550	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_031_1203	USA	Charlottesville	VA_ch	12/3/16	1	SRR14481548	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_032_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481547	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_032_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481546	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_032_0916	USA	Charlottesville	VA_ch	9/16/16	1	SRR14481545	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_032_1203	USA	Charlottesville	VA_ch	12/3/16	1	SRR14481544	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_033_0624	USA	Charlottesville	VA_ch	6/24/16	1	SRR14481543	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_033_0708	USA	Charlottesville	VA_ch	7/8/16	1	SRR14481542	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_033_1003	USA	Charlottesville	VA_ch	10/3/16	1	SRR14481539	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_035_0819	USA	Charlottesville	VA_ch	8/19/16	1	SRR14481711	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_035_1111	USA	Charlottesville	VA_ch	11/11/16	1	SRR14481709	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_035_1203	USA	Charlottesville	VA_ch	12/3/16	1	SRR14481708	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_036_0708	USA	Charlottesville	VA_ch	7/8/16	1	SRR14481707	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
CM_036_0916	USA	Charlottesville	VA_ch	9/16/16	1	SRR14481706	Individual	G1 male	FALSE	FALSE	FALSE	TRUE	This Study	NA
